SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
Manly East,East Tamaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Manly East,-36.63338986,174.76128799,East Tamaki,-36.93823242,174.88712871,35.7013974814626,Rodney,Manukau,Auckland,Auckland,WORK
Riverhead,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Riverhead,-36.75810331,174.58371179,East Tamaki,-36.93823242,174.88712871,33.61682136682257,Rodney,Manukau,Auckland,Auckland,WORK
Taupaki,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Taupaki,-36.82164682,174.5542496,East Tamaki,-36.93823242,174.88712871,32.32137587536085,Rodney,Manukau,Auckland,Auckland,WORK
Albany Heights,East Tamaki,-999,12,6,-999,-999,-999,-999,-999,-999,-999,18,Albany Heights,-36.71796472,174.69401393,East Tamaki,-36.93823242,174.88712871,29.921893429959358,Waitakere,Manukau,Auckland,Auckland,WORK
Awaruku,East Tamaki,-999,9,9,-999,-999,-999,-999,-999,-999,-999,21,Awaruku,-36.69990012,174.72732927,East Tamaki,-36.93823242,174.88712871,30.077541600380343,Waitakere,Manukau,Auckland,Auckland,WORK
Fairview Heights,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Fairview Heights,-36.71007322,174.71678985,East Tamaki,-36.93823242,174.88712871,29.555392524111838,Waitakere,Manukau,Auckland,Auckland,WORK
Whenuapai,East Tamaki,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,15,Whenuapai,-36.79162758,174.62143068,East Tamaki,-36.93823242,174.88712871,28.71324372266396,Waitakere,Manukau,Auckland,Auckland,WORK
Torbay,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Torbay,-36.69512414,174.75092916,East Tamaki,-36.93823242,174.88712871,29.626787175413774,Waitakere,Manukau,Auckland,Auckland,WORK
Albany West,East Tamaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Albany West,-36.7414674,174.68787988,East Tamaki,-36.93823242,174.88712871,28.16206459561534,Waitakere,Manukau,Auckland,Auckland,WORK
Glamorgan,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Glamorgan,-36.70130329,174.7405506,East Tamaki,-36.93823242,174.88712871,29.399208908225464,Waitakere,Manukau,Auckland,Auckland,WORK
Oteha East,East Tamaki,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Oteha East,-36.71657898,174.72207262,East Tamaki,-36.93823242,174.88712871,28.692907668761865,Waitakere,Manukau,Auckland,Auckland,WORK
Northcross,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Northcross,-36.71165743,174.73076830000005,East Tamaki,-36.93823242,174.88712871,28.782451364533983,Waitakere,Manukau,Auckland,Auckland,WORK
Oteha West,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Oteha West,-36.72206732,174.71686745,East Tamaki,-36.93823242,174.88712871,28.414488476994286,Waitakere,Manukau,Auckland,Auckland,WORK
Waiake,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Waiake,-36.70665026,174.74439669999995,East Tamaki,-36.93823242,174.88712871,28.714309833302693,Waitakere,Manukau,Auckland,Auckland,WORK
Albany South,East Tamaki,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Albany South,-36.73882334,174.70949248,East Tamaki,-36.93823242,174.88712871,27.2315141680801,Waitakere,Manukau,Auckland,Auckland,WORK
Browns Bay South West,East Tamaki,-999,6,6,-999,-999,-999,-999,-999,-999,-999,15,Browns Bay South West,-36.72178932,174.72994649,East Tamaki,-36.93823242,174.88712871,27.837860241423314,Waitakere,Manukau,Auckland,Auckland,WORK
Browns Bay Central,East Tamaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Browns Bay Central,-36.71427585,174.74326307,East Tamaki,-36.93823242,174.88712871,28.002122672749163,Waitakere,Manukau,Auckland,Auckland,WORK
Schnapper Rock,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Schnapper Rock,-36.75623258,174.68691977,East Tamaki,-36.93823242,174.88712871,26.961642619879147,Waitakere,Manukau,Auckland,Auckland,WORK
Pinehill ,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,Pinehill,-36.73133656,174.72363265,East Tamaki,-36.93823242,174.88712871,27.221049926652004,Waitakere,Manukau,Auckland,Auckland,WORK
Browns Bay South East,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Browns Bay South East,-36.72475755,174.73770545,East Tamaki,-36.93823242,174.88712871,27.20876807876069,Waitakere,Manukau,Auckland,Auckland,WORK
Greenhithe West,East Tamaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Greenhithe West,-36.77353411,174.67354745,East Tamaki,-36.93823242,174.88712871,26.39118032711188,Waitakere,Manukau,Auckland,Auckland,WORK
Rothesay Bay,East Tamaki,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Rothesay Bay,-36.7235541,174.74729392,East Tamaki,-36.93823242,174.88712871,26.920640271710692,Waitakere,Manukau,Auckland,Auckland,WORK
Greenhithe East,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Greenhithe East,-36.7641032,174.68932537,East Tamaki,-36.93823242,174.88712871,26.166022232450317,Waitakere,Manukau,Auckland,Auckland,WORK
Murrays Bay West,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Murrays Bay West,-36.73177873,174.74174762,East Tamaki,-36.93823242,174.88712871,26.35161682312119,Waitakere,Manukau,Auckland,Auckland,WORK
Westgate South,East Tamaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Westgate South,-36.82710769,174.60791923,East Tamaki,-36.93823242,174.88712871,27.73751176118433,Waitakere,Manukau,Auckland,Auckland,WORK
West Harbour West,East Tamaki,-999,15,12,-999,-999,-999,-999,-999,-999,-999,24,West Harbour West,-36.81872701,174.62254037,East Tamaki,-36.93823242,174.88712871,27.026515841201796,Waitakere,Manukau,Auckland,Auckland,WORK
Unsworth Heights West,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Unsworth Heights West,-36.75886381,174.71130257,East Tamaki,-36.93823242,174.88712871,25.34893134770914,Waitakere,Manukau,Auckland,Auckland,WORK
Hobsonville Point,East Tamaki,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,21,Hobsonville Point,-36.79691625,174.66172203,East Tamaki,-36.93823242,174.88712871,25.475388164167317,Waitakere,Manukau,Auckland,Auckland,WORK
West Harbour Clearwater Cove,East Tamaki,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,West Harbour Clearwater Cove,-36.81054038,174.63704103,East Tamaki,-36.93823242,174.88712871,26.39059923245145,Waitakere,Manukau,Auckland,Auckland,WORK
Unsworth Heights East,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Unsworth Heights East,-36.75603242,174.71977269,East Tamaki,-36.93823242,174.88712871,25.1439786466193,Waitakere,Manukau,Auckland,Auckland,WORK
Mairangi Bay North,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Mairangi Bay North,-36.73858904,174.74654933,East Tamaki,-36.93823242,174.88712871,25.481817832830053,Waitakere,Manukau,Auckland,Auckland,WORK
Massey Central,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15,Massey Central,-36.83909835,174.60602048,East Tamaki,-36.93823242,174.88712871,27.32243257534511,Waitakere,Manukau,Auckland,Auckland,WORK
West Harbour Luckens Point,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,West Harbour Luckens Point,-36.81802341,174.63695983,East Tamaki,-36.93823242,174.88712871,25.95766262740021,Waitakere,Manukau,Auckland,Auckland,WORK
Massey Royal Road West,East Tamaki,-999,6,6,-999,-999,-999,-999,-999,-999,-999,15,Massey Royal Road West,-36.83429912,174.61254552,East Tamaki,-36.93823242,174.88712871,27.01711280890173,Waitakere,Manukau,Auckland,Auckland,WORK
Swanson Rural,East Tamaki,-999,9,6,-999,-999,-999,-999,-999,-999,-999,18,Swanson Rural,-36.881095,174.57106823,East Tamaki,-36.93823242,174.88712871,28.810076709548333,Waitakere,Manukau,Auckland,Auckland,WORK
Royal Heights North,East Tamaki,-999,9,6,-999,-999,-999,-999,-999,-999,-999,15,Royal Heights North,-36.82851197,174.62774619,East Tamaki,-36.93823242,174.88712871,26.09697109865499,Waitakere,Manukau,Auckland,Auckland,WORK
Swanson,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Swanson,-36.86489607,174.58462975,East Tamaki,-36.93823242,174.88712871,28.10685496375381,Waitakere,Manukau,Auckland,Auckland,WORK
Royal Heights South,East Tamaki,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Royal Heights South,-36.83554837,174.62832303,East Tamaki,-36.93823242,174.88712871,25.693567066725716,Waitakere,Manukau,Auckland,Auckland,WORK
Massey East,East Tamaki,-999,12,6,-999,-999,-999,-999,-999,-999,-999,24,Massey East,-36.84348264,174.62057134,East Tamaki,-36.93823242,174.88712871,25.94116395676012,Waitakere,Manukau,Auckland,Auckland,WORK
Massey South,East Tamaki,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Massey South,-36.84994988,174.61625895,East Tamaki,-36.93823242,174.88712871,26.01131419701669,Waitakere,Manukau,Auckland,Auckland,WORK
Ranui North,East Tamaki,-999,6,9,-999,-999,-999,-999,-999,-999,-999,15,Ranui North,-36.86005874,174.60220592,East Tamaki,-36.93823242,174.88712871,26.78554289810809,Waitakere,Manukau,Auckland,Auckland,WORK
Ranui Domain,East Tamaki,-999,12,6,-999,-999,-999,-999,-999,-999,-999,18,Ranui Domain,-36.86589923,174.60427343,East Tamaki,-36.93823242,174.88712871,26.405799698539486,Waitakere,Manukau,Auckland,Auckland,WORK
Ranui South West,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Ranui South West,-36.87146189,174.59392367,East Tamaki,-36.93823242,174.88712871,27.106982721393837,Waitakere,Manukau,Auckland,Auckland,WORK
Henderson Larnoch,East Tamaki,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Henderson Larnoch,-36.85924837,174.61797776,East Tamaki,-36.93823242,174.88712871,25.494076121351803,Waitakere,Manukau,Auckland,Auckland,WORK
Ranui South East,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Ranui South East,-36.87189045,174.6046809,East Tamaki,-36.93823242,174.88712871,26.174851945365273,Waitakere,Manukau,Auckland,Auckland,WORK
Summerland South,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Summerland South,-36.88167753,174.6052759,East Tamaki,-36.93823242,174.88712871,25.836332671692706,Waitakere,Manukau,Auckland,Auckland,WORK
Summerland North,East Tamaki,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Summerland North,-36.87595448,174.61345826,East Tamaki,-36.93823242,174.88712871,25.298969590230747,Waitakere,Manukau,Auckland,Auckland,WORK
Western Heights (Auckland),East Tamaki,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Western Heights (Auckland),-36.88738067,174.61313879,East Tamaki,-36.93823242,174.88712871,25.006990060165574,Waitakere,Manukau,Auckland,Auckland,WORK
Waiatarua,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Waiatarua,-36.92234659,174.59471127,East Tamaki,-36.93823242,174.88712871,26.051635279773997,Waitakere,Manukau,Auckland,Auckland,WORK
Awhitu,East Tamaki,-999,12,9,-999,-999,-999,-999,-999,-999,-999,21,Awhitu,-37.14989636,174.63216856,East Tamaki,-36.93823242,174.88712871,32.64941366335709,Franklin,Manukau,Auckland,Auckland,WORK
Clarks Beach,East Tamaki,-999,18,9,-999,-999,-999,-999,-999,-999,-999,30,Clarks Beach,-37.13836247,174.70757601,East Tamaki,-36.93823242,174.88712871,27.37157518938777,Franklin,Manukau,Auckland,Auckland,WORK
Glenbrook,East Tamaki,-999,15,9,-999,-999,-999,-999,-999,-999,-999,30,Glenbrook,-37.20183488,174.75527205,East Tamaki,-36.93823242,174.88712871,31.559579935890643,Franklin,Manukau,Auckland,Auckland,WORK
Patumahoe,East Tamaki,-999,18,15,-999,-999,-999,-999,-999,-999,-999,33,Patumahoe,-37.17691755,174.83514067,East Tamaki,-36.93823242,174.88712871,26.93852674051153,Franklin,Manukau,Auckland,Auckland,WORK
Tamakae,East Tamaki,-999,9,12,-999,-999,-999,-999,-999,-999,-999,18,Tamakae,-37.2446936,174.72332941,East Tamaki,-36.93823242,174.88712871,37.044762973386895,Franklin,Manukau,Auckland,Auckland,WORK
Hamilton Estate,East Tamaki,-999,18,12,-999,-999,-999,-999,-999,-999,-999,33,Hamilton Estate,-37.24583465,174.73952417,East Tamaki,-36.93823242,174.88712871,36.62376746128108,Franklin,Manukau,Auckland,Auckland,WORK
Waiuku Central,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Waiuku Central,-37.25584046,174.72781174,East Tamaki,-36.93823242,174.88712871,38.03816687266386,Franklin,Manukau,Auckland,Auckland,WORK
Waiuku East,East Tamaki,-999,15,12,-999,-999,-999,-999,-999,-999,-999,30,Waiuku East,-37.25796999,174.73496824,East Tamaki,-36.93823242,174.88712871,38.028205750806535,Franklin,Manukau,Auckland,Auckland,WORK
Kendallvale,East Tamaki,-999,12,9,-999,-999,-999,-999,-999,-999,-999,21,Kendallvale,-37.25314449,174.75072659999995,East Tamaki,-36.93823242,174.88712871,37.04754041618597,Franklin,Manukau,Auckland,Auckland,WORK
Puni,East Tamaki,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Puni,-37.21369487,174.847442,East Tamaki,-36.93823242,174.88712871,30.831715472958866,Franklin,Manukau,Auckland,Auckland,WORK
Pukekohe North West,East Tamaki,-999,39,12,-999,-999,-999,-999,-999,-999,-999,60,Pukekohe North West,-37.18225476,174.89580342,East Tamaki,-36.93823242,174.88712871,27.144961968247763,Franklin,Manukau,Auckland,Auckland,WORK
Anselmi Ridge,East Tamaki,-999,12,15,-999,-999,-999,-999,-999,-999,-999,27,Anselmi Ridge,-37.18633345,174.93550996,East Tamaki,-36.93823242,174.88712871,27.9195911570898,Franklin,Manukau,Auckland,Auckland,WORK
Pukekohe West,East Tamaki,-999,42,24,-999,-999,-999,-999,-999,-999,-999,75,Pukekohe West,-37.20097025,174.88803986,East Tamaki,-36.93823242,174.88712871,29.215225576998964,Franklin,Manukau,Auckland,Auckland,WORK
Cape Hill,East Tamaki,-999,18,9,-999,-999,-999,-999,-999,-999,-999,30,Cape Hill,-37.18797047,174.91071330000003,East Tamaki,-36.93823242,174.88712871,27.848342325456557,Franklin,Manukau,Auckland,Auckland,WORK
Rosa Birch Park,East Tamaki,-999,12,9,-999,-999,-999,-999,-999,-999,-999,24,Rosa Birch Park,-37.20705288,174.89590149999995,East Tamaki,-36.93823242,174.88712871,29.901602478316555,Franklin,Manukau,Auckland,Auckland,WORK
Rooseville Park,East Tamaki,-999,18,6,-999,-999,-999,-999,-999,-999,-999,30,Rooseville Park,-37.19697684,174.91307633,East Tamaki,-36.93823242,174.88712871,28.86302861123405,Franklin,Manukau,Auckland,Auckland,WORK
Cloverlea (Auckland),East Tamaki,-999,15,15,-999,-999,-999,-999,-999,-999,-999,33,Cloverlea (Auckland),-37.21592548,174.8926362,East Tamaki,-36.93823242,174.88712871,30.88192473787158,Franklin,Manukau,Auckland,Auckland,WORK
Pukekohe Hospital,East Tamaki,-999,12,6,-999,-999,-999,-999,-999,-999,-999,18,Pukekohe Hospital,-37.21226696,174.90262406,East Tamaki,-36.93823242,174.88712871,30.502243730907914,Franklin,Manukau,Auckland,Auckland,WORK
Buckland,East Tamaki,-999,6,6,-999,-999,-999,-999,-999,-999,-999,12,Buckland,-37.22733765,174.91924064,East Tamaki,-36.93823242,174.88712871,32.27299391191282,Franklin,Manukau,Auckland,Auckland,WORK
Bombay Hills,East Tamaki,-999,27,9,-999,-999,-999,-999,-999,-999,-999,36,Bombay Hills,-37.17536804,175.0022561,East Tamaki,-36.93823242,174.88712871,28.27818040891125,Franklin,Manukau,Waikato,Auckland,WORK
Ararimu,East Tamaki,-999,27,15,-999,-999,-999,-999,-999,-999,-999,42,Ararimu,-37.14686222,175.08246983,East Tamaki,-36.93823242,174.88712871,28.96132668657216,Franklin,Manukau,Waikato,Auckland,WORK
Miranda-Pukorokoro,East Tamaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Miranda-Pukorokoro,-37.11354894,175.27611278,East Tamaki,-36.93823242,174.88712871,39.65424781795018,Franklin,Manukau,Waikato,Auckland,WORK
Aka Aka,East Tamaki,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,Aka Aka,-37.29132737,174.77509206,East Tamaki,-36.93823242,174.88712871,40.499662696274854,Franklin,Manukau,Auckland,Auckland,WORK
Tuakau Rural,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Tuakau Rural,-37.28621227,174.95229059,East Tamaki,-36.93823242,174.88712871,39.12263210631478,Franklin,Manukau,Waikato,Auckland,WORK
Tuakau North,East Tamaki,-999,12,9,-999,-999,-999,-999,-999,-999,-999,24,Tuakau North,-37.25721309,174.94816256,East Tamaki,-36.93823242,174.88712871,35.87970978058286,Franklin,Manukau,Waikato,Auckland,WORK
Onewhero,East Tamaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Onewhero,-37.36416985,174.87549359,East Tamaki,-36.93823242,174.88712871,47.373305582620866,Franklin,Manukau,Waikato,Auckland,WORK
Pokeno Rural,East Tamaki,-999,15,6,-999,-999,-999,-999,-999,-999,-999,21,Pokeno Rural,-37.27014853,175.00483175,East Tamaki,-36.93823242,174.88712871,38.35505355645967,Franklin,Manukau,Waikato,Auckland,WORK
Tuakau South,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Tuakau South,-37.28146265,174.94066878,East Tamaki,-36.93823242,174.88712871,38.4596267098502,Franklin,Manukau,Waikato,Auckland,WORK
Pokeno,East Tamaki,-999,36,15,-999,-999,-999,-999,-999,-999,-999,54,Pokeno,-37.24416888,175.02021530000005,East Tamaki,-36.93823242,174.88712871,36.00844727249957,Franklin,Manukau,Waikato,Auckland,WORK
Pukekawa,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,Pukekawa,-37.35591115,175.00526866,East Tamaki,-36.93823242,174.88712871,47.60948340585485,Franklin,Manukau,Waikato,Auckland,WORK
Maramarua,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Maramarua,-37.27897408,175.21484861,East Tamaki,-36.93823242,174.88712871,47.750473876323646,Waikato,Manukau,Waikato,Auckland,WORK
Rangiriri,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Rangiriri,-37.38966720000001,175.09012212,East Tamaki,-36.93823242,174.88712871,53.32277436143954,Waikato,Manukau,Waikato,Auckland,WORK
Te Kauwhata,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Kauwhata,-37.4025191,175.14802087,East Tamaki,-36.93823242,174.88712871,56.56529483928135,Waikato,Manukau,Waikato,Auckland,WORK
Huntly East,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Huntly East,-37.55408564,175.16553246,East Tamaki,-36.93823242,174.88712871,72.77874304112977,Waikato,Manukau,Waikato,Auckland,WORK
South Head,Queen Street,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,South Head,-36.59353204,174.31227374,Queen Street,-36.84774104,174.76524972,49.28507183044582,Rodney,Waitakere,Auckland,Auckland,WORK
Puhoi Valley,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Puhoi Valley,-36.46850912,174.62475233,Queen Street,-36.84774104,174.76524972,43.991610715175455,Rodney,Waitakere,Auckland,Auckland,WORK
Warkworth East,Queen Street,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Warkworth East,-36.40528692,174.66791942,Queen Street,-36.84774104,174.76524972,49.959447410937535,Rodney,Waitakere,Auckland,Auckland,WORK
Te Kuru,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Kuru,-36.60344402,174.48396116,Queen Street,-36.84774104,174.76524972,36.964719584225335,Rodney,Waitakere,Auckland,Auckland,WORK
Snells Beach,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Snells Beach,-36.42024184,174.72518871,Queen Street,-36.84774104,174.76524972,47.669955662691486,Rodney,Waitakere,Auckland,Auckland,WORK
Helensville,Queen Street,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Helensville,-36.67496915,174.45425272,Queen Street,-36.84774104,174.76524972,33.713522761480625,Rodney,Waitakere,Auckland,Auckland,WORK
Waitoki,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waitoki,-36.63734759,174.58423463,Queen Street,-36.84774104,174.76524972,28.41585054247488,Rodney,Waitakere,Auckland,Auckland,WORK
Waikoukou Valley,Queen Street,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Waikoukou Valley,-36.70989198,174.51574111,Queen Street,-36.84774104,174.76524972,26.995453527265507,Rodney,Waitakere,Auckland,Auckland,WORK
Orewa North,Queen Street,-999,9,-999,-999,9,-999,-999,-999,-999,-999,21,Orewa North,-36.58108865,174.67586463,Queen Street,-36.84774104,174.76524972,30.70222086475375,Rodney,Waitakere,Auckland,Auckland,WORK
Orewa South,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Orewa South,-36.59013546,174.685784,Queen Street,-36.84774104,174.76524972,29.5071297349967,Rodney,Waitakere,Auckland,Auckland,WORK
Orewa Central,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Orewa Central,-36.58726477,174.69445280000005,Queen Street,-36.84774104,174.76524972,29.64308903361266,Rodney,Waitakere,Auckland,Auckland,WORK
Millwater North,Queen Street,-999,9,-999,-999,27,-999,-999,-999,-999,-999,42,Millwater North,-36.6014983,174.67227556,Queen Street,-36.84774104,174.76524972,28.607317798565806,Rodney,Waitakere,Auckland,Auckland,WORK
