SA2_name_usual_residence_address,SA2_name_educational_address,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,TYPE
Gore North,Kingswell,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Gore North,-46.09161463,168.93868798,Kingswell,-46.44101863,168.37099017,58.427651323494494,Gore,Invercargill,EDUCATION
Woodbourne,Merivale,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,Woodbourne,-41.5308031,173.90363794,Merivale,-43.51635206,172.61911331,244.58588522909253,Marlborough,Christchurch,EDUCATION
Takanini South,Albany Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Takanini South,-37.04157360000001,174.93888309,Albany Central,-36.72820186,174.70483518,40.58935099088203,Franklin,Waitakere,EDUCATION
Otara Central,Pukekohe Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Otara Central,-36.95593456,174.87677994,Pukekohe Central,-37.20891954,174.91332549999996,28.316832250812226,Manukau,Franklin,EDUCATION
Awatere,Witherlea East,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Awatere,-42.09611412,173.2944504,Witherlea East,-41.53819682,173.9585948,82.93235959269347,Marlborough,Marlborough,EDUCATION
Tahuna-Mangateparu,Hamilton East Village,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Tahuna-Mangateparu,-37.52132213,175.46480172,Hamilton East Village,-37.79028168,175.29324653,33.50383538300213,Matamata-Piako,Hamilton,EDUCATION
Otairi,Tremaine,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Otairi,-39.8895865,175.52547495,Tremaine,-40.33969042,175.59865691,50.43468060913558,Rangitikei,Palmerston North,EDUCATION
Aviemore,Danseys Pass,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Aviemore,-44.47471306,169.95056342,Danseys Pass,-44.89434996,170.50210901,63.863845528753956,Waitaki,Waitaki,EDUCATION
Otaihanga,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Otaihanga,-40.88290094,175.02785593,Wellington University,-41.289084,174.7676253,50.15567212692978,Kapiti Coast,Wellington,EDUCATION
Lower Moutere,Nelson Central-Trafalgar,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Lower Moutere,-41.16044272,172.98050868,Nelson Central-Trafalgar,-41.27273863,173.28210878,28.14805963893202,Tasman,Nelson,EDUCATION
Mataura,Wyndham-Catlins,-999,-999,12,-999,-999,-999,18,-999,-999,-999,30,Mataura,-46.18742074,168.87330231,Wyndham-Catlins,-46.47283276,168.99193119999995,33.017551069482415,Gore,Southland,EDUCATION
Paraonui,Hillcrest West (Hamilton City),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Paraonui,-38.21178412,175.8515199,Hillcrest West (Hamilton City),-37.79546663,175.31326581,66.08412383402529,South Waikato,Hamilton,EDUCATION
Clutha Valley,Catlins,-999,-999,12,-999,-999,-999,12,-999,-999,-999,24,Clutha Valley,-46.14666172,169.61562874,Catlins,-46.45964433,169.46517021,36.67109849481421,Clutha,Clutha,EDUCATION
Waipaoa,Hexton,-999,-999,33,-999,-999,-999,-999,-999,-999,-999,33,Waipaoa,-38.34127548,177.70733968,Hexton,-38.62021616,177.96813152,38.43644090603304,Gisborne,Gisborne,EDUCATION
Pauanui,Thames South,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Pauanui,-37.03385041,175.85488182,Thames South,-37.1491222,175.55903757,29.20373748225544,Thames-Coromandel,Thames-Coromandel,EDUCATION
Melville North,Auckland-University,-999,9,-999,-999,-999,12,-999,-999,-999,-999,21,Melville North,-37.81091872,175.27938651,Auckland-University,-36.85143057,174.76906469,115.83839313838122,Hamilton,Waitakere,EDUCATION
Golden Downs,Templemore,-999,-999,-999,-999,-999,-999,36,-999,-999,-999,45,Golden Downs,-41.50890922,172.78826525,Templemore,-41.34152248,173.20418736,39.35715171362792,Tasman,Tasman,EDUCATION
Otautau,Newfield,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Otautau,-46.19250679,168.05347842,Newfield,-46.41755347,168.38907267,35.92698193540885,Southland,Invercargill,EDUCATION
Royal Heights North,Kingsway,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Royal Heights North,-36.82851197,174.62774619,Kingsway,-36.60606427,174.68651435,25.283624031177414,Waitakere,Rodney,EDUCATION
Aorangi Forest,Gladstone (Carterton District),-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Aorangi Forest,-41.37490301,175.45793738,Gladstone (Carterton District),-41.21809101,175.86448451,38.1778756870291,South Wairarapa,Carterton,EDUCATION
West Eyreton,Christchurch Central-South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,West Eyreton,-43.3561292,172.43471785,Christchurch Central-South,-43.53815861,172.64240289,26.28286831248318,Waimakariri,Christchurch,EDUCATION
Bush Inn,Nelson Central-Trafalgar,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Bush Inn,-43.52942223,172.576402,Nelson Central-Trafalgar,-41.27273863,173.28210878,257.5325046118435,Christchurch,Nelson,EDUCATION
Huntly West,Te Rapa South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Huntly West,-37.53603123,175.13873674,Te Rapa South,-37.76141322,175.24114614,26.63385503256925,Waikato,Hamilton,EDUCATION
Ealing-Lowcliffe,Allenton East,-999,-999,-999,-999,-999,-999,30,-999,-999,-999,36,Ealing-Lowcliffe,-44.03656373,171.49741748,Allenton East,-43.89118299,171.75756446,26.359827864338,Ashburton,Ashburton,EDUCATION
Waima Forest,Okaihau,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waima Forest,-35.48716638,173.62952632,Okaihau,-35.28661159,173.79081555,26.66650679104804,Far North,Far North,EDUCATION
Whareama,Lansdowne East,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,18,Whareama,-40.91901694,175.98994746,Lansdowne East,-40.94138749,175.68119066,26.05724088963496,Masterton,Masterton,EDUCATION
Taurekaitai,McLean Park,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Taurekaitai,-40.20716661,176.53337716,McLean Park,-39.5083024,176.9160949,84.29716362707585,Central Hawke's Bay,Hastings,EDUCATION
Dome Valley-Matakana,Albany West,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,12,Dome Valley-Matakana,-36.34097815,174.68669921,Albany West,-36.7414674,174.68787988,44.53249768952275,Rodney,Waitakere,EDUCATION
Whakaki,Frasertown-Ruakituri,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,12,Whakaki,-39.01763369,177.54176403,Frasertown-Ruakituri,-38.79568211,177.34997241,29.740628472853473,Wairoa,Wairoa,EDUCATION
Makikihi-Willowbridge,Fraser Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Makikihi-Willowbridge,-44.68813769,171.05113933,Fraser Park,-44.39596592,171.23045071,35.460105504643884,Waimate,Timaru,EDUCATION
Parewanui,Kimbolton North,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,24,Parewanui,-40.17938557,175.28477582,Kimbolton North,-40.2074565,175.58214784,25.450448311984612,Rangitikei,Manawatu,EDUCATION
Waipatukahu,Queen Street,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Waipatukahu,-36.77908114,174.42070067,Queen Street,-36.84774104,174.76524972,31.608199761006173,Rodney,Waitakere,EDUCATION
Upper Moutere,Nelson Central-Trafalgar,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Upper Moutere,-41.24935169,172.85150896,Nelson Central-Trafalgar,-41.27273863,173.28210878,36.08617661700521,Tasman,Nelson,EDUCATION
Wallaceville,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,Wallaceville,-41.12888528,175.06086829,Wellington University,-41.289084,174.7676253,30.316129395947577,Upper Hutt,Wellington,EDUCATION
Huntington,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Huntington,-37.74374104,175.28372029,Auckland-University,-36.85143057,174.76906469,109.16506097482643,Hamilton,Waitakere,EDUCATION
Rangaunu Harbour,Kaitaia West,-999,6,45,-999,-999,-999,78,-999,-999,-999,132,Rangaunu Harbour,-34.91627744,173.13744282,Kaitaia West,-35.12178170000001,173.26717397,25.72425126898446,Far North,Far North,EDUCATION
Kahutara,Solway North,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Kahutara,-41.33273164,175.08046255,Solway North,-40.9574562,175.63029837,62.13675086462781,South Wairarapa,Masterton,EDUCATION
Putararu,Hamilton West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Putararu,-38.05293796,175.78466514,Hamilton West,-37.80074182,175.2844169,52.07273731420149,South Waikato,Hamilton,EDUCATION
Shelly Park,Albany West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Shelly Park,-36.90830816,174.94645122,Albany West,-36.7414674,174.68787988,29.561122668819472,Manukau,Waitakere,EDUCATION
Opua (Mackenzie District),Highfield North,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,12,Opua (Mackenzie District),-43.8561873,171.06857118,Highfield North,-44.38615156,171.22318733,60.20786677870886,Mackenzie,Timaru,EDUCATION
Putararu,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Putararu,-38.05293796,175.78466514,Hillcrest West (Hamilton City),-37.79546663,175.31326581,50.29207338159972,South Waikato,Hamilton,EDUCATION
Makaretu,McLean Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Makaretu,-39.94160872,176.31273142,McLean Park,-39.5083024,176.9160949,70.59798989611573,Central Hawke's Bay,Hastings,EDUCATION
Sunnybrook,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Sunnybrook,-38.14973623,176.20917803,Hillcrest West (Hamilton City),-37.79546663,175.31326581,87.85741190635821,Rotorua,Hamilton,EDUCATION
Tirau,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tirau,-37.95916018,175.81429616,Hillcrest West (Hamilton City),-37.79546663,175.31326581,47.593102894116726,South Waikato,Hamilton,EDUCATION
Highlands Park (New Plymouth District),Egmont Showgrounds,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,21,Highlands Park (New Plymouth District),-39.08069461,174.10443117,Egmont Showgrounds,-39.57617162,174.26308228,56.759271125993436,New Plymouth,South Taranaki,EDUCATION
Whangaruru,Tarewa,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,Whangaruru,-35.48991999,174.33501130000005,Tarewa,-35.7418305,174.30903757,28.109397737884027,Whangarei,Whangarei,EDUCATION
Tirau,Hamilton Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Tirau,-37.95916018,175.81429616,Hamilton Central,-37.78938082,175.28203067,50.38852807182798,South Waikato,Hamilton,EDUCATION
Papatoetoe Central,Albany West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Papatoetoe Central,-36.97461746,174.85800659,Albany West,-36.7414674,174.68787988,30.02020194220951,Manukau,Waitakere,EDUCATION
Pomare,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pomare,-38.15440452,176.2216546,Auckland-University,-36.85143057,174.76906469,193.41262581237308,Rotorua,Waitakere,EDUCATION
Rototuna Central,Auckland-University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Rototuna Central,-37.72662295,175.26539165,Auckland-University,-36.85143057,174.76906469,106.7631910136843,Hamilton,Waitakere,EDUCATION
Pahurehure,Auckland-University,-999,12,-999,24,-999,-999,-999,-999,-999,-999,39,Pahurehure,-37.06864785,174.93272857,Auckland-University,-36.85143057,174.76906469,28.19307118347816,Franklin,Waitakere,EDUCATION
Kiwitea,Marton North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kiwitea,-40.00817686,175.69603871,Marton North,-40.06299097,175.37098077,28.337316905483302,Manawatu,Rangitikei,EDUCATION
Kingseat-Karaka,Mount St John,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kingseat-Karaka,-37.12442419,174.82148593,Mount St John,-36.88236812,174.78035947,27.1620410320612,Franklin,Waitakere,EDUCATION
Papakura Central,Auckland-University,-999,-999,-999,27,-999,-999,-999,-999,-999,-999,30,Papakura Central,-37.06542305,174.94281885,Auckland-University,-36.85143057,174.76906469,28.364480731937217,Franklin,Waitakere,EDUCATION
Newtons Road,Christchurch Central-South,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33,Newtons Road,-43.56941172,172.31944743,Christchurch Central-South,-43.53815861,172.64240289,26.25668562288121,Selwyn,Christchurch,EDUCATION
Grove Bush,West Plains-Makarewa,-999,-999,24,-999,-999,-999,-999,-999,-999,-999,27,Grove Bush,-46.30068372,168.47812714,West Plains-Makarewa,-46.4816177,168.27903935,25.256921665383665,Southland,Invercargill,EDUCATION
Ashburton Forks,Geraldine,-999,-999,-999,-999,-999,-999,21,-999,-999,-999,27,Ashburton Forks,-43.78492258,171.43181981,Geraldine,-44.09410338,171.23854167,37.701815527156405,Ashburton,Timaru,EDUCATION
Glenroy-Hororata,Christchurch Central-South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Glenroy-Hororata,-43.48288665,171.78713574,Christchurch Central-South,-43.53815861,172.64240289,69.24504464127679,Selwyn,Christchurch,EDUCATION
Monika Reserve,Trident,-999,-999,9,-999,-999,-999,21,-999,-999,-999,36,Monika Reserve,-38.09544004,176.67500308,Trident,-37.96899468,176.97770942,30.0097916637957,Whakatane,Whakatane,EDUCATION
Hedgehope,Rosedale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Hedgehope,-46.12903119,168.56584014,Rosedale,-46.38971341,168.36796259,32.73599520189877,Southland,Invercargill,EDUCATION
Mangarara,McLean Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangarara,-39.99003717,176.76264858,McLean Park,-39.5083024,176.9160949,55.149409689139894,Central Hawke's Bay,Hastings,EDUCATION
Dargaville,Pukenui,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,12,Dargaville,-35.93920158,173.86524045,Pukenui,-35.74644668,174.25502298,41.15562275294657,Kaipara,Whangarei,EDUCATION
Papatoetoe South,Albany West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Papatoetoe South,-36.97749183,174.86726543,Albany West,-36.7414674,174.68787988,30.716325274814547,Manukau,Waitakere,EDUCATION
Orewa Central,Auckland-University,-999,6,-999,-999,-999,-999,-999,15,-999,-999,21,Orewa Central,-36.58726477,174.69445280000005,Auckland-University,-36.85143057,174.76906469,30.1172895384365,Rodney,Waitakere,EDUCATION
Kawakawa Bay-Orere,Auckland-University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,18,Kawakawa Bay-Orere,-36.98413362,175.15196852,Auckland-University,-36.85143057,174.76906469,37.10080348600549,Manukau,Waitakere,EDUCATION
Mangawhai,Warkworth West,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,12,Mangawhai,-36.12486297,174.57648718,Warkworth West,-36.38893228,174.65160073,30.12567028940249,Kaipara,Rodney,EDUCATION
Hamilton Lake,Auckland-University,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,18,Hamilton Lake,-37.79791394,175.27349231,Auckland-University,-36.85143057,174.76906469,114.30510280473995,Hamilton,Waitakere,EDUCATION
Wakatipu Basin,Campus South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Wakatipu Basin,-44.97140971,168.78382667,Campus South,-45.86793792,170.51211679,167.7237837667131,Queenstown-Lakes,Dunedin,EDUCATION
Oxford,Ilam University,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Oxford,-43.2987357,172.18309394,Ilam University,-43.52336127,172.57826459,40.53119862329738,Waimakariri,Christchurch,EDUCATION
Conifer Grove West,Auckland-University,-999,12,-999,33,-999,-999,-999,-999,-999,-999,45,Conifer Grove West,-37.0486937,174.91293014,Auckland-University,-36.85143057,174.76906469,25.388298967801642,Franklin,Waitakere,EDUCATION
Mackenzie Lakes,Fairlie,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,18,Mackenzie Lakes,-43.93299669,170.30583782,Fairlie,-44.09701087,170.82535345,45.37067283176712,Mackenzie,Mackenzie,EDUCATION
Waipoua Forest,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waipoua Forest,-35.58128435,173.51134902,Whangarei Central,-35.72846995,174.32430322,75.25195558388172,Far North,Whangarei,EDUCATION
Waitohi (Timaru District),Timaru Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waitohi (Timaru District),-44.18539597,171.37833391,Timaru Central,-44.39838399,171.2514175,25.747520640611576,Timaru,Timaru,EDUCATION
Taumarumaru,Kerikeri Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Taumarumaru,-34.99672682,173.50774402,Kerikeri Central,-35.22507309,173.95096304,47.64532231290496,Far North,Far North,EDUCATION
Makaretu,Frimley,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Makaretu,-39.94160872,176.31273142,Frimley,-39.62166848,176.82925988,56.69048216505243,Central Hawke's Bay,Hastings city,EDUCATION
Marotiri,Tihiotonga-Whakarewarewa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Marotiri,-38.51214377,175.78064218,Tihiotonga-Whakarewarewa,-38.16412016,176.25173097,56.442005959294406,Taupo,Rotorua,EDUCATION
Methven,Christchurch Central-South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Methven,-43.63301935,171.64267984,Christchurch Central-South,-43.53815861,172.64240289,81.20864100301358,Ashburton,Christchurch,EDUCATION
Geraldine,Parkside,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Geraldine,-44.09410338,171.23854167,Parkside,-44.40469035,171.24632921,34.541265078969076,Timaru,Timaru,EDUCATION
Kingsbury,Christchurch Central-South,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Kingsbury,-43.29311511,172.58645499,Christchurch Central-South,-43.53815861,172.64240289,27.619777572733017,Waimakariri,Christchurch,EDUCATION
Upper Hurunui,Deans Bush,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Upper Hurunui,-42.93387941,172.54733326,Deans Bush,-43.52473249,172.59447189,65.81076939306023,Hurunui,Christchurch,EDUCATION
Wakefield Rural,Nelson Central-Trafalgar,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Wakefield Rural,-41.49668834,173.12155468,Nelson Central-Trafalgar,-41.27273863,173.28210878,28.27598343099373,Tasman,Nelson,EDUCATION
Melville South,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Melville South,-37.81569499,175.2785074,Auckland-University,-36.85143057,174.76906469,116.29704690367878,Hamilton,Waitakere,EDUCATION
Paraparaumu North,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,Paraparaumu North,-40.89457279999999,175.01141009,Wellington University,-41.289084,174.7676253,48.39156634521235,Kapiti Coast,Wellington,EDUCATION
Tawharanui Peninsula,Albany West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tawharanui Peninsula,-36.36596181,174.79183013,Albany West,-36.7414674,174.68787988,42.77424030045693,Rodney,Waitakere,EDUCATION
Omahu-Pakowhai,Sherenden-Crownthorpe,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Omahu-Pakowhai,-39.56659265,176.82024777,Sherenden-Crownthorpe,-39.47575154,176.49801476,29.42731935180702,Hastings city,Hastings,EDUCATION
Parakai,Mount Albert West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Parakai,-36.65763462,174.43599289,Mount Albert West,-36.88204623,174.70769409,34.76150829046121,Rodney,Waitakere,EDUCATION
Ilam North,Nelson Central-Trafalgar,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Ilam North,-43.51329549,172.5691116,Nelson Central-Trafalgar,-41.27273863,173.28210878,255.923551473046,Christchurch,Nelson,EDUCATION
Clevedon,Mount Eden North East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Clevedon,-37.01480977,175.04590674,Mount Eden North East,-36.86913097,174.76555025,29.718620191885357,Manukau,Waitakere,EDUCATION
Puni,Auckland-University,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,21,Puni,-37.21369487,174.847442,Auckland-University,-36.85143057,174.76906469,40.8783392257299,Franklin,Waitakere,EDUCATION
Dunedin Central,Hagley Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Dunedin Central,-45.87712471,170.50291221,Hagley Park,-43.53053792,172.61981252,309.93065991357275,Dunedin,Christchurch,EDUCATION
Te Kuiti West,Hamilton Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Kuiti West,-38.33639894,175.16019027,Hamilton Central,-37.78938082,175.28203067,61.75384478219603,Waitomo,Hamilton,EDUCATION
Waitaha,Whataroa-Harihari,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,27,Waitaha,-43.09058185,170.78199705,Whataroa-Harihari,-43.25841799,170.43905254,33.49143441586094,Westland,Westland,EDUCATION
Puniu,Sherwin Park,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,18,Puniu,-38.28518422,175.55136504,Sherwin Park,-38.01763951,175.33600784,35.20867337311298,Otorohanga,Waipa,EDUCATION
Maramarua,Pukekohe Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Maramarua,-37.27897408,175.21484861,Pukekohe Central,-37.20891954,174.91332549999996,27.80386075013815,Waikato,Franklin,EDUCATION
Manaia-Kapuni,Strandon,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Manaia-Kapuni,-39.51778061,174.12379578,Strandon,-39.05369313,174.09475657,51.66465759439807,South Taranaki,New Plymouth,EDUCATION
Okuku,Loburn,-999,-999,24,-999,-999,-999,42,-999,-999,-999,66,Okuku,-43.12763768,172.24230998,Loburn,-43.23066472,172.51680596,25.032803790605893,Waimakariri,Waimakariri,EDUCATION
Geraldine,Timaru Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Geraldine,-44.09410338,171.23854167,Timaru Central,-44.39838399,171.2514175,33.85000097516739,Timaru,Timaru,EDUCATION
Tirau,Cambridge North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Tirau,-37.95916018,175.81429616,Cambridge North,-37.8739543,175.4699974,31.65387670052353,South Waikato,Waipa,EDUCATION
Putararu Rural,Cambridge North,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Putararu Rural,-38.09657792,175.73244372,Cambridge North,-37.8739543,175.4699974,33.79097882108342,South Waikato,Waipa,EDUCATION
Pohangina-Apiti,Ashhurst,-999,-999,15,-999,-999,-999,18,-999,-999,-999,30,Pohangina-Apiti,-40.07201708,175.91250803,Ashhurst,-40.29115251,175.75860165,27.653021019761702,Manawatu,Palmerston North,EDUCATION
Russell Forest-Rawhiti,Matawaia-Taumarere,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Russell Forest-Rawhiti,-35.36879174,174.22606034,Matawaia-Taumarere,-35.49406405,173.95266307,28.41854350344391,Far North,Far North,EDUCATION
Monika Reserve,Tihiotonga-Whakarewarewa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Monika Reserve,-38.09544004,176.67500308,Tihiotonga-Whakarewarewa,-38.16412016,176.25173097,37.80196863413548,Whakatane,Rotorua,EDUCATION
Wainui ,Waingarara-Waimana,-999,-999,-999,-999,-999,-999,30,-999,-999,-999,36,Wainui,-38.01390602,177.03388212,Waingarara-Waimana,-38.28225314,177.02173872,29.857727137279,Whakatane,Whakatane,EDUCATION
Puhoi Valley,Takapuna West,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Puhoi Valley,-36.46850912,174.62475233,Takapuna West,-36.78910918,174.76117008,37.670252798822425,Rodney,Waitakere,EDUCATION
Ararimu,Auckland-University,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,15,Ararimu,-37.14686222,175.08246983,Auckland-University,-36.85143057,174.76906469,43.0554394035568,Franklin,Waitakere,EDUCATION
Te Uku,Silverdale (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Uku,-37.88322634,174.93821165,Silverdale (Hamilton City),-37.79128988,175.32912389,35.818488382329775,Waikato,Waikato,EDUCATION
Okuku,Rangiora North East,-999,-999,-999,-999,-999,-999,30,-999,-999,-999,36,Okuku,-43.12763768,172.24230998,Rangiora North East,-43.29742452,172.60089954,34.65456533138981,Waimakariri,Waimakariri,EDUCATION
Mount Holdsworth,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mount Holdsworth,-40.91709663,175.45136445,Wellington University,-41.289084,174.7676253,70.66070341801527,Carterton,Wellington,EDUCATION
Marewa East,Gisborne Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Marewa East,-39.50747604,176.90676197,Gisborne Central,-38.66778237,178.02299313,134.15857935908613,Hastings,Gisborne,EDUCATION
Manutahi-Waitotora,Whanganui Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Manutahi-Waitotora,-39.78384701,174.57529167,Whanganui Central,-39.93513676,175.04701799,43.637270405397594,South Taranaki,Wanganui,EDUCATION
Rototuna South,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Rototuna South,-37.73648973,175.26994776,Auckland-University,-36.85143057,174.76906469,107.92783648248009,Hamilton,Waitakere,EDUCATION
Te Uku,Nawton East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Uku,-37.88322634,174.93821165,Nawton East,-37.77962005,175.24016975,28.9133933706076,Waikato,Hamilton,EDUCATION
Takanini South East,Auckland-University,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,12,Takanini South East,-37.04902013,174.94514981,Auckland-University,-36.85143057,174.76906469,26.973342524614658,Franklin,Waitakere,EDUCATION
Waipu,Kiripaka,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waipu,-36.03330412,174.45082085,Kiripaka,-35.64674958,174.40287423,43.199641433301096,Whangarei,Whangarei,EDUCATION
Paraparaumu East,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Paraparaumu East,-40.91934665,175.01186633,Wellington University,-41.289084,174.7676253,45.924414541619434,Kapiti Coast,Wellington,EDUCATION
Golden Springs,Taupo Central East,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Golden Springs,-38.43903714,176.350431,Taupo Central East,-38.68453849,176.08132064,35.95403019221888,Rotorua,Taupo,EDUCATION
Huntly West,Hamilton Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Huntly West,-37.53603123,175.13873674,Hamilton Central,-37.78938082,175.28203067,30.866027110687423,Waikato,Hamilton,EDUCATION
Upper Wairau ,Blenheim Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Upper Wairau,-41.71793751,173.30406264,Blenheim Central,-41.51522392,173.96254647,59.19881354749619,Marlborough,Marlborough,EDUCATION
Tamahere North,Auckland-University,-999,9,-999,-999,-999,9,-999,-999,-999,-999,18,Tamahere North,-37.8125973,175.35271026,Auckland-University,-36.85143057,174.76906469,118.68173085826952,Waikato,Waitakere,EDUCATION
