SA2_name_usual_residence_address,SA2_name_educational_address,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
Bastia-Durie Hill,Palmerston North Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Bastia-Durie Hill,-39.93438728,175.06596965,Palmerston North Central,-40.35537702,175.61010962,65.80668243730378,Wanganui,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Mokai Patea,Tremaine,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Mokai Patea,-39.59566818,175.89442958,Tremaine,-40.33969042,175.59865691,86.48589797236218,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Otairi,Tremaine,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Otairi,-39.8895865,175.52547495,Tremaine,-40.33969042,175.59865691,50.43468060913558,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Dannevirke East,Tremaine,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Dannevirke East,-40.21019552,176.10213546,Tremaine,-40.33969042,175.59865691,45.07494842818035,Tararua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Ohau-Manakau,Tremaine,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ohau-Manakau,-40.69886257,175.20752463,Tremaine,-40.33969042,175.59865691,51.84724764764511,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Mokai Patea,Otairi,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,12,Mokai Patea,-39.59566818,175.89442958,Otairi,-39.8895865,175.52547495,45.42308532152907,Rangitikei,Rangitikei,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Mokai Patea,Marton North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mokai Patea,-39.59566818,175.89442958,Marton North,-40.06299097,175.37098077,68.54332770185464,Rangitikei,Rangitikei,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Dannevirke West,Linton Camp,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Dannevirke West,-40.19710678,176.10242336,Linton Camp,-40.40509247,175.58721079,49.434992726410954,Tararua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Dannevirke East,Linton Camp,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Dannevirke East,-40.21019552,176.10213546,Linton Camp,-40.40509247,175.58721079,48.74543272878746,Tararua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Nireaha-Eketahuna,Owhanga,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Nireaha-Eketahuna,-40.65364269,175.79396455,Owhanga,-40.51321329,176.31039241,46.32243871052826,Tararua,Tararua,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Kahutara,Solway North,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Kahutara,-41.33273164,175.08046255,Solway North,-40.9574562,175.63029837,62.13675086462781,South Wairarapa,Masterton,Wellington,Wellington,EDUCATION
Aorangi Forest,Opaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Aorangi Forest,-41.37490301,175.45793738,Opaki,-40.90223549,175.65959234,55.204535297013685,South Wairarapa,Masterton,Wellington,Wellington,EDUCATION
Aorangi Forest,Douglas Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,Aorangi Forest,-41.37490301,175.45793738,Douglas Park,-40.94626766,175.65254353,50.369448507793685,South Wairarapa,Masterton,Wellington,Wellington,EDUCATION
Kahutara,Kuripuni,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Kahutara,-41.33273164,175.08046255,Kuripuni,-40.95167579,175.64326344,63.374826834608925,South Wairarapa,Masterton,Wellington,Wellington,EDUCATION
Aorangi Forest,Kuripuni,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,18,Aorangi Forest,-41.37490301,175.45793738,Kuripuni,-40.95167579,175.64326344,49.551893907099064,South Wairarapa,Masterton,Wellington,Wellington,EDUCATION
Otaki,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Otaki,-40.75304139,175.13966802,Wellington University,-41.289084,174.7676253,67.2824926954641,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Waikanae Beach,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Waikanae Beach,-40.86463333,175.02708132,Wellington University,-41.289084,174.7676253,51.96640262310303,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Paraparaumu Beach North,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,Paraparaumu Beach North,-40.88107643,174.99882094,Wellington University,-41.289084,174.7676253,49.333009269996644,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Paraparaumu Beach West,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,Paraparaumu Beach West,-40.89195563,174.98473058,Wellington University,-41.289084,174.7676253,47.76001524479416,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Waikanae Park,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waikanae Park,-40.86251456,175.04924738,Wellington University,-41.289084,174.7676253,52.981940352246674,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Paraparaumu Beach East,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Paraparaumu Beach East,-40.89483919,174.99338163,Wellington University,-41.289084,174.7676253,47.74615605849331,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Otaihanga,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Otaihanga,-40.88290094,175.02785593,Wellington University,-41.289084,174.7676253,50.15567212692978,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Paraparaumu North,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,Paraparaumu North,-40.89457279999999,175.01141009,Wellington University,-41.289084,174.7676253,48.39156634521235,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Waikanae West,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,Waikanae West,-40.86597934,175.06643407,Wellington University,-41.289084,174.7676253,53.298637726957175,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Paraparaumu Central,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,Paraparaumu Central,-40.90799495,174.99886348,Wellington University,-41.289084,174.7676253,46.59502728651905,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Maungakotukutuku,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Maungakotukutuku,-40.93688543,175.04763194,Wellington University,-41.289084,174.7676253,45.65061521557658,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Raumati Beach West,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,Raumati Beach West,-40.91582202,174.98216422,Wellington University,-41.289084,174.7676253,45.23037277942835,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Waikanae East,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waikanae East,-40.86699218,175.07883134,Wellington University,-41.289084,174.7676253,53.69621076688085,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Paraparaumu East,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Paraparaumu East,-40.91934665,175.01186633,Wellington University,-41.289084,174.7676253,45.924414541619434,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Kuripuni,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kuripuni,-40.95167579,175.64326344,Wellington University,-41.289084,174.7676253,82.3868708944265,Masterton,Wellington,Wellington,Wellington,EDUCATION
Mount Holdsworth,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mount Holdsworth,-40.91709663,175.45136445,Wellington University,-41.289084,174.7676253,70.66070341801527,Carterton,Wellington,Wellington,Wellington,EDUCATION
Carterton North,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Carterton North,-41.01943446,175.52683939,Wellington University,-41.289084,174.7676253,70.28034815377404,Carterton,Wellington,Wellington,Wellington,EDUCATION
Tauherenikau,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tauherenikau,-41.06390044,175.36907465,Wellington University,-41.289084,174.7676253,56.221656762556044,South Wairarapa,Wellington,Wellington,Wellington,EDUCATION
Featherston,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Featherston,-41.11610965,175.32429671,Wellington University,-41.289084,174.7676253,50.38721786739225,South Wairarapa,Wellington,Wellington,Wellington,EDUCATION
Greytown,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Greytown,-41.08242941,175.45428378,Wellington University,-41.289084,174.7676253,61.88567865605774,South Wairarapa,Wellington,Wellington,Wellington,EDUCATION
Paraparaumu Beach North,Wellington Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Paraparaumu Beach North,-40.88107643,174.99882094,Wellington Central,-41.2849345,174.77572593,48.64427089315514,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Paraparaumu North,Thorndon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Paraparaumu North,-40.89457279999999,175.01141009,Thorndon,-41.27246445,174.77422734,46.484658920994605,Kapiti Coast,Wellington,Wellington,Wellington,EDUCATION
Golden Downs,Nelson Central-Trafalgar,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Golden Downs,-41.50890922,172.78826525,Nelson Central-Trafalgar,-41.27273863,173.28210878,48.85473065976152,Tasman,Nelson,Nelson,Nelson,EDUCATION
Ilam North,Nelson Central-Trafalgar,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Ilam North,-43.51329549,172.5691116,Nelson Central-Trafalgar,-41.27273863,173.28210878,255.923551473046,Christchurch,Nelson,Canterbury,Nelson,EDUCATION
Ilam University,Nelson Central-Trafalgar,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,12,Ilam University,-43.52336127,172.57826459,Nelson Central-Trafalgar,-41.27273863,173.28210878,256.8420781589935,Christchurch,Nelson,Canterbury,Nelson,EDUCATION
Bush Inn,Nelson Central-Trafalgar,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Bush Inn,-43.52942223,172.576402,Nelson Central-Trafalgar,-41.27273863,173.28210878,257.5325046118435,Christchurch,Nelson,Canterbury,Nelson,EDUCATION
Riccarton West,Nelson Central-Trafalgar,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Riccarton West,-43.53414393,172.59138797,Nelson Central-Trafalgar,-41.27273863,173.28210878,257.7702142602066,Christchurch,Nelson,Canterbury,Nelson,EDUCATION
Golden Downs,Murchison-Nelson Lakes,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Golden Downs,-41.50890922,172.78826525,Murchison-Nelson Lakes,-41.88459953,172.4650349,49.65216898734464,Tasman,Tasman,Nelson,Nelson,EDUCATION
Upper Wairau ,Murchison-Nelson Lakes,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,12,Upper Wairau,-41.71793751,173.30406264,Murchison-Nelson Lakes,-41.88459953,172.4650349,71.97462388348177,Marlborough,Tasman,Marlborough,Nelson,EDUCATION
Upper Wairau ,Springlands,-999,-999,15,-999,-999,-999,30,-999,-999,-999,45,Upper Wairau,-41.71793751,173.30406264,Springlands,-41.50422292,173.93617831,57.675318050976756,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Awatere,Springlands,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,24,Awatere,-42.09611412,173.2944504,Springlands,-41.50422292,173.93617831,84.62406138014046,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Upper Wairau ,Renwick,-999,-999,63,-999,-999,-999,48,-999,-999,-999,108,Upper Wairau,-41.71793751,173.30406264,Renwick,-41.50813804,173.82591754,49.25849156070403,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Upper Wairau ,Whitney East,-999,-999,-999,-999,-999,-999,27,-999,-999,-999,39,Upper Wairau,-41.71793751,173.30406264,Whitney East,-41.52059859,173.95891011,58.69127006639549,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Awatere,Whitney East,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,21,Awatere,-42.09611412,173.2944504,Whitney East,-41.52059859,173.95891011,84.42810407181892,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Upper Wairau ,Whitney West,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Upper Wairau,-41.71793751,173.30406264,Whitney West,-41.52198108,173.9421136,57.33955774352008,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Upper Wairau ,Blenheim Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Upper Wairau,-41.71793751,173.30406264,Blenheim Central,-41.51522392,173.96254647,59.19881354749619,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Awatere,Blenheim Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Awatere,-42.09611412,173.2944504,Blenheim Central,-41.51522392,173.96254647,85.07934000276835,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Upper Wairau ,Woodbourne,-999,-999,15,-999,-999,-999,18,-999,-999,-999,33,Upper Wairau,-41.71793751,173.30406264,Woodbourne,-41.5308031,173.90363794,54.006159280365864,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Upper Wairau ,Riversdale-Islington,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Upper Wairau,-41.71793751,173.30406264,Riversdale-Islington,-41.50646403,173.96708444,59.926736541959926,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Awatere,Riversdale-Islington,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Awatere,-42.09611412,173.2944504,Riversdale-Islington,-41.50646403,173.96708444,86.06680359489931,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Awatere,Witherlea East,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Awatere,-42.09611412,173.2944504,Witherlea East,-41.53819682,173.9585948,82.93235959269347,Marlborough,Marlborough,Marlborough,Marlborough,EDUCATION
Woodbourne,Merivale,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,Woodbourne,-41.5308031,173.90363794,Merivale,-43.51635206,172.61911331,244.58588522909253,Marlborough,Christchurch,Marlborough,Canterbury,EDUCATION
Kaikoura Ranges,Merivale,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,Kaikoura Ranges,-42.19710797,173.64408497,Merivale,-43.51635206,172.61911331,168.81331358532404,Kaikoura,Christchurch,Canterbury,Canterbury,EDUCATION
Amuri,Merivale,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Amuri,-42.64453066,172.95870738,Merivale,-43.51635206,172.61911331,100.78892437609659,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Omihi,Merivale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Omihi,-42.98563474,172.94683521,Merivale,-43.51635206,172.61911331,64.707100633096,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Torlesse,Merivale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Torlesse,-43.34568833,171.90320308,Merivale,-43.51635206,172.61911331,60.84460039622065,Selwyn,Christchurch,Canterbury,Canterbury,EDUCATION
Southbridge,Merivale,-999,-999,-999,-999,-999,6,6,-999,-999,-999,15,Southbridge,-43.79254412,172.21023844,Merivale,-43.51635206,172.61911331,45.002388744354114,Selwyn,Christchurch,Canterbury,Canterbury,EDUCATION
Chertsey,Merivale,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Chertsey,-43.82506248,171.96646486,Merivale,-43.51635206,172.61911331,62.71952602062064,Ashburton,Christchurch,Canterbury,Canterbury,EDUCATION
Amuri,Kaikoura,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Amuri,-42.64453066,172.95870738,Kaikoura,-42.4127248,173.67667951,64.2317982033704,Hurunui,Kaikoura,Canterbury,Canterbury,EDUCATION
Karamea,Buller Coalfields,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Karamea,-41.29229662,172.26451215,Buller Coalfields,-41.7281935,171.86681611,58.70155508425428,Buller,Buller,West Coast,West Coast,EDUCATION
Inangahua,Greymouth Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Inangahua,-42.17196452,171.99565878,Greymouth Central,-42.45704831,171.19924986,72.75295959245419,Buller,Grey,West Coast,West Coast,EDUCATION
Lake Brunner,Greymouth Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Lake Brunner,-42.66149957,171.69470271,Greymouth Central,-42.45704831,171.19924986,46.51357167346427,Grey,Grey,West Coast,West Coast,EDUCATION
Hokitika Valley-Otira,Greymouth Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Hokitika Valley-Otira,-42.87811794,171.30442912,Greymouth Central,-42.45704831,171.19924986,47.603991111059095,Westland,Grey,West Coast,West Coast,EDUCATION
Lake Brunner,Arahura-Kumara,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Lake Brunner,-42.66149957,171.69470271,Arahura-Kumara,-42.6790058,171.13822806,45.5377488349885,Grey,Westland,West Coast,West Coast,EDUCATION
Upper Hurunui,Amuri,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Upper Hurunui,-42.93387941,172.54733326,Amuri,-42.64453066,172.95870738,46.49749569378214,Hurunui,Hurunui,Canterbury,Canterbury,EDUCATION
Amuri,Mona Vale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Amuri,-42.64453066,172.95870738,Mona Vale,-43.52638334,172.60669389,102.13927815509096,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Omihi,Mona Vale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Omihi,-42.98563474,172.94683521,Mona Vale,-43.52638334,172.60669389,66.13759688628951,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Amuri,Deans Bush,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Amuri,-42.64453066,172.95870738,Deans Bush,-43.52473249,172.59447189,102.24586973323143,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Upper Hurunui,Deans Bush,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Upper Hurunui,-42.93387941,172.54733326,Deans Bush,-43.52473249,172.59447189,65.81076939306023,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Omihi,Deans Bush,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Omihi,-42.98563474,172.94683521,Deans Bush,-43.52473249,172.59447189,66.39027569508403,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Ashley Forest,Christchurch Central-South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ashley Forest,-43.12462587,172.56403398,Christchurch Central-South,-43.53815861,172.64240289,46.417573221547975,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Omihi,Christchurch Central-South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Omihi,-42.98563474,172.94683521,Christchurch Central-South,-43.53815861,172.64240289,66.19885626054551,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Balcairn,Christchurch Central-South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Balcairn,-43.13161687,172.78405755,Christchurch Central-South,-43.53815861,172.64240289,46.63455655715793,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Oxford,Christchurch Central-South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Oxford,-43.2987357,172.18309394,Christchurch Central-South,-43.53815861,172.64240289,45.66107966504564,Waimakariri,Christchurch,Canterbury,Canterbury,EDUCATION
Glenroy-Hororata,Christchurch Central-South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Glenroy-Hororata,-43.48288665,171.78713574,Christchurch Central-South,-43.53815861,172.64240289,69.24504464127679,Selwyn,Christchurch,Canterbury,Canterbury,EDUCATION
Glentunnel,Christchurch Central-South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Glentunnel,-43.47318088,172.01364558,Christchurch Central-South,-43.53815861,172.64240289,51.22152761541935,Selwyn,Christchurch,Canterbury,Canterbury,EDUCATION
Methven,Christchurch Central-South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Methven,-43.63301935,171.64267984,Christchurch Central-South,-43.53815861,172.64240289,81.20864100301358,Ashburton,Christchurch,Canterbury,Canterbury,EDUCATION
Ealing-Lowcliffe,Christchurch Central-South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ealing-Lowcliffe,-44.03656373,171.49741748,Christchurch Central-South,-43.53815861,172.64240289,107.32555031441113,Ashburton,Christchurch,Canterbury,Canterbury,EDUCATION
Omihi,Strowan,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Omihi,-42.98563474,172.94683521,Strowan,-43.50761954,172.60874654,64.17732026989599,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Cairnbrae,Strowan,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Cairnbrae,-43.66455634,171.77355459,Strowan,-43.50761954,172.60874654,69.49502006012597,Ashburton,Christchurch,Canterbury,Canterbury,EDUCATION
Chertsey,Strowan,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Chertsey,-43.82506248,171.96646486,Strowan,-43.50761954,172.60874654,62.569114133070066,Ashburton,Christchurch,Canterbury,Canterbury,EDUCATION
Balcairn,Ilam University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Balcairn,-43.13161687,172.78405755,Ilam University,-43.52336127,172.57826459,46.63222317258112,Hurunui,Christchurch,Canterbury,Canterbury,EDUCATION
Torlesse,Ilam University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Torlesse,-43.34568833,171.90320308,Ilam University,-43.52336127,172.57826459,57.977747798367155,Selwyn,Christchurch,Canterbury,Canterbury,EDUCATION
Bankside,Ilam University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Bankside,-43.65857485,172.03741575,Ilam University,-43.52336127,172.57826459,46.079719781486894,Selwyn,Christchurch,Canterbury,Canterbury,EDUCATION
Allenton North,Ilam University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Allenton North,-43.88205658,171.74512562,Ilam University,-43.52336127,172.57826459,77.9496280213732,Ashburton,Christchurch,Canterbury,Canterbury,EDUCATION
North East Valley Knox,Hagley Park,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,24,North East Valley Knox,-45.85238619,170.52237253,Hagley Park,-43.53053792,172.61981252,306.80483091680685,Dunedin,Christchurch,Otago,Canterbury,EDUCATION
Gardens (Dunedin City),Hagley Park,-999,-999,-999,-999,-999,27,-999,-999,-999,-999,30,Gardens (Dunedin City),-45.85877849,170.51916854,Hagley Park,-43.53053792,172.61981252,307.53471216146283,Dunedin,Christchurch,Otago,Canterbury,EDUCATION
Campus West,Hagley Park,-999,-999,-999,-999,-999,24,-999,-999,-999,-999,24,Campus West,-45.86290217,170.50786264,Hagley Park,-43.53053792,172.61981252,308.4000174635847,Dunedin,Christchurch,Otago,Canterbury,EDUCATION
Royal Terrace,Hagley Park,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Royal Terrace,-45.86668004,170.50466615,Hagley Park,-43.53053792,172.61981252,308.8869183522036,Dunedin,Christchurch,Otago,Canterbury,EDUCATION
Campus North,Hagley Park,-999,-999,-999,-999,-999,30,-999,-999,-999,-999,30,Campus North,-45.86491215,170.51950247,Hagley Park,-43.53053792,172.61981252,308.08999776914015,Dunedin,Christchurch,Otago,Canterbury,EDUCATION
Campus South,Hagley Park,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,15,Campus South,-45.86793792,170.51211679,Hagley Park,-43.53053792,172.61981252,308.68555238380503,Dunedin,Christchurch,Otago,Canterbury,EDUCATION
Dunedin Central,Hagley Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Dunedin Central,-45.87712471,170.50291221,Hagley Park,-43.53053792,172.61981252,309.93065991357275,Dunedin,Christchurch,Otago,Canterbury,EDUCATION
Cairnbrae,Lincoln West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Cairnbrae,-43.66455634,171.77355459,Lincoln West,-43.64345571,172.47791199,56.715288376191815,Ashburton,Selwyn,Canterbury,Canterbury,EDUCATION
Ashburton Forks,Lincoln West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Ashburton Forks,-43.78492258,171.43181981,Lincoln West,-43.64345571,172.47791199,85.53401580523662,Ashburton,Selwyn,Canterbury,Canterbury,EDUCATION
Eiffelton,Lincoln West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Eiffelton,-43.95897704,171.66500519,Lincoln West,-43.64345571,172.47791199,74.07439061362035,Ashburton,Selwyn,Canterbury,Canterbury,EDUCATION
Craigieburn,Glenroy-Hororata,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Craigieburn,-43.06891577,171.67275517,Glenroy-Hororata,-43.48288665,171.78713574,46.95358721179647,Selwyn,Selwyn,Canterbury,Canterbury,EDUCATION
Ben McLeod,Geraldine,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Ben McLeod,-43.68469309,170.89087582,Geraldine,-44.09410338,171.23854167,53.372846848828964,Timaru,Timaru,Canterbury,Canterbury,EDUCATION
Ashburton Forks,Highfield North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ashburton Forks,-43.78492258,171.43181981,Highfield North,-44.38615156,171.22318733,68.89903991819524,Ashburton,Timaru,Canterbury,Canterbury,EDUCATION
Eiffelton,Highfield North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Eiffelton,-43.95897704,171.66500519,Highfield North,-44.38615156,171.22318733,59.14234200686166,Ashburton,Timaru,Canterbury,Canterbury,EDUCATION
Opua (Mackenzie District),Highfield North,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,12,Opua (Mackenzie District),-43.8561873,171.06857118,Highfield North,-44.38615156,171.22318733,60.20786677870886,Mackenzie,Timaru,Canterbury,Canterbury,EDUCATION
Ashburton Forks,Fraser Park,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Ashburton Forks,-43.78492258,171.43181981,Fraser Park,-44.39596592,171.23045071,69.82222952863627,Ashburton,Timaru,Canterbury,Canterbury,EDUCATION
Ealing-Lowcliffe,Fraser Park,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Ealing-Lowcliffe,-44.03656373,171.49741748,Fraser Park,-44.39596592,171.23045071,45.27420611317113,Ashburton,Timaru,Canterbury,Canterbury,EDUCATION
Eiffelton,Fraser Park,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Eiffelton,-43.95897704,171.66500519,Fraser Park,-44.39596592,171.23045071,59.682430270544025,Ashburton,Timaru,Canterbury,Canterbury,EDUCATION
