id,SA2_name_usual_residence_address,SA2_name_educational_address,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
E124,Pakaraka,Kerikeri Central,-999,-999,6,-999,-999,-999,9,-999,-999,-999,18,Pakaraka,-35.36746635,173.98446287,Kerikeri Central,-35.22507309,173.95096304,16.122654607126965,Far North,Far North,Northland,Northland,EDUCATION
E125,Haruru,Kerikeri Central,-999,-999,-999,-999,-999,-999,21,-999,-999,-999,27,Haruru,-35.27932636,174.05921268,Kerikeri Central,-35.22507309,173.95096304,11.533093129407522,Far North,Far North,Northland,Northland,EDUCATION
E126,Russell,Kerikeri Central,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Russell,-35.25653762,174.12446613,Kerikeri Central,-35.22507309,173.95096304,16.140728864543913,Far North,Far North,Northland,Northland,EDUCATION
E127,Paihia,Kerikeri Central,-999,-999,-999,-999,-999,-999,21,-999,-999,-999,24,Paihia,-35.28609895,174.09311792,Kerikeri Central,-35.22507309,173.95096304,14.582689586886685,Far North,Far North,Northland,Northland,EDUCATION
E128,Matawaia-Taumarere,Kerikeri Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Matawaia-Taumarere,-35.49406405,173.95266307,Kerikeri Central,-35.22507309,173.95096304,29.910827359465145,Far North,Far North,Northland,Northland,EDUCATION
E129,Russell Peninsula,Kerikeri Central,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Russell Peninsula,-35.28679106,174.16228184,Kerikeri Central,-35.22507309,173.95096304,20.378037234624397,Far North,Far North,Northland,Northland,EDUCATION
E130,Opua (Far North District),Kerikeri Central,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Opua (Far North District),-35.32270229,174.10002605,Kerikeri Central,-35.22507309,173.95096304,17.34824862550016,Far North,Far North,Northland,Northland,EDUCATION
E134,Whakarara,Whakapaku,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Whakarara,-35.0629133,173.84991312,Whakapaku,-35.04987698,173.66299855,17.075113254501602,Far North,Far North,Northland,Northland,EDUCATION
E135,Kaeo,Whakapaku,-999,-999,6,-999,-999,-999,15,-999,-999,-999,24,Kaeo,-35.15410315,173.74331968,Whakapaku,-35.04987698,173.66299855,13.70059741650416,Far North,Far North,Northland,Northland,EDUCATION
E136,Whakapaku,Kaeo,-999,-999,-999,-999,-999,-999,30,-999,-999,-999,33,Whakapaku,-35.04987698,173.66299855,Kaeo,-35.15410315,173.74331968,13.70059741650416,Far North,Far North,Northland,Northland,EDUCATION
E137,Whakarara,Kaeo,-999,-999,9,-999,-999,-999,36,-999,-999,-999,42,Whakarara,-35.0629133,173.84991312,Kaeo,-35.15410315,173.74331968,14.029730818916745,Far North,Far North,Northland,Northland,EDUCATION
E140,Hokianga North,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Hokianga North,-35.36850897,173.33840098,Kaikohe,-35.40792422,173.79767516,41.86382275604253,Far North,Far North,Northland,Northland,EDUCATION
E141,Hokianga South,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,Hokianga South,-35.46801387,173.48438703,Kaikohe,-35.40792422,173.79767516,29.158317393900052,Far North,Far North,Northland,Northland,EDUCATION
E142,Okaihau,Kaikohe,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Okaihau,-35.28661159,173.79081555,Kaikohe,-35.40792422,173.79767516,13.503688546081333,Far North,Far North,Northland,Northland,EDUCATION
E143,Puketotara,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Puketotara,-35.25176279999999,173.90330753,Kaikohe,-35.40792422,173.79767516,19.83299608455143,Far North,Far North,Northland,Northland,EDUCATION
E144,Waima Forest,Kaikohe,-999,-999,15,-999,-999,-999,48,-999,-999,-999,66,Waima Forest,-35.48716638,173.62952632,Kaikohe,-35.40792422,173.79767516,17.596699348562687,Far North,Far North,Northland,Northland,EDUCATION
E145,Waipoua Forest,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waipoua Forest,-35.58128435,173.51134902,Kaikohe,-35.40792422,173.79767516,32.30355047700496,Far North,Far North,Northland,Northland,EDUCATION
E149,Mataraua Forest,Kaikohe,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,18,Mataraua Forest,-35.54715526,173.80536516,Kaikohe,-35.40792422,173.79767516,15.497437155798256,Far North,Far North,Northland,Northland,EDUCATION
E150,Matawaia-Taumarere,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Matawaia-Taumarere,-35.49406405,173.95266307,Kaikohe,-35.40792422,173.79767516,16.995148262140464,Far North,Far North,Northland,Northland,EDUCATION
E151,Moerewa,Kaikohe,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,15,Moerewa,-35.38372176,174.02517066,Kaikohe,-35.40792422,173.79767516,20.795687684741964,Far North,Far North,Northland,Northland,EDUCATION
E152,Kawakawa,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kawakawa,-35.37897674,174.07575504,Kaikohe,-35.40792422,173.79767516,25.411348712336945,Far North,Far North,Northland,Northland,EDUCATION
E153,Hokianga North,Kohukohu-Broadwood,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,24,Hokianga North,-35.36850897,173.33840098,Kohukohu-Broadwood,-35.29006863,173.46362668,14.322340558063248,Far North,Far North,Northland,Northland,EDUCATION
E155,Kohukohu-Broadwood,Okaihau,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,15,Kohukohu-Broadwood,-35.29006863,173.46362668,Okaihau,-35.28661159,173.79081555,29.699259653943162,Far North,Far North,Northland,Northland,EDUCATION
E156,Omahuta Forest-Horeke,Okaihau,-999,-999,12,-999,-999,-999,57,-999,-999,-999,72,Omahuta Forest-Horeke,-35.28834375,173.61780248,Okaihau,-35.28661159,173.79081555,15.704606746630134,Far North,Far North,Northland,Northland,EDUCATION
E158,Puketotara,Okaihau,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Puketotara,-35.25176279999999,173.90330753,Okaihau,-35.28661159,173.79081555,10.923018217158573,Far North,Far North,Northland,Northland,EDUCATION
E159,Waima Forest,Okaihau,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waima Forest,-35.48716638,173.62952632,Okaihau,-35.28661159,173.79081555,26.66650679104804,Far North,Far North,Northland,Northland,EDUCATION
E161,Ngapuhi,Okaihau,-999,-999,9,-999,-999,-999,30,-999,-999,-999,39,Ngapuhi,-35.4228326,173.76534835,Okaihau,-35.28661159,173.79081555,15.32215411826256,Far North,Far North,Northland,Northland,EDUCATION
E162,Kaikohe,Okaihau,-999,-999,30,-999,-999,-999,45,-999,-999,-999,78,Kaikohe,-35.40792422,173.79767516,Okaihau,-35.28661159,173.79081555,13.503688546081333,Far North,Far North,Northland,Northland,EDUCATION
E163,Mataraua Forest,Okaihau,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mataraua Forest,-35.54715526,173.80536516,Okaihau,-35.28661159,173.79081555,29.00112037646253,Far North,Far North,Northland,Northland,EDUCATION
E165,Kaeo,Riverview,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Kaeo,-35.15410315,173.74331968,Riverview,-35.20805962,173.9624342,20.798062821967736,Far North,Far North,Northland,Northland,EDUCATION
E175,Waipoua Forest,Hokianga South,-999,-999,6,-999,-999,-999,9,-999,-999,-999,15,Waipoua Forest,-35.58128435,173.51134902,Hokianga South,-35.46801387,173.48438703,12.829271287314038,Far North,Far North,Northland,Northland,EDUCATION
E176,Hokianga South,Waima Forest,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Hokianga South,-35.46801387,173.48438703,Waima Forest,-35.48716638,173.62952632,13.313903886580189,Far North,Far North,Northland,Northland,EDUCATION
E178,Hokianga South,Waipoua Forest,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Hokianga South,-35.46801387,173.48438703,Waipoua Forest,-35.58128435,173.51134902,12.829271287314038,Far North,Far North,Northland,Northland,EDUCATION
E184,Okaihau,Puketotara,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,Okaihau,-35.28661159,173.79081555,Puketotara,-35.25176279999999,173.90330753,10.923018217158573,Far North,Far North,Northland,Northland,EDUCATION
E185,Rangitane-Purerua,Puketotara,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,18,Rangitane-Purerua,-35.13418331,173.9391431,Puketotara,-35.25176279999999,173.90330753,13.473673101227579,Far North,Far North,Northland,Northland,EDUCATION
E191,Ohaeawai-Waimate North,Puketotara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ohaeawai-Waimate North,-35.33520904,173.85992372,Puketotara,-35.25176279999999,173.90330753,10.079648719830537,Far North,Far North,Northland,Northland,EDUCATION
E193,Pakaraka,Puketotara,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Pakaraka,-35.36746635,173.98446287,Puketotara,-35.25176279999999,173.90330753,14.824080260736086,Far North,Far North,Northland,Northland,EDUCATION
E194,Opua (Far North District),Puketotara,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Opua (Far North District),-35.32270229,174.10002605,Puketotara,-35.25176279999999,173.90330753,19.51989822933741,Far North,Far North,Northland,Northland,EDUCATION
E195,Matarau,Puketotara,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15,Matarau,-35.66728748,174.20987157,Puketotara,-35.25176279999999,173.90330753,53.90514292894724,Whangarei,Far North,Northland,Northland,EDUCATION
E196,Granfield Reserve,Puketotara,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Granfield Reserve,-35.69015065,174.29505823,Puketotara,-35.25176279999999,173.90330753,60.28904576969469,Whangarei,Far North,Northland,Northland,EDUCATION
E197,Kamo Central,Puketotara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Kamo Central,-35.68486255,174.30491552,Puketotara,-35.25176279999999,173.90330753,60.349047788557726,Whangarei,Far North,Northland,Northland,EDUCATION
E198,Pukenui,Puketotara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pukenui,-35.74644668,174.25502298,Puketotara,-35.25176279999999,173.90330753,63.55658020788521,Whangarei,Far North,Northland,Northland,EDUCATION
E199,Abbey Caves-Glenbervie,Puketotara,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Abbey Caves-Glenbervie,-35.70399025,174.36122936,Puketotara,-35.25176279999999,173.90330753,65.17625221399895,Whangarei,Far North,Northland,Northland,EDUCATION
E202,Puketotara,Rangitane-Purerua,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Puketotara,-35.25176279999999,173.90330753,Rangitane-Purerua,-35.13418331,173.9391431,13.473673101227579,Far North,Far North,Northland,Northland,EDUCATION
