SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,TYPE
Kingsland,East Tamaki,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Kingsland,-36.87030191,174.74585155,East Tamaki,-36.93823242,174.88712871,14.657905262288748,Waitakere,Manukau,WORK
Kumeu-Huapai,Helensville,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Kumeu-Huapai,-36.76998293,174.54286666,Helensville,-36.67496915,174.45425272,13.190808054709425,Rodney,Rodney,WORK
Remuera West,Henderson Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Remuera West,-36.87008743,174.78592756,Henderson Central,-36.88968581,174.62928426,14.101930094107301,Waitakere,Waitakere,WORK
Kaiapoi Central,Tower Junction,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Kaiapoi Central,-43.38654697,172.65446965,Tower Junction,-43.53882448,172.60794226,17.343875407637338,Waimakariri,Christchurch,WORK
Naenae North,Newtown North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Naenae North,-41.19737756,174.96248511,Newtown North,-41.30900081,174.78319441,19.46019880059081,Hutt city,Wellington,WORK
Highland Park (Auckland),Mount Eden North East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Highland Park (Auckland),-36.90473104,174.90937089,Mount Eden North East,-36.86913097,174.76555025,13.389392251335602,Manukau,Waitakere,WORK
Rolleston North East,Christchurch Central-West,-999,30,-999,-999,6,-999,-999,-999,-999,-999,42,Rolleston North East,-43.59059543,172.39602587,Christchurch Central-West,-43.52780609,172.6306519,20.153872429324814,Selwyn,Christchurch,WORK
Northwood,Woolston South,-999,9,9,-999,-999,-999,-999,-999,-999,-999,18,Northwood,-43.45866323,172.61415345,Woolston South,-43.56123026,172.68421207,12.727659571456936,Christchurch,Christchurch,WORK
Kumeu Rural West,Wairau Valley ,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Kumeu Rural West,-36.79039063,174.52133836,Wairau Valley,-36.77355541,174.73453173,19.078679208331113,Rodney,Waitakere,WORK
Ashley-Sefton,Loburn,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Ashley-Sefton,-43.24549574,172.65358254,Loburn,-43.23066472,172.51680596,11.201916619280684,Waimakariri,Waimakariri,WORK
Orewa Central,Auckland Airport,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Orewa Central,-36.58726477,174.69445280000005,Auckland Airport,-36.9891029,174.77400859,45.24050538778351,Rodney,Manukau,WORK
Greenhithe East,Silverdale Central (Auckland),-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Greenhithe East,-36.7641032,174.68932537,Silverdale Central (Auckland),-36.62402013,174.67493059999995,15.629312331060436,Waitakere,Rodney,WORK
Sandon,Papaioea North,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Sandon,-40.22623004,175.54609153,Papaioea North,-40.34721244,175.61892073,14.80319153249382,Manawatu,Palmerston North,WORK
One Tree Hill,Manukau Central,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33,One Tree Hill,-36.90124562,174.78219928,Manukau Central,-36.99138991,174.86947528,12.673869319322733,Waitakere,Manukau,WORK
Waimairi Beach,Islington-Hornby Industrial,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waimairi Beach,-43.48124273,172.71946258,Islington-Hornby Industrial,-43.5526063,172.50828849,18.78627554426186,Christchurch,Christchurch,WORK
Maungaru,Kaipara Coastal,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,Maungaru,-35.87696287,173.97089153,Kaipara Coastal,-35.72900181,173.65124289,33.19138946080217,Kaipara,Kaipara,WORK
Narrow Neck,North Harbour,-999,42,15,-999,-999,-999,-999,-999,-999,-999,66,Narrow Neck,-36.81569367,174.79661047,North Harbour,-36.74630474,174.71502975,10.598104844244816,Waitakere,Waitakere,WORK
Heretaunga,Dixon Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Heretaunga,-41.13877359,175.01905143,Dixon Street,-41.29101921,174.77469531,26.539673344135718,Upper Hutt,Wellington,WORK
Paremata,Petone Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Paremata,-41.09886842,174.8670634,Petone Central,-41.22362356,174.86969444,13.873887086932946,,Hutt city,WORK
Titirangi South,Mount Eden North East,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Titirangi South,-36.94580721,174.65622649,Mount Eden North East,-36.86913097,174.76555025,12.929629570372446,Waitakere,Waitakere,WORK
Northcross,Westgate Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Northcross,-36.71165743,174.73076830000005,Westgate Central,-36.81462711,174.60577445,15.970972205195393,Waitakere,Waitakere,WORK
Earnscleugh,Dunstan-Galloway,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Earnscleugh,-45.2810906,169.25086935,Dunstan-Galloway,-45.19905383,169.43943086,17.35451661206565,Central Otago,Central Otago,WORK
Kingsway,Newmarket,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Kingsway,-36.60606427,174.68651435,Newmarket,-36.86853889,174.77706299,30.280667336875673,Rodney,Waitakere,WORK
Pakuranga Heights South West,Queen Street,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Pakuranga Heights South West,-36.9198535,174.88678719,Queen Street,-36.84774104,174.76524972,13.45891841617584,Manukau,Waitakere,WORK
Balcairn,Hagley Park,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Balcairn,-43.13161687,172.78405755,Hagley Park,-43.53053792,172.61981252,46.30455460994187,Hurunui,Christchurch,WORK
Weymouth East,Botany Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Weymouth East,-37.03734988,174.87760685,Botany Central,-36.93116908,174.91223666,12.200858275431072,Franklin,Manukau,WORK
Ranui South West,Takapuna Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Ranui South West,-36.87146189,174.59392367,Takapuna Central,-36.78202515,174.76947038,18.52116508927492,Waitakere,Waitakere,WORK
Henderson Lincoln South,East Tamaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Henderson Lincoln South,-36.86722468,174.62367505,East Tamaki,-36.93823242,174.88712871,24.72053057505332,Waitakere,Manukau,WORK
Bombay Hills,Ellerslie West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Bombay Hills,-37.17536804,175.0022561,Ellerslie West,-36.89897117,174.80612464,35.321925826888396,Franklin,Waitakere,WORK
Mount Wellington East,Takapuna Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Mount Wellington East,-36.90148701,174.83884542,Takapuna Central,-36.78202515,174.76947038,14.648071726212704,Waitakere,Waitakere,WORK
Sunkist Bay,Shortland Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Sunkist Bay,-36.88262674,174.99783159,Shortland Street,-36.84736853,174.76823915,20.797782835195544,Manukau,Waitakere,WORK
Waikowhai North,Henderson Lincoln East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Waikowhai North,-36.92587047,174.73998756,Henderson Lincoln East,-36.85590078,174.63407425,12.216822137586208,Waitakere,Waitakere,WORK
Otara Central,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Otara Central,-36.95593456,174.87677994,Queen Street,-36.84774104,174.76524972,15.591149017795553,Manukau,Waitakere,WORK
Torbay,Karangahape,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Torbay,-36.69512414,174.75092916,Karangahape,-36.85896498,174.75639764,18.224779295219236,Waitakere,Waitakere,WORK
Ormiston South,Shortland Street,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Ormiston South,-36.97596797,174.9175859,Shortland Street,-36.84736853,174.76823915,19.513690295846764,Manukau,Waitakere,WORK
Avondale West (Auckland),Auckland Airport,-999,42,-999,-999,-999,-999,-999,-999,-999,-999,51,Avondale West (Auckland),-36.89467964,174.6846386,Auckland Airport,-36.9891029,174.77400859,13.165116546838696,Waitakere,Manukau,WORK
Henderson North East,Shortland Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Henderson North East,-36.87938504,174.6400701,Shortland Street,-36.84736853,174.76823915,11.94521548764349,Waitakere,Waitakere,WORK
Howick East,Manukau Central,-999,54,15,-999,-999,-999,-999,-999,-999,-999,69,Howick East,-36.90088621,174.930388,Manukau Central,-36.99138991,174.86947528,11.427034069473207,Manukau,Manukau,WORK
Unsworth Heights West,Wynyard-Viaduct,-999,-999,-999,-999,18,-999,-999,-999,-999,-999,21,Unsworth Heights West,-36.75886381,174.71130257,Wynyard-Viaduct,-36.8433094,174.75788827,10.265227396152005,Waitakere,Waitakere,WORK
Henderson Valley Park,Wairau Valley ,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Henderson Valley Park,-36.89225089999999,174.61713959,Wairau Valley,-36.77355541,174.73453173,16.833066697836944,Waitakere,Waitakere,WORK
Highland Park (Auckland),Freemans Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Highland Park (Auckland),-36.90473104,174.90937089,Freemans Bay,-36.85220128,174.7504171,15.297358103458748,Manukau,Waitakere,WORK
Murrays Bay West,Queen Street South West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Murrays Bay West,-36.73177873,174.74174762,Queen Street South West,-36.85433303,174.76134796,13.738726747872894,Waitakere,Waitakere,WORK
Kumeu Rural West,Newmarket,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kumeu Rural West,-36.79039063,174.52133836,Newmarket,-36.86853889,174.77706299,24.362668051869644,Rodney,Waitakere,WORK
Te Roti-Moeroa,Hawera Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Te Roti-Moeroa,-39.43904821,174.49347034,Hawera Central,-39.59042249,174.28314512,24.674671561195517,South Taranaki,South Taranaki,WORK
Peria,Oruru-Parapara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Peria,-35.12407747,173.44813792,Oruru-Parapara,-35.03331749,173.46127559,10.162611805786574,Far North,Far North,WORK
Symonds Street North West,North Harbour,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,12,Symonds Street North West,-36.85498533,174.76593774,North Harbour,-36.74630474,174.71502975,12.906811605447107,Waitakere,Waitakere,WORK
Hilltop (Auckland),Ellerslie Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Hilltop (Auckland),-36.98571899,174.9077134,Ellerslie Central,-36.89200686,174.80750671,13.707604091982008,Manukau,Waitakere,WORK
Shirley West,Awatea South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Shirley West,-43.49946804,172.65695807,Awatea South,-43.56061939,172.54356224,11.393298143743312,Christchurch,Christchurch,WORK
Ranui Domain,Mount Wellington Industrial,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Ranui Domain,-36.86589923,174.60427343,Mount Wellington Industrial,-36.92046064,174.85162182,22.817738858244805,Waitakere,Waitakere,WORK
Awatere,Woodbourne,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,Awatere,-42.09611412,173.2944504,Woodbourne,-41.5308031,173.90363794,80.62373584207349,Marlborough,Marlborough,WORK
Waikanae Park,Thorndon,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Waikanae Park,-40.86251456,175.04924738,Thorndon,-41.27246445,174.77422734,51.08330466409046,Kapiti Coast,Wellington,WORK
Matatoki-Puriri,Thames Central,-999,81,12,-999,-999,-999,-999,-999,-999,-999,96,Matatoki-Puriri,-37.23726446,175.66087396,Thames Central,-37.14032281,175.54142966,15.104579800378954,Thames-Coromandel,Thames-Coromandel,WORK
Kahutara,Wellington Central,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,24,Kahutara,-41.33273164,175.08046255,Wellington Central,-41.2849345,174.77572593,26.002208397754757,South Wairarapa,Wellington,WORK
Sunkist Bay,East Tamaki,-999,117,51,-999,-999,-999,-999,-999,-999,-999,174,Sunkist Bay,-36.88262674,174.99783159,East Tamaki,-36.93823242,174.88712871,11.623431993894348,Manukau,Manukau,WORK
Redcliffs,Tower Junction,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Redcliffs,-43.56567241,172.73175646,Tower Junction,-43.53882448,172.60794226,10.414982640320275,Christchurch,Christchurch,WORK
Te Atatu Peninsula West,Albany Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Te Atatu Peninsula West,-36.84872236,174.64698422,Albany Central,-36.72820186,174.70483518,14.357354767705365,Waitakere,Waitakere,WORK
East Tamaki Heights,Queen Street,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,East Tamaki Heights,-36.9417869,174.92247188,Queen Street,-36.84774104,174.76524972,17.45949701951941,Manukau,Waitakere,WORK
Aotea,Upper Hutt Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Aotea,-41.128257700000006,174.85723027,Upper Hutt Central,-41.12711172,175.07626489999996,18.346142406293637,Porirua,Upper Hutt,WORK
Puhinui North,Greenlane North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Puhinui North,-36.98354464,174.86235623,Greenlane North,-36.89157675,174.7929571,11.942470707965755,Manukau,Waitakere,WORK
Maheno,Oamaru North Milner Park,-999,57,6,-999,-999,-999,-999,-999,-999,-999,66,Maheno,-45.27731871,170.70534409,Oamaru North Milner Park,-45.06404471,171.0000369,33.107115083492985,Waitaki,Waitaki,WORK
Albany South,Queen Street,-999,12,-999,-999,15,-999,-999,-999,-999,-999,30,Albany South,-36.73882334,174.70949248,Queen Street,-36.84774104,174.76524972,13.08926756077595,Waitakere,Waitakere,WORK
Alfriston,Eden Terrace,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Alfriston,-37.01247699,174.92080195,Eden Terrace,-36.86462613,174.75964083,21.804591083975176,Franklin,Waitakere,WORK
Miranui,Linton Camp,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,30,Miranui,-40.53552154,175.48107991,Linton Camp,-40.40509247,175.58721079,17.056881252414613,Horowhenua,Palmerston North,WORK
Chapel Downs,Mount Wellington North West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Chapel Downs,-36.97187248,174.90214003,Mount Wellington North West,-36.89388294,174.82931818,10.821216380347986,Manukau,Waitakere,WORK
Grenada Village,Kilbirnie Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Grenada Village,-41.20467061,174.82539903,Kilbirnie Central,-41.31694317,174.79267899,12.78021012596241,Wellington,Wellington,WORK
Palmerston,Waikouaiti,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Palmerston,-45.48147258,170.70954359,Waikouaiti,-45.60312292,170.66725767,13.9220001324595,Waitaki,Dunedin,WORK
Blockhouse Bay East,North Harbour,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Blockhouse Bay East,-36.92106193,174.70934256,North Harbour,-36.74630474,174.71502975,19.438703634224602,Waitakere,Waitakere,WORK
Rakaia,Cairnbrae,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Rakaia,-43.74700637,172.00903425,Cairnbrae,-43.66455634,171.77355459,21.0318432920838,Ashburton,Ashburton,WORK
Titirangi South,Mount Wellington North West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Titirangi South,-36.94580721,174.65622649,Mount Wellington North West,-36.89388294,174.82931818,16.435012812037225,Waitakere,Waitakere,WORK
Kaitemako (Western Bay of Plenty District),Wairakei ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaitemako (Western Bay of Plenty District),-37.78247813,176.1993878,Wairakei,-37.73298319,176.35904418,15.07608256593534,Western Bay of Plenty,Western Bay of Plenty,WORK
Mount Albert Central,Manukau Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Mount Albert Central,-36.88345034,174.72339665,Manukau Central,-36.99138991,174.86947528,17.68094631834821,Waitakere,Manukau,WORK
Massey West,Albany Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Massey West,-36.84988607,174.60742952,Albany Central,-36.72820186,174.70483518,16.072233489854753,Waitakere,Waitakere,WORK
West Melton,Lancaster Park,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,West Melton,-43.52569623,172.36518722,Lancaster Park,-43.5413884,172.6534567,23.30370932103913,Selwyn,Christchurch,WORK
Donegal Park,Mount St John,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Donegal Park,-36.97749254,174.90785629,Mount St John,-36.88236812,174.78035947,15.501933814283936,Manukau,Waitakere,WORK
Kelburn,Gracefield,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Kelburn,-41.28798133,174.76045619,Gracefield,-41.24017306,174.91075379,13.640793701249835,Wellington,Hutt city,WORK
Waitara West,Kawaroa,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Waitara West,-38.9975014,174.2265459,Kawaroa,-39.06419765,174.06571362,15.747845842418402,New Plymouth,New Plymouth,WORK
Riverstone Terraces,Wellington Central,-999,57,9,-999,-999,51,-999,-999,-999,-999,132,Riverstone Terraces,-41.11205217,175.03826653,Wellington Central,-41.2849345,174.77572593,29.189845455088896,Upper Hutt,Wellington,WORK
Moutere Hills,Port Nelson,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Moutere Hills,-41.26413088,173.0336074,Port Nelson,-41.26152211,173.27796148,20.42623189042996,Tasman,Nelson,WORK
Summerland South,Grafton,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Summerland South,-36.88167753,174.6052759,Grafton,-36.86013178,174.76828549,14.697061817663453,Waitakere,Waitakere,WORK
Huntly East,Frankton Junction ,-999,27,6,-999,-999,-999,-999,-999,-999,-999,33,Huntly East,-37.55408564,175.16553246,Frankton Junction,-37.79650916,175.26255885,28.27646343648341,Waikato,Hamilton,WORK
Kirwee,Bankside,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kirwee,-43.47484385,172.19966515,Bankside,-43.65857485,172.03741575,24.254191758238374,Selwyn,Selwyn,WORK
Russell Forest-Rawhiti,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Russell Forest-Rawhiti,-35.36879174,174.22606034,Kaikohe,-35.40792422,173.79767516,39.07660673543557,Far North,Far North,WORK
Gulf Harbour South,Takapuna West,-999,15,-999,-999,6,-999,-999,-999,-999,-999,21,Gulf Harbour South,-36.62319574,174.79598006,Takapuna West,-36.78910918,174.76117008,18.707897905039754,Rodney,Waitakere,WORK
Birkdale South,Silverdale Central (Auckland),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Birkdale South,-36.80042176,174.70764062,Silverdale Central (Auckland),-36.62402013,174.67493059999995,19.83049307848476,Waitakere,Rodney,WORK
Lincoln West,Christchurch Central-South,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Lincoln West,-43.64345571,172.47791199,Christchurch Central-South,-43.53815861,172.64240289,17.680096219483445,Selwyn,Christchurch,WORK
Mangawhai Heads,Cape Rodney,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Mangawhai Heads,-36.09442027,174.58406666,Cape Rodney,-36.25433822,174.62638047,18.18315235000976,Kaipara,Rodney,WORK
Leeston,Rolleston Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Leeston,-43.7602356,172.29661938,Rolleston Central,-43.60049642,172.37569815,18.86624423806328,Selwyn,Selwyn,WORK
Kawakawa Bay-Orere,East Tamaki,-999,33,24,-999,-999,-999,-999,-999,-999,-999,57,Kawakawa Bay-Orere,-36.98413362,175.15196852,East Tamaki,-36.93823242,174.88712871,24.0780631913125,Manukau,Manukau,WORK
Sunnyvale West-Parrs Park,North Harbour,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Sunnyvale West-Parrs Park,-36.9037139,174.63073132,North Harbour,-36.74630474,174.71502975,19.04355988865902,Waitakere,Waitakere,WORK
Unsworth Heights West,Devonport,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Unsworth Heights West,-36.75886381,174.71130257,Devonport,-36.82716648,174.79688282,10.75895270592773,Waitakere,Waitakere,WORK
Ohai-Nightcaps,Invercargill Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Ohai-Nightcaps,-45.89093509,168.02614043,Invercargill Central,-46.41489239,168.32850731,62.74425158994335,Southland,Invercargill,WORK
Miranui,Levin Central,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Miranui,-40.53552154,175.48107991,Levin Central,-40.6233097,175.2848475,19.23367317898065,Horowhenua,Horowhenua,WORK
Iona,Omahu-Pakowhai,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Iona,-39.67719283,176.87643265,Omahu-Pakowhai,-39.56659265,176.82024777,13.206166262437494,Hastings city,Hastings city,WORK
Te Atatu Peninsula North West,Penrose,-999,21,12,-999,-999,-999,-999,-999,-999,-999,39,Te Atatu Peninsula North West,-36.82655522,174.64883254,Penrose,-36.91999811,174.82258914,18.623844165699047,Waitakere,Waitakere,WORK
Poets Block,Gracefield,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33,Poets Block,-41.12290419,175.04604601,Gracefield,-41.24017306,174.91075379,17.26933514222033,Upper Hutt,Hutt city,WORK
Summerland South,Takapuna West,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,21,Summerland South,-36.88167753,174.6052759,Takapuna West,-36.78910918,174.76117008,17.275287465788818,Waitakere,Waitakere,WORK
