id,SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
W1237,Okahukura Peninsula,North Harbour,-999,9,9,-999,-999,-999,-999,-999,-999,-999,18,Okahukura Peninsula,-36.31614337,174.47831639,North Harbour,-36.74630474,174.71502975,52.299100837732404,Rodney,Waitakere,Auckland,Auckland,WORK
W1238,Cape Rodney,North Harbour,-999,21,6,-999,-999,-999,-999,-999,-999,-999,30,Cape Rodney,-36.25433822,174.62638047,North Harbour,-36.74630474,174.71502975,55.2750762417173,Rodney,Waitakere,Auckland,Auckland,WORK
W1239,Wellsford,North Harbour,-999,18,12,-999,-999,-999,-999,-999,-999,-999,27,Wellsford,-36.2928483,174.52152782,North Harbour,-36.74630474,174.71502975,53.3046373707174,Rodney,Waitakere,Auckland,Auckland,WORK
W1242,Dome Valley-Matakana,North Harbour,-999,15,12,-999,-999,-999,-999,-999,-999,-999,27,Dome Valley-Matakana,-36.34097815,174.68669921,North Harbour,-36.74630474,174.71502975,45.14126403609272,Rodney,Waitakere,Auckland,Auckland,WORK
W1691,Drury Rural,North Harbour,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Drury Rural,-37.11220768,174.97476145,North Harbour,-36.74630474,174.71502975,46.780193541602316,Franklin,Waitakere,Auckland,Auckland,WORK
W1692,Kendallvale,North Harbour,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kendallvale,-37.25314449,174.75072659999995,North Harbour,-36.74630474,174.71502975,56.447091592206796,Franklin,Waitakere,Auckland,Auckland,WORK
W1693,Pukekohe North West,North Harbour,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Pukekohe North West,-37.18225476,174.89580342,North Harbour,-36.74630474,174.71502975,51.066816418017844,Franklin,Waitakere,Auckland,Auckland,WORK
W1694,Anselmi Ridge,North Harbour,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Anselmi Ridge,-37.18633345,174.93550996,North Harbour,-36.74630474,174.71502975,52.7042418605809,Franklin,Waitakere,Auckland,Auckland,WORK
W1695,Pukekohe West,North Harbour,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pukekohe West,-37.20097025,174.88803986,North Harbour,-36.74630474,174.71502975,52.84101706489688,Franklin,Waitakere,Auckland,Auckland,WORK
W1696,Rooseville Park,North Harbour,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Rooseville Park,-37.19697684,174.91307633,North Harbour,-36.74630474,174.71502975,53.11120102150657,Franklin,Waitakere,Auckland,Auckland,WORK
