SA2_name_usual_residence_address,SA2_name_educational_address,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
Peria,Kaitaia West,-999,-999,15,-999,-999,-999,21,-999,-999,-999,36,Peria,-35.12407747,173.44813792,Kaitaia West,-35.12178170000001,173.26717397,16.46037768643592,Far North,Far North,Northland,Northland,EDUCATION
Taemaro-Oruaiti,Kaitaia West,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Taemaro-Oruaiti,-35.02535123,173.57890377,Kaitaia West,-35.12178170000001,173.26717397,30.327315221533603,Far North,Far North,Northland,Northland,EDUCATION
Karikari Peninsula,Rangaunu Harbour,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Karikari Peninsula,-34.99527816,173.37873836,Rangaunu Harbour,-34.91627744,173.13744282,23.68004921356153,Far North,Far North,Northland,Northland,EDUCATION
Kaitaia East,Rangaunu Harbour,-999,-999,6,-999,-999,-999,12,-999,-999,-999,15,Kaitaia East,-35.10383477,173.26414302,Rangaunu Harbour,-34.91627744,173.13744282,23.834850779788415,Far North,Far North,Northland,Northland,EDUCATION
Kaitaia West,Rangaunu Harbour,-999,-999,12,-999,-999,-999,15,-999,-999,-999,27,Kaitaia West,-35.12178170000001,173.26717397,Rangaunu Harbour,-34.91627744,173.13744282,25.72425126898446,Far North,Far North,Northland,Northland,EDUCATION
Rangaunu Harbour,Karikari Peninsula,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,12,Rangaunu Harbour,-34.91627744,173.13744282,Karikari Peninsula,-34.99527816,173.37873836,23.68004921356153,Far North,Far North,Northland,Northland,EDUCATION
Kaitaia West,Karikari Peninsula,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Kaitaia West,-35.12178170000001,173.26717397,Karikari Peninsula,-34.99527816,173.37873836,17.348898421848062,Far North,Far North,Northland,Northland,EDUCATION
Peria,Karikari Peninsula,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,12,Peria,-35.12407747,173.44813792,Karikari Peninsula,-34.99527816,173.37873836,15.652963207560036,Far North,Far North,Northland,Northland,EDUCATION
Rangaunu Harbour,Rangitihi,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,18,Rangaunu Harbour,-34.91627744,173.13744282,Rangitihi,-35.12785001,173.31122240000005,28.352749145416972,Far North,Far North,Northland,Northland,EDUCATION
Kaitaia East,Rangitihi,-999,-999,6,-999,-999,-999,21,-999,-999,-999,27,Kaitaia East,-35.10383477,173.26414302,Rangitihi,-35.12785001,173.31122240000005,5.046571525371737,Far North,Far North,Northland,Northland,EDUCATION
Herekino-Takahue,Rangitihi,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Herekino-Takahue,-35.18964254,173.37240745,Rangitihi,-35.12785001,173.31122240000005,8.840213357622105,Far North,Far North,Northland,Northland,EDUCATION
Peria,Rangitihi,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,12,Peria,-35.12407747,173.44813792,Rangitihi,-35.12785001,173.31122240000005,12.458860746456509,Far North,Far North,Northland,Northland,EDUCATION
Karikari Peninsula,Taumarumaru,-999,-999,6,-999,-999,-999,12,-999,-999,-999,15,Karikari Peninsula,-34.99527816,173.37873836,Taumarumaru,-34.99672682,173.50774402,11.752228901778134,Far North,Far North,Northland,Northland,EDUCATION
Oruru-Parapara,Taumarumaru,-999,-999,15,-999,-999,-999,33,-999,-999,-999,51,Oruru-Parapara,-35.03331749,173.46127559,Taumarumaru,-34.99672682,173.50774402,5.87048877559237,Far North,Far North,Northland,Northland,EDUCATION
Peria,Taumarumaru,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Peria,-35.12407747,173.44813792,Taumarumaru,-34.99672682,173.50774402,15.164431129054842,Far North,Far North,Northland,Northland,EDUCATION
Taemaro-Oruaiti,Taumarumaru,-999,-999,18,-999,-999,-999,21,-999,-999,-999,39,Taemaro-Oruaiti,-35.02535123,173.57890377,Taumarumaru,-34.99672682,173.50774402,7.220173614004296,Far North,Far North,Northland,Northland,EDUCATION
Whakapaku,Taumarumaru,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Whakapaku,-35.04987698,173.66299855,Taumarumaru,-34.99672682,173.50774402,15.32301846794827,Far North,Far North,Northland,Northland,EDUCATION
Ahipara,Tangonge,-999,-999,51,-999,6,9,-999,-999,-999,-999,69,Ahipara,-35.15951697,173.16091938,Tangonge,-35.12314727,173.21860407,6.623183400479936,Far North,Far North,Northland,Northland,EDUCATION
Rangitihi,Tangonge,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Rangitihi,-35.12785001,173.31122240000005,Tangonge,-35.12314727,173.21860407,8.439448516263335,Far North,Far North,Northland,Northland,EDUCATION
Herekino-Takahue,Tangonge,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,21,Herekino-Takahue,-35.18964254,173.37240745,Tangonge,-35.12314727,173.21860407,15.817040538354735,Far North,Far North,Northland,Northland,EDUCATION
Tangonge,Ahipara,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Tangonge,-35.12314727,173.21860407,Ahipara,-35.15951697,173.16091938,6.623183400479936,Far North,Far North,Northland,Northland,EDUCATION
Kaitaia West,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaitaia West,-35.12178170000001,173.26717397,Whangarei Central,-35.72846995,174.32430322,117.15652024080826,Far North,Whangarei,Northland,Northland,EDUCATION
Waipoua Forest,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waipoua Forest,-35.58128435,173.51134902,Whangarei Central,-35.72846995,174.32430322,75.25195558388172,Far North,Whangarei,Northland,Northland,EDUCATION
Kaikohe,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaikohe,-35.40792422,173.79767516,Whangarei Central,-35.72846995,174.32430322,59.491913907712046,Far North,Whangarei,Northland,Northland,EDUCATION
Russell Forest-Rawhiti,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Russell Forest-Rawhiti,-35.36879174,174.22606034,Whangarei Central,-35.72846995,174.32430322,40.9700995961602,Far North,Whangarei,Northland,Northland,EDUCATION
Kawakawa,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kawakawa,-35.37897674,174.07575504,Whangarei Central,-35.72846995,174.32430322,44.89778719625619,Far North,Whangarei,Northland,Northland,EDUCATION
Maromaku,Whangarei Central,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,12,Maromaku,-35.47825535,174.14132759999995,Whangarei Central,-35.72846995,174.32430322,32.369026355086625,Far North,Whangarei,Northland,Northland,EDUCATION
Mangakahia-Hukerenui,Whangarei Central,-999,6,18,-999,-999,-999,12,-999,-999,-999,39,Mangakahia-Hukerenui,-35.65301955,174.0023164,Whangarei Central,-35.72846995,174.32430322,30.26472599891327,Whangarei,Whangarei,Northland,Northland,EDUCATION
Whangaruru,Whangarei Central,-999,-999,21,-999,-999,-999,24,-999,-999,-999,51,Whangaruru,-35.48991999,174.33501130000005,Whangarei Central,-35.72846995,174.32430322,26.543203308528863,Whangarei,Whangarei,Northland,Northland,EDUCATION
Matarau,Whangarei Central,-999,15,57,-999,-999,-999,30,-999,-999,-999,105,Matarau,-35.66728748,174.20987157,Whangarei Central,-35.72846995,174.32430322,12.371841060173596,Whangarei,Whangarei,Northland,Northland,EDUCATION
Hikurangi,Whangarei Central,-999,-999,24,-999,-999,-999,-999,-999,-999,-999,30,Hikurangi,-35.59448279999999,174.28716175,Whangarei Central,-35.72846995,174.32430322,15.27187691795924,Whangarei,Whangarei,Northland,Northland,EDUCATION
Kauri,Whangarei Central,-999,9,36,-999,-999,-999,9,-999,-999,-999,54,Kauri,-35.62944367,174.28665672,Whangarei Central,-35.72846995,174.32430322,11.524296190570618,Whangarei,Whangarei,Northland,Northland,EDUCATION
Maungatapere,Whangarei Central,-999,12,33,-999,-999,-999,81,-999,-999,-999,126,Maungatapere,-35.76206371,174.15473729,Whangarei Central,-35.72846995,174.32430322,15.75234482005794,Whangarei,Whangarei,Northland,Northland,EDUCATION
Kamo West,Whangarei Central,-999,12,33,-999,-999,-999,18,-999,-999,-999,66,Kamo West,-35.67006476,174.29507452,Whangarei Central,-35.72846995,174.32430322,7.010203931116312,Whangarei,Whangarei,Northland,Northland,EDUCATION
Matapouri-Tutukaka,Whangarei Central,-999,-999,21,-999,-999,-999,21,-999,-999,-999,51,Matapouri-Tutukaka,-35.59792832,174.47802227,Whangarei Central,-35.72846995,174.32430322,20.08867474181131,Whangarei,Whangarei,Northland,Northland,EDUCATION
Kiripaka,Whangarei Central,-999,-999,21,-999,-999,-999,-999,-999,-999,-999,27,Kiripaka,-35.64674958,174.40287423,Whangarei Central,-35.72846995,174.32430322,11.529319394903894,Whangarei,Whangarei,Northland,Northland,EDUCATION
Kamo East,Whangarei Central,-999,9,45,-999,-999,-999,15,-999,-999,-999,78,Kamo East,-35.67747272,174.30980246,Whangarei Central,-35.72846995,174.32430322,5.81983797969554,Whangarei,Whangarei,Northland,Northland,EDUCATION
Granfield Reserve,Whangarei Central,-999,6,45,-999,-999,-999,15,-999,-999,-999,75,Granfield Reserve,-35.69015065,174.29505823,Whangarei Central,-35.72846995,174.32430322,5.012745439983346,Whangarei,Whangarei,Northland,Northland,EDUCATION
Kamo Central,Whangarei Central,-999,-999,27,-999,-999,-999,9,-999,-999,-999,48,Kamo Central,-35.68486255,174.30491552,Whangarei Central,-35.72846995,174.32430322,5.155238306013422,Whangarei,Whangarei,Northland,Northland,EDUCATION
Tikipunga North,Whangarei Central,-999,9,39,-999,-999,-999,9,-999,-999,-999,63,Tikipunga North,-35.68085136,174.32304772,Whangarei Central,-35.72846995,174.32430322,5.296159046253138,Whangarei,Whangarei,Northland,Northland,EDUCATION
Pukenui,Whangarei Central,-999,9,18,-999,-999,-999,48,-999,-999,-999,78,Pukenui,-35.74644668,174.25502298,Whangarei Central,-35.72846995,174.32430322,6.564764737998408,Whangarei,Whangarei,Northland,Northland,EDUCATION
Ngunguru,Whangarei Central,-999,6,12,-999,-999,-999,12,-999,-999,-999,36,Ngunguru,-35.62462501,174.51474389,Whangarei Central,-35.72846995,174.32430322,20.717972821814662,Whangarei,Whangarei,Northland,Northland,EDUCATION
Otaika-Portland,Whangarei Central,-999,-999,18,-999,-999,-999,42,-999,-999,-999,66,Otaika-Portland,-35.78104758,174.28575580000003,Whangarei Central,-35.72846995,174.32430322,6.802897803573011,Whangarei,Whangarei,Northland,Northland,EDUCATION
Oakleigh-Mangapai,Whangarei Central,-999,9,30,-999,-999,-999,15,-999,-999,-999,57,Oakleigh-Mangapai,-35.89588695,174.21595621,Whangarei Central,-35.72846995,174.32430322,21.02387632154497,Whangarei,Whangarei,Northland,Northland,EDUCATION
Pataua,Whangarei Central,-999,-999,21,-999,-999,-999,48,-999,-999,-999,72,Pataua,-35.69695195,174.42794425,Whangarei Central,-35.72846995,174.32430322,9.992026417103029,Whangarei,Whangarei,Northland,Northland,EDUCATION
Onerahi Park,Whangarei Central,-999,-999,21,-999,-999,-999,36,-999,-999,-999,60,Onerahi Park,-35.75246425,174.37259829,Whangarei Central,-35.72846995,174.32430322,5.1105460568716286,Whangarei,Whangarei,Northland,Northland,EDUCATION
Onerahi,Whangarei Central,-999,9,24,-999,-999,-999,60,9,-999,-999,111,Onerahi,-35.76617497,174.363527,Whangarei Central,-35.72846995,174.32430322,5.487079761140008,Whangarei,Whangarei,Northland,Northland,EDUCATION
Parua Bay,Whangarei Central,-999,9,24,-999,-999,-999,60,-999,-999,-999,93,Parua Bay,-35.76001844,174.42812257,Whangarei Central,-35.72846995,174.32430322,10.0048181178566,Whangarei,Whangarei,Northland,Northland,EDUCATION
Bream Bay,Whangarei Central,-999,-999,6,-999,-999,-999,6,-999,-999,-999,12,Bream Bay,-35.91496801,174.38390319,Whangarei Central,-35.72846995,174.32430322,21.422544221598155,Whangarei,Whangarei,Northland,Northland,EDUCATION
Marsden Bay,Whangarei Central,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,18,Marsden Bay,-35.84344323,174.48686898,Whangarei Central,-35.72846995,174.32430322,19.45425793236089,Whangarei,Whangarei,Northland,Northland,EDUCATION
Ruakaka,Whangarei Central,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,Ruakaka,-35.87869623,174.45727498,Whangarei Central,-35.72846995,174.32430322,20.56300094624227,Whangarei,Whangarei,Northland,Northland,EDUCATION
Bream Head,Whangarei Central,-999,-999,6,-999,-999,-999,33,-999,-999,-999,42,Bream Head,-35.81913112,174.53591875,Whangarei Central,-35.72846995,174.32430322,21.58928310104837,Whangarei,Whangarei,Northland,Northland,EDUCATION
Waipu,Whangarei Central,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Waipu,-36.03330412,174.45082085,Whangarei Central,-35.72846995,174.32430322,35.76122204449049,Whangarei,Whangarei,Northland,Northland,EDUCATION
Kaipara Coastal,Whangarei Central,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Kaipara Coastal,-35.72900181,173.65124289,Whangarei Central,-35.72846995,174.32430322,60.75505575069115,Kaipara,Whangarei,Northland,Northland,EDUCATION
Maungaru,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,Maungaru,-35.87696287,173.97089153,Whangarei Central,-35.72846995,174.32430322,35.894867178148345,Kaipara,Whangarei,Northland,Northland,EDUCATION
Dargaville,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Dargaville,-35.93920158,173.86524045,Whangarei Central,-35.72846995,174.32430322,47.556874150119036,Kaipara,Whangarei,Northland,Northland,EDUCATION
Ruawai-Matakohe,Whangarei Central,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,Ruawai-Matakohe,-36.08477059,174.14649781,Whangarei Central,-35.72846995,174.32430322,42.732873958659354,Kaipara,Whangarei,Northland,Northland,EDUCATION
Oruru-Parapara,Taemaro-Oruaiti,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Oruru-Parapara,-35.03331749,173.46127559,Taemaro-Oruaiti,-35.02535123,173.57890377,10.746952779478598,Far North,Far North,Northland,Northland,EDUCATION
Taumarumaru,Taemaro-Oruaiti,-999,-999,-999,-999,-999,-999,27,-999,-999,-999,27,Taumarumaru,-34.99672682,173.50774402,Taemaro-Oruaiti,-35.02535123,173.57890377,7.220173614004296,Far North,Far North,Northland,Northland,EDUCATION
Whakapaku,Taemaro-Oruaiti,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,21,Whakapaku,-35.04987698,173.66299855,Taemaro-Oruaiti,-35.02535123,173.57890377,8.127494108428289,Far North,Far North,Northland,Northland,EDUCATION
Taumarumaru,Kerikeri Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Taumarumaru,-34.99672682,173.50774402,Kerikeri Central,-35.22507309,173.95096304,47.64532231290496,Far North,Far North,Northland,Northland,EDUCATION
Whakarara,Kerikeri Central,-999,-999,18,-999,-999,-999,21,-999,-999,-999,39,Whakarara,-35.0629133,173.84991312,Kerikeri Central,-35.22507309,173.95096304,20.23729059643323,Far North,Far North,Northland,Northland,EDUCATION
Kaeo,Kerikeri Central,-999,-999,12,-999,-999,-999,24,-999,-999,-999,39,Kaeo,-35.15410315,173.74331968,Kerikeri Central,-35.22507309,173.95096304,20.453097400660372,Far North,Far North,Northland,Northland,EDUCATION
Omahuta Forest-Horeke,Kerikeri Central,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Omahuta Forest-Horeke,-35.28834375,173.61780248,Kerikeri Central,-35.22507309,173.95096304,31.05792396360032,Far North,Far North,Northland,Northland,EDUCATION
Lake Manuwai-Kapiro,Kerikeri Central,-999,6,78,-999,-999,-999,99,-999,-999,-999,186,Lake Manuwai-Kapiro,-35.18267324,173.86535013,Kerikeri Central,-35.22507309,173.95096304,9.095869218805976,Far North,Far North,Northland,Northland,EDUCATION
Okaihau,Kerikeri Central,-999,-999,24,-999,-999,-999,24,-999,-999,-999,54,Okaihau,-35.28661159,173.79081555,Kerikeri Central,-35.22507309,173.95096304,16.070930041679805,Far North,Far North,Northland,Northland,EDUCATION
Rangitane-Purerua,Kerikeri Central,-999,-999,27,-999,-999,-999,60,-999,-999,-999,93,Rangitane-Purerua,-35.13418331,173.9391431,Kerikeri Central,-35.22507309,173.95096304,10.163415492352264,Far North,Far North,Northland,Northland,EDUCATION
Puketotara,Kerikeri Central,-999,9,87,-999,-999,-999,105,-999,-999,-999,204,Puketotara,-35.25176279999999,173.90330753,Kerikeri Central,-35.22507309,173.95096304,5.247814723970481,Far North,Far North,Northland,Northland,EDUCATION
Ohaeawai-Waimate North,Kerikeri Central,-999,-999,18,-999,-999,-999,21,-999,-999,-999,39,Ohaeawai-Waimate North,-35.33520904,173.85992372,Kerikeri Central,-35.22507309,173.95096304,14.773957746695912,Far North,Far North,Northland,Northland,EDUCATION
Puketona-Waitangi,Kerikeri Central,-999,-999,24,-999,-999,-999,51,-999,-999,-999,75,Puketona-Waitangi,-35.27991822,174.00095246,Kerikeri Central,-35.22507309,173.95096304,7.602382083225976,Far North,Far North,Northland,Northland,EDUCATION
Kaikohe,Kerikeri Central,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Kaikohe,-35.40792422,173.79767516,Kerikeri Central,-35.22507309,173.95096304,24.63391228345261,Far North,Far North,Northland,Northland,EDUCATION
Pakaraka,Kerikeri Central,-999,-999,6,-999,-999,-999,9,-999,-999,-999,18,Pakaraka,-35.36746635,173.98446287,Kerikeri Central,-35.22507309,173.95096304,16.122654607126965,Far North,Far North,Northland,Northland,EDUCATION
Haruru,Kerikeri Central,-999,-999,-999,-999,-999,-999,21,-999,-999,-999,27,Haruru,-35.27932636,174.05921268,Kerikeri Central,-35.22507309,173.95096304,11.533093129407522,Far North,Far North,Northland,Northland,EDUCATION
Russell,Kerikeri Central,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Russell,-35.25653762,174.12446613,Kerikeri Central,-35.22507309,173.95096304,16.140728864543913,Far North,Far North,Northland,Northland,EDUCATION
Paihia,Kerikeri Central,-999,-999,-999,-999,-999,-999,21,-999,-999,-999,24,Paihia,-35.28609895,174.09311792,Kerikeri Central,-35.22507309,173.95096304,14.582689586886685,Far North,Far North,Northland,Northland,EDUCATION
Matawaia-Taumarere,Kerikeri Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Matawaia-Taumarere,-35.49406405,173.95266307,Kerikeri Central,-35.22507309,173.95096304,29.910827359465145,Far North,Far North,Northland,Northland,EDUCATION
Russell Peninsula,Kerikeri Central,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Russell Peninsula,-35.28679106,174.16228184,Kerikeri Central,-35.22507309,173.95096304,20.378037234624397,Far North,Far North,Northland,Northland,EDUCATION
Opua (Far North District),Kerikeri Central,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Opua (Far North District),-35.32270229,174.10002605,Kerikeri Central,-35.22507309,173.95096304,17.34824862550016,Far North,Far North,Northland,Northland,EDUCATION
Whakarara,Whakapaku,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Whakarara,-35.0629133,173.84991312,Whakapaku,-35.04987698,173.66299855,17.075113254501602,Far North,Far North,Northland,Northland,EDUCATION
Kaeo,Whakapaku,-999,-999,6,-999,-999,-999,15,-999,-999,-999,24,Kaeo,-35.15410315,173.74331968,Whakapaku,-35.04987698,173.66299855,13.70059741650416,Far North,Far North,Northland,Northland,EDUCATION
Whakapaku,Kaeo,-999,-999,-999,-999,-999,-999,30,-999,-999,-999,33,Whakapaku,-35.04987698,173.66299855,Kaeo,-35.15410315,173.74331968,13.70059741650416,Far North,Far North,Northland,Northland,EDUCATION
Whakarara,Kaeo,-999,-999,9,-999,-999,-999,36,-999,-999,-999,42,Whakarara,-35.0629133,173.84991312,Kaeo,-35.15410315,173.74331968,14.029730818916745,Far North,Far North,Northland,Northland,EDUCATION
Hokianga North,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Hokianga North,-35.36850897,173.33840098,Kaikohe,-35.40792422,173.79767516,41.86382275604253,Far North,Far North,Northland,Northland,EDUCATION
Hokianga South,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,Hokianga South,-35.46801387,173.48438703,Kaikohe,-35.40792422,173.79767516,29.158317393900052,Far North,Far North,Northland,Northland,EDUCATION
Okaihau,Kaikohe,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Okaihau,-35.28661159,173.79081555,Kaikohe,-35.40792422,173.79767516,13.503688546081333,Far North,Far North,Northland,Northland,EDUCATION
Puketotara,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Puketotara,-35.25176279999999,173.90330753,Kaikohe,-35.40792422,173.79767516,19.83299608455143,Far North,Far North,Northland,Northland,EDUCATION
Waima Forest,Kaikohe,-999,-999,15,-999,-999,-999,48,-999,-999,-999,66,Waima Forest,-35.48716638,173.62952632,Kaikohe,-35.40792422,173.79767516,17.596699348562687,Far North,Far North,Northland,Northland,EDUCATION
Waipoua Forest,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waipoua Forest,-35.58128435,173.51134902,Kaikohe,-35.40792422,173.79767516,32.30355047700496,Far North,Far North,Northland,Northland,EDUCATION
Ohaeawai-Waimate North,Kaikohe,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,27,Ohaeawai-Waimate North,-35.33520904,173.85992372,Kaikohe,-35.40792422,173.79767516,9.860622676939474,Far North,Far North,Northland,Northland,EDUCATION
Mataraua Forest,Kaikohe,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,18,Mataraua Forest,-35.54715526,173.80536516,Kaikohe,-35.40792422,173.79767516,15.497437155798256,Far North,Far North,Northland,Northland,EDUCATION
Matawaia-Taumarere,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Matawaia-Taumarere,-35.49406405,173.95266307,Kaikohe,-35.40792422,173.79767516,16.995148262140464,Far North,Far North,Northland,Northland,EDUCATION
Moerewa,Kaikohe,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,15,Moerewa,-35.38372176,174.02517066,Kaikohe,-35.40792422,173.79767516,20.795687684741964,Far North,Far North,Northland,Northland,EDUCATION
Kawakawa,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kawakawa,-35.37897674,174.07575504,Kaikohe,-35.40792422,173.79767516,25.411348712336945,Far North,Far North,Northland,Northland,EDUCATION
Hokianga North,Kohukohu-Broadwood,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,24,Hokianga North,-35.36850897,173.33840098,Kohukohu-Broadwood,-35.29006863,173.46362668,14.322340558063248,Far North,Far North,Northland,Northland,EDUCATION
