id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1
W1141,Kaipara Coastal,Maungaru,PASSENGER_IN_VEHICLE,6,WORK,Kaipara Coastal,-35.72900181,173.65124289,Maungaru,-35.87696287,173.97089153,33.19138946080217,Kaipara,Kaipara,Northland,Northland
W24828,Rangiuru,Katikati,PASSENGER_IN_VEHICLE,6,WORK,Rangiuru,-37.85543327,176.33462575,Katikati,-37.55213437,175.92548294,49.32538853685901,Western Bay of Plenty,Western Bay of Plenty,Bay of Plenty,Bay of Plenty
W27370,Cape Runaway,Otara-Tirohanga ,PASSENGER_IN_VEHICLE,21,WORK,Cape Runaway,-37.85617143,177.78942872,Otara-Tirohanga,-38.02845968,177.34799230000004,43.191366675032576,Opotiki,Opotiki,Bay of Plenty,Bay of Plenty
W29971,Waipaoa,Makaraka-Awapuni,PASSENGER_IN_VEHICLE,9,WORK,Waipaoa,-38.34127548,177.70733968,Makaraka-Awapuni,-38.65787303,177.97255068,42.09484893768974,Gisborne,Gisborne,Gisborne,Gisborne
W29996,Waipaoa,Hexton,PASSENGER_IN_VEHICLE,6,WORK,Waipaoa,-38.34127548,177.70733968,Hexton,-38.62021616,177.96813152,38.43644090603304,Gisborne,Gisborne,Gisborne,Gisborne
W30284,Wairoa,Maungataniwha-Raupunga,PASSENGER_IN_VEHICLE,15,WORK,Wairoa,-39.03908469,177.41898076,Maungataniwha-Raupunga,-38.971756899999995,177.05706012,32.15646356185719,Wairoa,Wairoa,Hawke's Bay,Hawke's Bay
W32906,Taihape,Tangiwai,PASSENGER_IN_VEHICLE,9,WORK,Taihape,-39.67806733,175.79677339,Tangiwai,-39.36236325,175.16766499,64.37570174960341,Rangitikei,Ruapehu,Manawatu-Wanganui,Manawatu-Wanganui
W34858,Waikanae Beach,Wellington Central,PASSENGER_IN_VEHICLE,6,WORK,Waikanae Beach,-40.86463333,175.02708132,Wellington Central,-41.2849345,174.77572593,51.2652094862617,Kapiti Coast,Wellington,Wellington,Wellington
W34865,Paraparaumu North,Wellington Central,PASSENGER_IN_VEHICLE,6,WORK,Paraparaumu North,-40.89457279999999,175.01141009,Wellington Central,-41.2849345,174.77572593,47.688817841960926,Kapiti Coast,Wellington,Wellington,Wellington
W34870,Raumati Beach West,Wellington Central,PASSENGER_IN_VEHICLE,6,WORK,Raumati Beach West,-40.91582202,174.98216422,Wellington Central,-41.2849345,174.77572593,44.539602409669655,Kapiti Coast,Wellington,Wellington,Wellington
W34874,Raumati South,Wellington Central,PASSENGER_IN_VEHICLE,9,WORK,Raumati South,-40.94126612,174.98329156,Wellington Central,-41.2849345,174.77572593,41.98447715910553,Kapiti Coast,Wellington,Wellington,Wellington
W34901,Birchville-Brown Owl,Wellington Central,PASSENGER_IN_VEHICLE,6,WORK,Birchville-Brown Owl,-41.08596013,175.11315290000005,Wellington Central,-41.2849345,174.77572593,35.872525045557325,Upper Hutt,Wellington,Wellington,Wellington
W34907,Totara Park,Wellington Central,PASSENGER_IN_VEHICLE,6,WORK,Totara Park,-41.1093256,175.08443163,Wellington Central,-41.2849345,174.77572593,32.37941862879475,Upper Hutt,Wellington,Wellington,Wellington
W34912,Maoribank,Wellington Central,PASSENGER_IN_VEHICLE,6,WORK,Maoribank,-41.10626518,175.10879212,Wellington Central,-41.2849345,174.77572593,34.22443175980301,Upper Hutt,Wellington,Wellington,Wellington
W34915,Clouston Park,Wellington Central,PASSENGER_IN_VEHICLE,6,WORK,Clouston Park,-41.11739699,175.08712646,Wellington Central,-41.2849345,174.77572593,32.02805540599576,Upper Hutt,Wellington,Wellington,Wellington
W40555,Awatere,Blenheim Central,PASSENGER_IN_VEHICLE,6,WORK,Awatere,-42.09611412,173.2944504,Blenheim Central,-41.51522392,173.96254647,85.07934000276835,Marlborough,Marlborough,Marlborough,Marlborough
W40589,Whitney East,Awatere,PASSENGER_IN_VEHICLE,6,WORK,Whitney East,-41.52059859,173.95891011,Awatere,-42.09611412,173.2944504,84.42810407181892,Marlborough,Marlborough,Marlborough,Marlborough
W40590,Redwoodtown West,Awatere,PASSENGER_IN_VEHICLE,9,WORK,Redwoodtown West,-41.5299556,173.94858091,Awatere,-42.09611412,173.2944504,83.07849192620506,Marlborough,Marlborough,Marlborough,Marlborough
W40593,Witherlea East,Awatere,PASSENGER_IN_VEHICLE,6,WORK,Witherlea East,-41.53819682,173.95859480000001,Awatere,-42.09611412,173.2944504,82.93235959269347,Marlborough,Marlborough,Marlborough,Marlborough
W48117,Opua (Mackenzie District),Fairlie,PASSENGER_IN_VEHICLE,12,WORK,Opua (Mackenzie District),-43.856187299999995,171.06857118,Fairlie,-44.09701087,170.82535345,33.10353706702332,Mackenzie,Mackenzie,Canterbury,Canterbury
W48335,Twizel,Mackenzie Lakes,PASSENGER_IN_VEHICLE,12,WORK,Twizel,-44.26855663,170.09376847,Mackenzie Lakes,-43.93299669,170.30583782,40.975387376152064,Mackenzie,Mackenzie,Canterbury,Canterbury
W48477,Oamaru North Orana Park,Waihemo,PASSENGER_IN_VEHICLE,9,WORK,Oamaru North Orana Park,-45.08058565,170.97765366,Waihemo,-45.39244142,170.55159550000005,48.11880917118516,Waitaki,Waitaki,Otago,Otago
W48483,Bush Road,Waihemo,PASSENGER_IN_VEHICLE,9,WORK,Bush Road,-45.87310687,170.33831545,Waihemo,-45.39244142,170.55159550000005,55.96105821976867,Dunedin,Waitaki,Otago,Otago
W48493,Waikouaiti,Dunedin Central,PASSENGER_IN_VEHICLE,9,WORK,Waikouaiti,-45.60312292,170.66725767,Dunedin Central,-45.87712471,170.50291221,33.029334907292906,Dunedin,Dunedin,Otago,Otago
W48748,Teviot Valley,Alexandra South,PASSENGER_IN_VEHICLE,21,WORK,Teviot Valley,-45.58227059,169.42667896,Alexandra South,-45.25210421,169.37578541,36.92710382888289,Central Otago,Central Otago,Otago,Otago
W48768,Teviot Valley,Alexandra North,PASSENGER_IN_VEHICLE,6,WORK,Teviot Valley,-45.58227059,169.42667896,Alexandra North,-45.24363835,169.38984744,37.763782807920975,Central Otago,Central Otago,Otago,Otago
