id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1
W1448,Hobson Ridge North,North Harbour,PUBLIC_BUS,9,EDUCATION,Hobson Ridge North,-36.84707104,174.76276914,North Harbour,-36.74630474,174.71502975,11.983920590215993,Waitakere,Waitakere,Auckland,Auckland
W1455,Hobson Ridge Central,North Harbour,PUBLIC_BUS,12,EDUCATION,Hobson Ridge Central,-36.85070899,174.76046696,North Harbour,-36.74630474,174.71502975,12.293966080253803,Waitakere,Waitakere,Auckland,Auckland
W1458,Shortland Street,North Harbour,PUBLIC_BUS,9,EDUCATION,Shortland Street,-36.84736853,174.76823915,North Harbour,-36.74630474,174.71502975,12.195679230103796,Waitakere,Waitakere,Auckland,Auckland
W1470,Symonds Street North West,North Harbour,PUBLIC_BUS,6,EDUCATION,Symonds Street North West,-36.85498533,174.76593774,North Harbour,-36.74630474,174.71502975,12.906811605447107,Waitakere,Waitakere,Auckland,Auckland
W1706,Puhoi Valley,Quay Street-Customs Street,PUBLIC_BUS,6,EDUCATION,Puhoi Valley,-36.46850912,174.62475233,Quay Street-Customs Street,-36.84601989,174.77646293,44.104799220616464,Rodney,Waitakere,Auckland,Auckland
W1708,Te Kuru,Quay Street-Customs Street,PUBLIC_BUS,6,EDUCATION,Te Kuru,-36.60344402,174.48396116,Quay Street-Customs Street,-36.84601989,174.77646293,37.51199994203978,Rodney,Waitakere,Auckland,Auckland
W1716,Orewa North,Quay Street-Customs Street,PUBLIC_BUS,9,EDUCATION,Orewa North,-36.58108865,174.67586463,Quay Street-Customs Street,-36.84601989,174.77646293,30.793533411356968,Rodney,Waitakere,Auckland,Auckland
W1719,Orewa Central,Quay Street-Customs Street,PUBLIC_BUS,6,EDUCATION,Orewa Central,-36.58726477,174.69445280000005,Quay Street-Customs Street,-36.84601989,174.77646293,29.686311701573075,Rodney,Waitakere,Auckland,Auckland
W1720,Millwater North,Quay Street-Customs Street,PUBLIC_BUS,27,EDUCATION,Millwater North,-36.601498299999996,174.67227556,Quay Street-Customs Street,-36.84601989,174.77646293,28.731474525964828,Rodney,Waitakere,Auckland,Auckland
W1721,Millwater South,Quay Street-Customs Street,PUBLIC_BUS,18,EDUCATION,Millwater South,-36.61231012,174.67000848,Quay Street-Customs Street,-36.84601989,174.77646293,27.66492316170856,Rodney,Waitakere,Auckland,Auckland
