id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1
W1739,Tindalls-Matakatia,Quay Street-Customs Street,FERRY,6,EDUCATION,Tindalls-Matakatia,-36.61663904,174.77704003,Quay Street-Customs Street,-36.84601989,174.77646293,25.506038639502037,Rodney,Waitakere,Auckland,Auckland
W1742,Gulf Harbour North,Quay Street-Customs Street,FERRY,21,EDUCATION,Gulf Harbour North,-36.60949658,174.79413674,Quay Street-Customs Street,-36.84601989,174.77646293,26.347316169433345,Rodney,Waitakere,Auckland,Auckland
W1745,Army Bay,Quay Street-Customs Street,FERRY,9,EDUCATION,Army Bay,-36.60509803,174.82325733,Quay Street-Customs Street,-36.84601989,174.77646293,27.111969899505766,Rodney,Waitakere,Auckland,Auckland
W1747,Gulf Harbour South,Quay Street-Customs Street,FERRY,15,EDUCATION,Gulf Harbour South,-36.62319574,174.79598006,Quay Street-Customs Street,-36.84601989,174.77646293,24.83788324227945,Rodney,Waitakere,Auckland,Auckland
W1774,Hobsonville,Quay Street-Customs Street,FERRY,6,EDUCATION,Hobsonville,-36.80986626,174.62812848,Quay Street-Customs Street,-36.84601989,174.77646293,13.800958924849894,Waitakere,Waitakere,Auckland,Auckland
W1783,Hobsonville Point,Quay Street-Customs Street,FERRY,39,EDUCATION,Hobsonville Point,-36.79691625,174.66172203,Quay Street-Customs Street,-36.84601989,174.77646293,11.581232627384555,Waitakere,Waitakere,Auckland,Auckland
W1784,West Harbour Clearwater Cove,Quay Street-Customs Street,FERRY,24,EDUCATION,West Harbour Clearwater Cove,-36.81054038,174.63704103,Quay Street-Customs Street,-36.84601989,174.77646293,13.021188200849702,Waitakere,Waitakere,Auckland,Auckland
W1788,West Harbour Luckens Point,Quay Street-Customs Street,FERRY,12,EDUCATION,West Harbour Luckens Point,-36.81802341,174.63695983,Quay Street-Customs Street,-36.84601989,174.77646293,12.800106577860385,Waitakere,Waitakere,Auckland,Auckland
W1799,Beach Haven West,Quay Street-Customs Street,FERRY,9,EDUCATION,Beach Haven West,-36.79327636,174.68619139,Quay Street-Customs Street,-36.84601989,174.77646293,9.948103897400348,Waitakere,Waitakere,Auckland,Auckland
W1819,Beach Haven South,Quay Street-Customs Street,FERRY,12,EDUCATION,Beach Haven South,-36.80714782,174.69419527,Quay Street-Customs Street,-36.84601989,174.77646293,8.502920658455777,Waitakere,Waitakere,Auckland,Auckland
W1830,Birkenhead West,Quay Street-Customs Street,FERRY,12,EDUCATION,Birkenhead West,-36.80638223,174.71287204,Quay Street-Customs Street,-36.84601989,174.77646293,7.17369872490204,Waitakere,Waitakere,Auckland,Auckland
W1852,Birkenhead South,Quay Street-Customs Street,FERRY,30,EDUCATION,Birkenhead South,-36.81601936,174.73031198,Quay Street-Customs Street,-36.84601989,174.77646293,5.291478310675386,Waitakere,Waitakere,Auckland,Auckland
W1859,Northcote Point (Auckland),Quay Street-Customs Street,FERRY,9,EDUCATION,Northcote Point (Auckland),-36.81611854,174.74451838,Quay Street-Customs Street,-36.84601989,174.77646293,4.374704585724417,Waitakere,Waitakere,Auckland,Auckland
W1864,Hauraki,Quay Street-Customs Street,FERRY,15,EDUCATION,Hauraki,-36.80062296,174.77694957,Quay Street-Customs Street,-36.84601989,174.77646293,5.0480941437782265,Waitakere,Waitakere,Auckland,Auckland
W1869,Belmont (Auckland),Quay Street-Customs Street,FERRY,30,EDUCATION,Belmont (Auckland),-36.80517747,174.78818395,Quay Street-Customs Street,-36.84601989,174.77646293,4.65975721745355,Waitakere,Waitakere,Auckland,Auckland
W1870,Bayswater,Quay Street-Customs Street,FERRY,42,EDUCATION,Bayswater,-36.81411659,174.77797900000004,Quay Street-Customs Street,-36.84601989,174.77646293,3.5500503748003664,,Waitakere,,Auckland
W1883,Narrow Neck,Quay Street-Customs Street,FERRY,51,EDUCATION,Narrow Neck,-36.81569367,174.79661047,Quay Street-Customs Street,-36.84601989,174.77646293,3.8192439123338633,Waitakere,Waitakere,Auckland,Auckland
W1916,Cheltenham,Quay Street-Customs Street,FERRY,42,EDUCATION,Cheltenham,-36.82539766,174.80659852,Quay Street-Customs Street,-36.84601989,174.77646293,3.5286040024968277,Waitakere,Waitakere,Auckland,Auckland
W2018,Oneroa West,Quay Street-Customs Street,FERRY,12,EDUCATION,Oneroa West,-36.78767524,174.99965402,Quay Street-Customs Street,-36.84601989,174.77646293,20.900348924465625,Auckland,Waitakere,Auckland,Auckland
W2035,Bucklands Beach North,Quay Street-Customs Street,FERRY,6,EDUCATION,Bucklands Beach North,-36.86068628,174.9037907,Quay Street-Customs Street,-36.84601989,174.77646293,11.445791401776875,,Waitakere,,Auckland
W2039,Oneroa East-Palm Beach,Quay Street-Customs Street,FERRY,6,EDUCATION,Oneroa East-Palm Beach,-36.77927556,175.05218612,Quay Street-Customs Street,-36.84601989,174.77646293,25.64304420144819,Auckland,Waitakere,Auckland,Auckland
W2044,Surfdale,Quay Street-Customs Street,FERRY,12,EDUCATION,Surfdale,-36.79613493,175.02985004,Quay Street-Customs Street,-36.84601989,174.77646293,23.22675492173999,Auckland,Waitakere,Auckland,Auckland
W2045,Half Moon Bay West,Quay Street-Customs Street,FERRY,15,EDUCATION,Half Moon Bay West,-36.88602382,174.89665015,Quay Street-Customs Street,-36.84601989,174.77646293,11.580314819405134,Manukau,Waitakere,Auckland,Auckland
W2046,Eastern Beach,Quay Street-Customs Street,FERRY,9,EDUCATION,Eastern Beach,-36.87674433,174.91349074,Quay Street-Customs Street,-36.84601989,174.77646293,12.660461445146625,Manukau,Waitakere,Auckland,Auckland
W2053,Ostend,Quay Street-Customs Street,FERRY,9,EDUCATION,Ostend,-36.79263832,175.05220466,Quay Street-Customs Street,-36.84601989,174.77646293,25.252609033378164,Auckland,Waitakere,Auckland,Auckland
W2054,Half Moon Bay North East,Quay Street-Customs Street,FERRY,9,EDUCATION,Half Moon Bay North East,-36.88645568,174.90494659,Quay Street-Customs Street,-36.84601989,174.77646293,12.282492737854168,Manukau,Waitakere,Auckland,Auckland
W2069,Mellons Bay,Quay Street-Customs Street,FERRY,15,EDUCATION,Mellons Bay,-36.88715946,174.93040248,Quay Street-Customs Street,-36.84601989,174.77646293,14.438265823807216,Manukau,Waitakere,Auckland,Auckland
W2074,Onetangi,Quay Street-Customs Street,FERRY,12,EDUCATION,Onetangi,-36.79584373,175.07839806,Quay Street-Customs Street,-36.84601989,174.77646293,27.44912715147734,Auckland,Waitakere,Auckland,Auckland
W2108,Sunkist Bay,Quay Street-Customs Street,FERRY,12,EDUCATION,Sunkist Bay,-36.88262674,174.99783159,Quay Street-Customs Street,-36.84601989,174.77646293,20.10975999838137,Manukau,Waitakere,Auckland,Auckland
W2120,Te Puru,Quay Street-Customs Street,FERRY,18,EDUCATION,Te Puru,-36.89631822,175.00316112,Quay Street-Customs Street,-36.84601989,174.77646293,20.927030085568962,Manukau,Waitakere,Auckland,Auckland
W2129,Maraetai,Quay Street-Customs Street,FERRY,9,EDUCATION,Maraetai,-36.88774867,175.03797111,Quay Street-Customs Street,-36.84601989,174.77646293,23.721839285271848,Manukau,Waitakere,Auckland,Auckland
W3195,Gulf Harbour North,Wynyard-Viaduct,FERRY,15,EDUCATION,Gulf Harbour North,-36.60949658,174.79413674,Wynyard-Viaduct,-36.843309399999995,174.75788827,26.198741756764413,Rodney,Waitakere,Auckland,Auckland
W3200,Gulf Harbour South,Wynyard-Viaduct,FERRY,9,EDUCATION,Gulf Harbour South,-36.62319574,174.79598006,Wynyard-Viaduct,-36.843309399999995,174.75788827,24.70979705086731,Rodney,Waitakere,Auckland,Auckland
W3234,Hobsonville Point,Wynyard-Viaduct,FERRY,18,EDUCATION,Hobsonville Point,-36.79691625,174.66172203,Wynyard-Viaduct,-36.843309399999995,174.75788827,9.994389348691325,Waitakere,Waitakere,Auckland,Auckland
W3235,West Harbour Clearwater Cove,Wynyard-Viaduct,FERRY,12,EDUCATION,West Harbour Clearwater Cove,-36.81054038,174.63704103,Wynyard-Viaduct,-36.843309399999995,174.75788827,11.356543712555535,Waitakere,Waitakere,Auckland,Auckland
W3239,West Harbour Luckens Point,Wynyard-Viaduct,FERRY,6,EDUCATION,West Harbour Luckens Point,-36.81802341,174.63695983,Wynyard-Viaduct,-36.843309399999995,174.75788827,11.124023102053657,Waitakere,Waitakere,Auckland,Auckland
W3304,Birkenhead South,Wynyard-Viaduct,FERRY,6,EDUCATION,Birkenhead South,-36.81601936,174.73031198,Wynyard-Viaduct,-36.843309399999995,174.75788827,3.9028435824965326,Waitakere,Waitakere,Auckland,Auckland
W3322,Bayswater,Wynyard-Viaduct,FERRY,18,EDUCATION,Bayswater,-36.81411659,174.77797900000004,Wynyard-Viaduct,-36.843309399999995,174.75788827,3.7060229313316047,,Waitakere,,Auckland
W3335,Narrow Neck,Wynyard-Viaduct,FERRY,36,EDUCATION,Narrow Neck,-36.81569367,174.79661047,Wynyard-Viaduct,-36.843309399999995,174.75788827,4.615948715121191,Waitakere,Waitakere,Auckland,Auckland
W3358,Devonport,Wynyard-Viaduct,FERRY,42,EDUCATION,Devonport,-36.82716648,174.79688282,Wynyard-Viaduct,-36.843309399999995,174.75788827,3.907112953238909,Waitakere,Waitakere,Auckland,Auckland
W3368,Cheltenham,Wynyard-Viaduct,FERRY,21,EDUCATION,Cheltenham,-36.82539766,174.80659852,Wynyard-Viaduct,-36.843309399999995,174.75788827,4.770720805718642,Waitakere,Waitakere,Auckland,Auckland
W3470,Oneroa West,Wynyard-Viaduct,FERRY,15,EDUCATION,Oneroa West,-36.78767524,174.99965402,Wynyard-Viaduct,-36.843309399999995,174.75788827,22.393242804301977,Auckland,Waitakere,Auckland,Auckland
W3485,Bucklands Beach North,Wynyard-Viaduct,FERRY,9,EDUCATION,Bucklands Beach North,-36.86068628,174.9037907,Wynyard-Viaduct,-36.843309399999995,174.75788827,13.124934550807351,,Waitakere,,Auckland
W3489,Oneroa East-Palm Beach,Wynyard-Viaduct,FERRY,6,EDUCATION,Oneroa East-Palm Beach,-36.77927556,175.05218612,Wynyard-Viaduct,-36.843309399999995,174.75788827,27.14989362676351,Auckland,Waitakere,Auckland,Auckland
W3494,Surfdale,Wynyard-Viaduct,FERRY,15,EDUCATION,Surfdale,-36.79613493,175.02985004,Wynyard-Viaduct,-36.843309399999995,174.75788827,24.770278397540146,Auckland,Waitakere,Auckland,Auckland
W3495,Half Moon Bay West,Wynyard-Viaduct,FERRY,9,EDUCATION,Half Moon Bay West,-36.88602382,174.89665015,Wynyard-Viaduct,-36.843309399999995,174.75788827,13.226736097037985,Manukau,Waitakere,Auckland,Auckland
W3502,Ostend,Wynyard-Viaduct,FERRY,12,EDUCATION,Ostend,-36.79263832,175.05220466,Wynyard-Viaduct,-36.843309399999995,174.75788827,26.797980392383998,Auckland,Waitakere,Auckland,Auckland
W3503,Half Moon Bay North East,Wynyard-Viaduct,FERRY,6,EDUCATION,Half Moon Bay North East,-36.88645568,174.90494659,Wynyard-Viaduct,-36.843309399999995,174.75788827,13.934525598024573,Manukau,Waitakere,Auckland,Auckland
