id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1
W2142,Homai East,Quay Street-Customs Street,TRAIN,6,WORK,Homai East,-37.0133257,174.88546124,Quay Street-Customs Street,-36.84601989,174.77646293,20.9751834014914,Franklin,Waitakere,Auckland,Auckland
W2144,The Gardens (Auckland),Quay Street-Customs Street,TRAIN,12,WORK,The Gardens (Auckland),-37.00156996,174.91303846,Quay Street-Customs Street,-36.84601989,174.77646293,21.131949585286765,Franklin,Waitakere,Auckland,Auckland
W2149,Rowandale East,Quay Street-Customs Street,TRAIN,6,WORK,Rowandale East,-37.02529361,174.88087913,Quay Street-Customs Street,-36.84601989,174.77646293,21.988719954275226,Franklin,Waitakere,Auckland,Auckland
W2151,Weymouth North,Quay Street-Customs Street,TRAIN,9,WORK,Weymouth North,-37.03938307,174.86530684,Quay Street-Customs Street,-36.84601989,174.77646293,22.90489929176177,Franklin,Waitakere,Auckland,Auckland
W2152,Hillpark South,Quay Street-Customs Street,TRAIN,6,WORK,Hillpark South,-37.01717082,174.90042465,Quay Street-Customs Street,-36.84601989,174.77646293,21.99054886845903,Franklin,Waitakere,Auckland,Auckland
W2153,Alfriston,Quay Street-Customs Street,TRAIN,9,WORK,Alfriston,-37.01247699,174.92080195,Quay Street-Customs Street,-36.84601989,174.77646293,22.52097148950559,Franklin,Waitakere,Auckland,Auckland
W2155,Leabank,Quay Street-Customs Street,TRAIN,9,WORK,Leabank,-37.03219654,174.88734352,Quay Street-Customs Street,-36.84601989,174.77646293,22.927721599523483,Franklin,Waitakere,Auckland,Auckland
W2158,Manurewa South,Quay Street-Customs Street,TRAIN,6,WORK,Manurewa South,-37.03138834,174.90040876,Quay Street-Customs Street,-36.84601989,174.77646293,23.370984672984925,Franklin,Waitakere,Auckland,Auckland
W2160,Wattle Downs West,Quay Street-Customs Street,TRAIN,9,WORK,Wattle Downs West,-37.05128128,174.87522682,Quay Street-Customs Street,-36.84601989,174.77646293,24.45330390468596,Franklin,Waitakere,Auckland,Auckland
W2162,Randwick Park West,Quay Street-Customs Street,TRAIN,6,WORK,Randwick Park West,-37.02624737,174.91357933,Quay Street-Customs Street,-36.84601989,174.77646293,23.454915022098866,Franklin,Waitakere,Auckland,Auckland
W2166,Takanini West,Quay Street-Customs Street,TRAIN,12,WORK,Takanini West,-37.04068506,174.92112941,Quay Street-Customs Street,-36.84601989,174.77646293,25.17598854419459,Franklin,Waitakere,Auckland,Auckland
W2167,Takanini South,Quay Street-Customs Street,TRAIN,24,WORK,Takanini South,-37.04157360000001,174.93888309,Quay Street-Customs Street,-36.84601989,174.77646293,26.099305596697306,Franklin,Waitakere,Auckland,Auckland
W2172,Papakura West,Quay Street-Customs Street,TRAIN,6,WORK,Papakura West,-37.05653671,174.93416803,Quay Street-Customs Street,-36.84601989,174.77646293,27.282605594629803,Franklin,Waitakere,Auckland,Auckland
W2175,Pahurehure,Quay Street-Customs Street,TRAIN,12,WORK,Pahurehure,-37.06864785,174.93272857,Quay Street-Customs Street,-36.84601989,174.77646293,28.383142778656,Franklin,Waitakere,Auckland,Auckland
W2178,Karaka Lakes,Quay Street-Customs Street,TRAIN,6,WORK,Karaka Lakes,-37.08456461,174.92648385,Quay Street-Customs Street,-36.84601989,174.77646293,29.68541178666779,Franklin,Waitakere,Auckland,Auckland
W2181,Rosehill,Quay Street-Customs Street,TRAIN,9,WORK,Rosehill,-37.080743299999995,174.93811005,Quay Street-Customs Street,-36.84601989,174.77646293,29.79051567534904,Franklin,Waitakere,Auckland,Auckland
W2183,Papakura East,Quay Street-Customs Street,TRAIN,9,WORK,Papakura East,-37.05846123,174.97920854,Quay Street-Customs Street,-36.84601989,174.77646293,29.70844541689761,Franklin,Waitakere,Auckland,Auckland
W2184,Opaheke,Quay Street-Customs Street,TRAIN,9,WORK,Opaheke,-37.07682576,174.94797761,Quay Street-Customs Street,-36.84601989,174.77646293,29.847751945967264,Franklin,Waitakere,Auckland,Auckland
W3577,Ormiston South,Wynyard-Viaduct,TRAIN,12,WORK,Ormiston South,-36.97596797,174.9175859,Wynyard-Viaduct,-36.843309399999995,174.75788827,20.474190116233665,Manukau,Waitakere,Auckland,Auckland
W3578,Mission Heights South,Wynyard-Viaduct,TRAIN,6,WORK,Mission Heights South,-36.96503986,174.9321751,Wynyard-Viaduct,-36.843309399999995,174.75788827,20.575991534166192,Manukau,Waitakere,Auckland,Auckland
W3579,Hilltop (Auckland),Wynyard-Viaduct,TRAIN,6,WORK,Hilltop (Auckland),-36.98571899,174.9077134,Wynyard-Viaduct,-36.843309399999995,174.75788827,20.692455186156167,Manukau,Waitakere,Auckland,Auckland
W3580,Goodwood Heights,Wynyard-Viaduct,TRAIN,9,WORK,Goodwood Heights,-36.99421746,174.89732834,Wynyard-Viaduct,-36.843309399999995,174.75788827,20.86236083915539,Franklin,Waitakere,Auckland,Auckland
W3587,The Gardens (Auckland),Wynyard-Viaduct,TRAIN,9,WORK,The Gardens (Auckland),-37.00156996,174.91303846,Wynyard-Viaduct,-36.843309399999995,174.75788827,22.35847412430851,Franklin,Waitakere,Auckland,Auckland
W3604,Takanini South,Wynyard-Viaduct,TRAIN,12,WORK,Takanini South,-37.04157360000001,174.93888309,Wynyard-Viaduct,-36.843309399999995,174.75788827,27.290288264658518,Franklin,Waitakere,Auckland,Auckland
W3609,Pahurehure,Wynyard-Viaduct,TRAIN,9,WORK,Pahurehure,-37.06864785,174.93272857,Wynyard-Viaduct,-36.843309399999995,174.75788827,29.48185766703625,Franklin,Waitakere,Auckland,Auckland
W3611,Karaka Lakes,Wynyard-Viaduct,TRAIN,9,WORK,Karaka Lakes,-37.08456461,174.92648385,Wynyard-Viaduct,-36.843309399999995,174.75788827,30.725001680255765,Franklin,Waitakere,Auckland,Auckland
W3612,Papakura Massey Park,Wynyard-Viaduct,TRAIN,6,WORK,Papakura Massey Park,-37.0662997,174.95483864,Wynyard-Viaduct,-36.843309399999995,174.75788827,30.34921272331697,Franklin,Waitakere,Auckland,Auckland
W3613,Rosehill,Wynyard-Viaduct,TRAIN,6,WORK,Rosehill,-37.080743299999995,174.93811005,Wynyard-Viaduct,-36.843309399999995,174.75788827,30.877719918315005,Franklin,Waitakere,Auckland,Auckland
W4027,Takanini South,Shortland Street,TRAIN,6,WORK,Takanini South,-37.04157360000001,174.93888309,Shortland Street,-36.84736853,174.76823915,26.387552950425324,Franklin,Waitakere,Auckland,Auckland
W4032,Karaka Lakes,Shortland Street,TRAIN,6,WORK,Karaka Lakes,-37.08456461,174.92648385,Shortland Street,-36.84736853,174.76823915,29.88808638140468,Franklin,Waitakere,Auckland,Auckland
W4855,Papakura East,Penrose,TRAIN,6,WORK,Papakura East,-37.05846123,174.97920854,Penrose,-36.91999811,174.82258914,20.74967167942843,Franklin,Waitakere,Auckland,Auckland
W4856,Opaheke,Penrose,TRAIN,12,WORK,Opaheke,-37.07682576,174.94797761,Penrose,-36.91999811,174.82258914,20.69040568780269,Franklin,Waitakere,Auckland,Auckland
