id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
W987,Morningside (Whangarei District),Morningside (Whangarei District),WORK_AT_HOME,96,WORK,Morningside (Whangarei District),-35.73638776,174.32005673,Morningside (Whangarei District),-35.73638776,174.32005673,0.0,Whangarei,Whangarei,Northland,Northland,2
W590,Kamo Central,Kamo Central,WORK_AT_HOME,63,WORK,Kamo Central,-35.68486255,174.30491552,Kamo Central,-35.68486255,174.30491552,0.0,Whangarei,Whangarei,Northland,Northland,2
W1313,North Harbour,North Harbour,WORK_AT_HOME,78,WORK,North Harbour,-36.74630474,174.71502975,North Harbour,-36.74630474,174.71502975,0.0,Waitakere,Waitakere,Auckland,Auckland,2
W21710,Mount Eden West,Mount Eden West,WORK_AT_HOME,213,WORK,Mount Eden West,-36.88382084,174.75357383,Mount Eden West,-36.88382084,174.75357383,0.0,Waitakere,Waitakere,Auckland,Auckland,77
W6721,Henderson Lincoln South,Henderson Lincoln South,WORK_AT_HOME,57,WORK,Henderson Lincoln South,-36.86722468,174.62367505,Henderson Lincoln South,-36.86722468,174.62367505,0.0,Waitakere,Waitakere,Auckland,Auckland,5
W18876,Sunnynook North,Sunnynook North,WORK_AT_HOME,141,WORK,Sunnynook North,-36.75086862,174.74169364,Sunnynook North,-36.75086862,174.74169364,0.0,Waitakere,Waitakere,Auckland,Auckland,27
W19571,Ellerslie Central,Ellerslie Central,WORK_AT_HOME,165,WORK,Ellerslie Central,-36.89200686,174.80750671,Ellerslie Central,-36.89200686,174.80750671,0.0,Waitakere,Waitakere,Auckland,Auckland,5
W21670,Remuera Waitaramoa,Remuera Waitaramoa,WORK_AT_HOME,285,WORK,Remuera Waitaramoa,-36.87147136,174.79423523,Remuera Waitaramoa,-36.87147136,174.79423523,0.0,Waitakere,Waitakere,Auckland,Auckland,5
W19681,Henderson North East,Henderson North East,WORK_AT_HOME,69,WORK,Henderson North East,-36.87938504,174.6400701,Henderson North East,-36.87938504,174.6400701,0.0,Waitakere,Waitakere,Auckland,Auckland,5
W9548,Orewa South,Orewa South,WORK_AT_HOME,123,WORK,Orewa South,-36.59013546,174.685784,Orewa South,-36.59013546,174.685784,0.0,Rodney,Rodney,Auckland,Auckland,2
W9574,Waiake,Waiake,WORK_AT_HOME,234,WORK,Waiake,-36.70665026,174.74439669999995,Waiake,-36.70665026,174.74439669999995,0.0,Waitakere,Waitakere,Auckland,Auckland,3
W17981,Northcote Central (Auckland),Northcote Central (Auckland),WORK_AT_HOME,75,WORK,Northcote Central (Auckland),-36.79888947,174.74444417,Northcote Central (Auckland),-36.79888947,174.74444417,0.0,Waitakere,Waitakere,Auckland,Auckland,6
