id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
W403,Kensington (Whangarei District),Whangarei Central,PASSENGER_IN_VEHICLE,15,EDUCATION,Kensington (Whangarei District),-35.71310137,174.30833235,Whangarei Central,-35.72846995,174.32430322,2.235870213746053,Whangarei,Whangarei,Northland,Northland,46
W4679,Oranga,Penrose,PASSENGER_IN_VEHICLE,18,EDUCATION,Oranga,-36.91207992,174.80030606,Penrose,-36.91999811,174.82258914,2.16786361337214,Waitakere,Waitakere,Auckland,Auckland,474
W24699,Whitiora,Te Rapa South,PASSENGER_IN_VEHICLE,6,EDUCATION,Whitiora,-37.77756896,175.27048029,Te Rapa South,-37.76141322,175.24114614,3.1425026248441603,Hamilton,Hamilton,Waikato,Waikato,79
W24889,Maungatapu,Tauranga Central,PASSENGER_IN_VEHICLE,12,EDUCATION,Maungatapu,-37.718326399999995,176.17894876,Tauranga Central,-37.67947411,176.16704264,4.445359897197328,Western Bay of Plenty,,Bay of Plenty,,55
W27674,Western Heights (Rotorua District),Rotorua Central,PASSENGER_IN_VEHICLE,15,EDUCATION,Western Heights (Rotorua District),-38.12374566,176.22097675,Rotorua Central,-38.13568521,176.25424012,3.198056306274101,Rotorua,Rotorua,Waikato,Bay of Plenty,39
W27828,Bird Area,Taupo Central West,PASSENGER_IN_VEHICLE,12,EDUCATION,Bird Area,-38.69357961,176.0859815,Taupo Central West,-38.6847684,176.07304191,1.490372843323874,Taupo,Taupo,Waikato,Waikato,17
W29930,Te Hapara East,Gisborne Central,PASSENGER_IN_VEHICLE,9,EDUCATION,Te Hapara East,-38.6560244,178.01721277,Gisborne Central,-38.66778237,178.02299313,1.4004478113502266,Gisborne,Gisborne,Gisborne,Gisborne,46
W30789,Mahora,Hastings Central,PASSENGER_IN_VEHICLE,9,EDUCATION,Mahora,-39.62404962,176.84888085,Hastings Central,-39.63962329,176.84642759,1.7444107205612978,Hastings city,Hastings city,Hawke's Bay,Hawke's Bay,65
W32077,Merrilands,New Plymouth Central,PASSENGER_IN_VEHICLE,9,EDUCATION,Merrilands,-39.06454623,174.10205958,New Plymouth Central,-39.05700192,174.07537454,2.4519662999261223,New Plymouth,New Plymouth,Taranaki,Taranaki,37
W32824,College Estate,Whanganui Central,PASSENGER_IN_VEHICLE,6,EDUCATION,College Estate,-39.9305007,175.03470499,Whanganui Central,-39.93513676,175.04701799,1.1695912693745298,Wanganui,Wanganui,Manawatu-Wanganui,Manawatu-Wanganui,21
W33303,Papaioea North,Palmerston North Central,PASSENGER_IN_VEHICLE,6,EDUCATION,Papaioea North,-40.34721244,175.61892073,Palmerston North Central,-40.35537702,175.61010962,1.175460152669967,Palmerston North,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,45
W34919,Korokoro,Wellington Central,PASSENGER_IN_VEHICLE,9,EDUCATION,Korokoro,-41.21562751,174.86781402,Wellington Central,-41.2849345,174.77572593,10.893113007403805,Hutt city,Wellington,Wellington,Wellington,255
W39696,Tahuna Hills,Nelson Central-Trafalgar,PASSENGER_IN_VEHICLE,18,EDUCATION,Tahuna Hills,-41.29106093,173.25332264,Nelson Central-Trafalgar,-41.27273863,173.28210878,3.1522337571492085,Nelson,Nelson,Nelson,Nelson,18
W40431,Whitney East,Woodbourne,PASSENGER_IN_VEHICLE,6,EDUCATION,Whitney East,-41.52059859,173.95891011,Woodbourne,-41.5308031,173.90363794,4.739088520694335,Marlborough,Marlborough,Marlborough,Marlborough,22
W41672,Addington East,Christchurch Central-South,PASSENGER_IN_VEHICLE,6,EDUCATION,Addington East,-43.5451456,172.62305787,Christchurch Central-South,-43.53815861,172.64240289,1.742088024120736,Christchurch,Christchurch,Canterbury,Canterbury,39
W48050,Fraser Park,Washdyke,PASSENGER_IN_VEHICLE,9,EDUCATION,Fraser Park,-44.39596592,171.23045071,Washdyke,-44.35333362,171.24781336,4.9372723700384435,Timaru,Timaru,Canterbury,Canterbury,22
W48520,Belleknowes,Dunedin Central,PASSENGER_IN_VEHICLE,9,EDUCATION,Belleknowes,-45.87481662,170.4813773,Dunedin Central,-45.87712471,170.50291221,1.6867740622768352,Dunedin,Dunedin,Otago,Otago,76
W48602,Frankton Arm,Queenstown Central,PASSENGER_IN_VEHICLE,12,EDUCATION,Frankton Arm,-45.02699752,168.68939785,Queenstown Central,-45.0327315,168.65460343,2.8076957091439514,Queenstown-Lakes,Queenstown-Lakes,Otago,Otago,23
W50097,Georgetown,Invercargill Central,PASSENGER_IN_VEHICLE,30,EDUCATION,Georgetown,-46.41932389,168.36900636,Invercargill Central,-46.41489239,168.32850731,3.1434444053750843,Invercargill,Invercargill,Southland,Southland,46
