id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
W9,Kaitaia West,Rangaunu Harbour,PASSENGER_IN_VEHICLE,6,EDUCATION,Kaitaia West,-35.12178170000001,173.26717397,Rangaunu Harbour,-34.91627744,173.13744282,25.72425126898446,Far North,Far North,Northland,Northland,7
W120,Kerikeri South,Kerikeri Central,PASSENGER_IN_VEHICLE,12,EDUCATION,Kerikeri South,-35.24639884,173.9577874,Kerikeri Central,-35.22507309,173.95096304,2.4509780687247784,Far North,Far North,Northland,Northland,10
W403,Kensington (Whangarei District),Whangarei Central,PASSENGER_IN_VEHICLE,15,EDUCATION,Kensington (Whangarei District),-35.71310137,174.30833235,Whangarei Central,-35.72846995,174.32430322,2.235870213746053,Whangarei,Whangarei,Northland,Northland,46
W1184,Warkworth East,Warkworth East,PASSENGER_IN_VEHICLE,27,EDUCATION,Warkworth East,-36.40528692,174.66791942,Warkworth East,-36.40528692,174.66791942,0.0,Rodney,Rodney,Auckland,Auckland,8
W4679,Oranga,Penrose,PASSENGER_IN_VEHICLE,18,EDUCATION,Oranga,-36.91207992,174.80030606,Penrose,-36.91999811,174.82258914,2.16786361337214,Waitakere,Waitakere,Auckland,Auckland,485
W22539,Surfdale,Oneroa West,PASSENGER_IN_VEHICLE,21,EDUCATION,Surfdale,-36.79613493,175.02985004,Oneroa West,-36.78767524,174.99965402,2.8486507206886875,Auckland,Auckland,Auckland,Auckland,4
W24413,Coromandel,Colville,PASSENGER_IN_VEHICLE,9,EDUCATION,Coromandel,-36.75575844,175.49571548,Colville,-36.69966402,175.48157611,6.363430059175638,Thames-Coromandel,Thames-Coromandel,Waikato,Waikato,4
W24424,Totora-Kopu,Thames Central,PASSENGER_IN_VEHICLE,6,EDUCATION,Totora-Kopu,-37.16787966,175.56011763,Thames Central,-37.14032281,175.54142966,3.483132568961279,Thames-Coromandel,Thames-Coromandel,Waikato,Waikato,4
W24443,Whitianga North,Whitianga South,PASSENGER_IN_VEHICLE,24,EDUCATION,Whitianga North,-36.82143931,175.6736582,Whitianga South,-36.8336234,175.69356396,2.230356245260785,Thames-Coromandel,Thames-Coromandel,Waikato,Waikato,4
W24699,Whitiora,Te Rapa South,PASSENGER_IN_VEHICLE,6,EDUCATION,Whitiora,-37.77756896,175.27048029,Te Rapa South,-37.76141322,175.24114614,3.1425026248441603,Hamilton,Hamilton,Waikato,Waikato,79
W24772,Morrinsville East,Morrinsville West,PASSENGER_IN_VEHICLE,18,EDUCATION,Morrinsville East,-37.64774647,175.53612606,Morrinsville West,-37.65791668,175.51913057,1.8755102679728124,Matamata-Piako,Matamata-Piako,Waikato,Waikato,4
W24820,Katikati,Katikati,PASSENGER_IN_VEHICLE,36,EDUCATION,Katikati,-37.55213437,175.92548294,Katikati,-37.55213437,175.92548294,0.0,Western Bay of Plenty,Western Bay of Plenty,Bay of Plenty,Bay of Plenty,5
W24899,Welcome Bay South,Tauranga Central,PASSENGER_IN_VEHICLE,12,EDUCATION,Welcome Bay South,-37.73637425,176.19743547,Tauranga Central,-37.67947411,176.16704264,6.868737965578388,Western Bay of Plenty,,Bay of Plenty,,60
