id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
W403,Kensington (Whangarei District),Whangarei Central,DRIVE_OWN_VEHICLE,306,EDUCATION,Kensington (Whangarei District),-35.71310137,174.30833235,Whangarei Central,-35.72846995,174.32430322,2.235870213746053,Whangarei,Whangarei,Northland,Northland,459
W50093,Richmond (Invercargill City),Invercargill Central,DRIVE_OWN_VEHICLE,597,EDUCATION,Richmond (Invercargill City),-46.40719619,168.36918138,Invercargill Central,-46.41489239,168.32850731,3.2336411984953366,Invercargill,Invercargill,Southland,Southland,437
W1518,Epsom Central-North,North Harbour,DRIVE_OWN_VEHICLE,18,EDUCATION,Epsom Central-North,-36.88779009,174.76992615,North Harbour,-36.74630474,174.71502975,16.473926318188063,Waitakere,Waitakere,Auckland,Auckland,16351
W24727,Fitzroy ,Te Rapa South,DRIVE_OWN_VEHICLE,66,EDUCATION,Fitzroy,-37.81785453,175.30086297,Te Rapa South,-37.76141322,175.24114614,8.180744704293186,Hamilton,Hamilton,Waikato,Waikato,1822
W24889,Maungatapu,Tauranga Central,DRIVE_OWN_VEHICLE,192,EDUCATION,Maungatapu,-37.718326399999995,176.17894876,Tauranga Central,-37.67947411,176.16704264,4.445359897197328,Western Bay of Plenty,,Bay of Plenty,,1084
W27677,Mangakakahi Central,Rotorua Central,DRIVE_OWN_VEHICLE,9,EDUCATION,Mangakakahi Central,-38.12824758,176.23058754,Rotorua Central,-38.13568521,176.25424012,2.227955035295645,Rotorua,Rotorua,Waikato,Bay of Plenty,464
W27824,Taupo Central West,Taupo Central West,DRIVE_OWN_VEHICLE,39,EDUCATION,Taupo Central West,-38.6847684,176.07304191,Taupo Central West,-38.6847684,176.07304191,0.0,Taupo,Taupo,Waikato,Waikato,162
W29930,Te Hapara East,Gisborne Central,DRIVE_OWN_VEHICLE,171,EDUCATION,Te Hapara East,-38.6560244,178.01721277,Gisborne Central,-38.66778237,178.02299313,1.4004478113502266,Gisborne,Gisborne,Gisborne,Gisborne,251
W30378,Omahu-Pakowhai,Karamu,DRIVE_OWN_VEHICLE,12,EDUCATION,Omahu-Pakowhai,-39.56659265,176.82024777,Karamu,-39.62823535,176.88383629,8.755913170799197,Hastings city,Hastings city,Hawke's Bay,Hawke's Bay,1197
W34657,Kuripuni,Lansdowne East,DRIVE_OWN_VEHICLE,24,EDUCATION,Kuripuni,-40.95167579,175.64326344,Lansdowne East,-40.94138749,175.68119066,3.3846276176729573,Masterton,Masterton,Wellington,Wellington,171
W31957,Highlands Park (New Plymouth District),Spotswood,DRIVE_OWN_VEHICLE,9,EDUCATION,Highlands Park (New Plymouth District),-39.08069461,174.10443117,Spotswood,-39.07096507,174.02427884,7.002982060936531,New Plymouth,New Plymouth,Taranaki,Taranaki,494
W32822,Laird Park,Whanganui Central,DRIVE_OWN_VEHICLE,177,EDUCATION,Laird Park,-39.91964278,175.04579452,Whanganui Central,-39.93513676,175.04701799,1.7260077838212151,Wanganui,Wanganui,Manawatu-Wanganui,Manawatu-Wanganui,299
W33288,Milson North,Palmerston North Central,DRIVE_OWN_VEHICLE,189,EDUCATION,Milson North,-40.32708272,175.60731249,Palmerston North Central,-40.35537702,175.61010962,3.1551014275129723,Palmerston North,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,826
W34716,Playford Park,Tararua,DRIVE_OWN_VEHICLE,60,EDUCATION,Playford Park,-40.62888671,175.29037198,Tararua,-40.64205371,175.30927003,2.1648424817334897,Horowhenua,Horowhenua,Manawatu-Wanganui,Manawatu-Wanganui,147
W34864,Otaihanga,Wellington Central,DRIVE_OWN_VEHICLE,6,EDUCATION,Otaihanga,-40.88290094,175.02785593,Wellington Central,-41.2849345,174.77572593,49.44694810938473,Kapiti Coast,Wellington,Wellington,Wellington,271
W34476,Korokoro,Thorndon,DRIVE_OWN_VEHICLE,15,EDUCATION,Korokoro,-41.21562751,174.86781402,Thorndon,-41.27246445,174.77422734,10.058179652552694,Hutt city,Wellington,Wellington,Wellington,2861
