id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
W17346,Eden Valley,Eden Valley,WORK_AT_HOME,126,WORK,Eden Valley,-36.87455582,174.75258367,Eden Valley,-36.87455582,174.75258367,0.0,Waitakere,Waitakere,Auckland,Auckland,56
W5899,Ellerslie West,Ellerslie West,WORK_AT_HOME,9,WORK,Ellerslie West,-36.89897117,174.80612464,Ellerslie West,-36.89897117,174.80612464,0.0,Waitakere,Waitakere,Auckland,Auckland,4
W19314,Mairangi Bay South,Mairangi Bay South,WORK_AT_HOME,195,WORK,Mairangi Bay South,-36.74390273,174.74864765,Mairangi Bay South,-36.74390273,174.74864765,0.0,Waitakere,Waitakere,Auckland,Auckland,16
W17946,Oteha East,Oteha East,WORK_AT_HOME,117,WORK,Oteha East,-36.71657898,174.72207262,Oteha East,-36.71657898,174.72207262,0.0,Waitakere,Waitakere,Auckland,Auckland,4
W17981,Northcote Central (Auckland),Northcote Central (Auckland),WORK_AT_HOME,75,WORK,Northcote Central (Auckland),-36.79888947,174.74444417,Northcote Central (Auckland),-36.79888947,174.74444417,0.0,Waitakere,Waitakere,Auckland,Auckland,6
W18131,Kelston South,Kelston South,WORK_AT_HOME,48,WORK,Kelston South,-36.90380643,174.66266792,Kelston South,-36.90380643,174.66266792,0.0,Waitakere,Waitakere,Auckland,Auckland,6
W22686,Te Papapa,Te Papapa,WORK_AT_HOME,105,WORK,Te Papapa,-36.91863866,174.79648981,Te Papapa,-36.91863866,174.79648981,0.0,Waitakere,Waitakere,Auckland,Auckland,5
W19681,Henderson North East,Henderson North East,WORK_AT_HOME,69,WORK,Henderson North East,-36.87938504,174.6400701,Henderson North East,-36.87938504,174.6400701,0.0,Waitakere,Waitakere,Auckland,Auckland,4
W20167,Ranui South East,Ranui South East,WORK_AT_HOME,66,WORK,Ranui South East,-36.87189045,174.6046809,Ranui South East,-36.87189045,174.6046809,0.0,Waitakere,Waitakere,Auckland,Auckland,4
W20247,Avondale Central (Auckland),Avondale Central (Auckland),WORK_AT_HOME,102,WORK,Avondale Central (Auckland),-36.89552468,174.69519827,Avondale Central (Auckland),-36.89552468,174.69519827,0.0,Waitakere,Waitakere,Auckland,Auckland,4
