id,SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
E875,Kensington (Whangarei District),Pukenui,BUS,9,EDUCATION,Kensington (Whangarei District),-35.71310137,174.30833235,Pukenui,-35.74644668,174.25502298,6.0748237371946265,Whangarei,Whangarei,Northland,Northland,61
E381,Hobson Ridge South,Queen Street,BUS,6,EDUCATION,Hobson Ridge South,-36.85434043,174.75814216,Queen Street,-36.84774104,174.76524972,0.9687308747755168,Waitakere,Waitakere,Auckland,Auckland,1643
E9220,Hamilton West,Hillcrest West (Hamilton City),BUS,9,EDUCATION,Hamilton West,-37.80074182,175.2844169,Hillcrest West (Hamilton City),-37.79546663,175.31326581,2.6017507044181363,Hamilton,Hamilton,Waikato,Waikato,308
E5341,Ngongotaha South,Western Heights (Rotorua District),BUS,21,EDUCATION,Ngongotaha South,-38.09960701,176.21341758,Western Heights (Rotorua District),-38.12374566,176.22097675,2.764370876944839,Rotorua,Rotorua,Waikato,Waikato,38
E6962,Belleknowes,Campus South,BUS,21,EDUCATION,Belleknowes,-45.87481662,170.4813773,Campus South,-45.86793792,170.51211679,2.4997998965907104,Dunedin,Dunedin,Otago,Otago,118
E10280,Maungatapu,Bethlehem Central,BUS,9,EDUCATION,Maungatapu,-37.718326399999995,176.17894876,Bethlehem Central,-37.706587899999995,176.11498118,5.776329860529372,Western Bay of Plenty,Western Bay of Plenty,Bay of Plenty,Bay of Plenty,188
E10872,Fitzroy-Glen Avon,Strandon,BUS,6,EDUCATION,Fitzroy-Glen Avon,-39.07427128,174.12360445,Strandon,-39.05369313,174.09475657,3.382159943836085,New Plymouth,New Plymouth,Taranaki,Taranaki,75
E12171,Tareha Reserve,McLean Park,BUS,12,EDUCATION,Tareha Reserve,-39.54400792,176.85143036,McLean Park,-39.5083024,176.9160949,6.8207872713858615,Hastings,Hastings,Hawke's Bay,Hawke's Bay,111
E12267,Whataupoko West,Te Hapara North,BUS,15,EDUCATION,Whataupoko West,-38.65837976,178.02898274,Te Hapara North,-38.65019278,178.00054269,2.6320467188138834,Gisborne,Gisborne,Gisborne,Gisborne,32
E13910,Palmerston North Central,Turitea,BUS,87,EDUCATION,Palmerston North Central,-40.35537702,175.61010962,Turitea,-40.39053678,175.60862529,3.9116085094427073,Palmerston North,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,103
E16217,Petone Central,Hutt Central South,BUS,6,EDUCATION,Petone Central,-41.22362356,174.86969444,Hutt Central South,-41.21349159,174.90936129,3.5038421531476764,Hutt city,Hutt city,Wellington,Wellington,575
E17462,Tahuna Hills,Nelson Central-Trafalgar,BUS,9,EDUCATION,Tahuna Hills,-41.29106093,173.25332264,Nelson Central-Trafalgar,-41.27273863,173.28210878,3.1522337571492085,Nelson,Nelson,Nelson,Nelson,31
E18399,Mona Vale,Christchurch Central-South,BUS,9,EDUCATION,Mona Vale,-43.52638334,172.60669389,Christchurch Central-South,-43.53815861,172.64240289,3.1624621304838723,Christchurch,Christchurch,Canterbury,Canterbury,462
