SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2
Hillcrest (Rotorua District),Pleasant Heights,PASSENGER_IN_VEHICLE,6,EDUCATION,Hillcrest (Rotorua District),-38.14990065,176.23465785,Pleasant Heights,-38.12832953,176.20626181,3.4526248817394163,Rotorua,Rotorua
Glenfield North,Glenfield West,PASSENGER_IN_VEHICLE,9,EDUCATION,Glenfield North,-36.7738809,174.72661346,Glenfield West,-36.78268321,174.71789792,1.2492096362191154,Waitakere,Waitakere
Rangiora South West,Lilybrook,PASSENGER_IN_VEHICLE,81,EDUCATION,Rangiora South West,-43.3119255,172.5854551,Lilybrook,-43.31092043,172.59368431,0.6751349706550244,Waimakariri,Waimakariri
Welcome Bay East,Tauranga Central,PASSENGER_IN_VEHICLE,6,EDUCATION,Welcome Bay East,-37.72030061,176.20928394,Tauranga Central,-37.67947411,176.16704264,5.8668968031626285,Western Bay of Plenty,
South Head,Parakai,PASSENGER_IN_VEHICLE,12,EDUCATION,South Head,-36.59353204,174.31227374,Parakai,-36.65763462,174.43599289,13.141635904033825,Rodney,Rodney
Bluff Hill,Nelson Park,PASSENGER_IN_VEHICLE,21,EDUCATION,Bluff Hill,-39.48081517,176.91538913,Nelson Park,-39.49765371,176.90801557,1.9763885039962883,Napier,Hastings
Taita North,Avalon East,PASSENGER_IN_VEHICLE,21,EDUCATION,Taita North,-41.17126316,174.96462745,Avalon East,-41.19581347,174.94455461,3.205300957156492,Hutt city,Hutt city
Whakarongo,Ruamahanga,PASSENGER_IN_VEHICLE,9,EDUCATION,Whakarongo,-40.31079696,175.69110134,Ruamahanga,-40.34920538,175.64194858,5.9665715034453175,Palmerston North,Palmerston North
Te Puke East,Te Puke West,PASSENGER_IN_VEHICLE,69,EDUCATION,Te Puke East,-37.7898618,176.32555033,Te Puke West,-37.7881496,176.3108254,1.3078746162048436,Western Bay of Plenty,Western Bay of Plenty
Mangere South East,Onehunga West,PASSENGER_IN_VEHICLE,9,EDUCATION,Mangere South East,-36.98695925,174.82743938,Onehunga West,-36.91965553,174.77421645,8.852921515396156,Manukau,Waitakere
Harania North,Sutton Park,PASSENGER_IN_VEHICLE,15,EDUCATION,Harania North,-36.96170937,174.8102543,Sutton Park,-36.95872645,174.82205607,1.0998031102778194,Manukau,Manukau
Wharenui,Sockburn North,PASSENGER_IN_VEHICLE,15,EDUCATION,Wharenui,-43.53501129,172.58050185,Sockburn North,-43.5324799,172.55741654,1.8821395455780747,Christchurch,Christchurch
Naenae Central,Waiwhetu,PASSENGER_IN_VEHICLE,12,EDUCATION,Naenae Central,-41.19973943,174.94956607,Waiwhetu,-41.22552582,174.91742982,3.930350722046725,Hutt city,Hutt city
Mount Roskill North,Mount St John,PASSENGER_IN_VEHICLE,9,EDUCATION,Mount Roskill North,-36.90053933,174.7442134,Mount St John,-36.88236812,174.78035947,3.7967905626352834,Waitakere,Waitakere
Ohope,Whakatane West,PASSENGER_IN_VEHICLE,15,EDUCATION,Ohope,-37.98331205,177.11508716,Whakatane West,-37.96340527,176.96559282,13.289510326318213,,Whakatane
Woolston East,Woolston East,PASSENGER_IN_VEHICLE,24,EDUCATION,Woolston East,-43.54874136,172.68689845,Woolston East,-43.54874136,172.68689845,0.0,Christchurch,Christchurch
Tamahere South,Hautapu Rural,PASSENGER_IN_VEHICLE,30,EDUCATION,Tamahere South,-37.84740377,175.38978183,Hautapu Rural,-37.84547487,175.44126339,4.5254733681511325,Waikato,Waipa
West Lynn,Mount Albert Central,PASSENGER_IN_VEHICLE,6,EDUCATION,West Lynn,-36.92520977,174.66621863,Mount Albert Central,-36.88345034,174.72339665,6.885410225965898,Waitakere,Waitakere
Acacia Bay,Taupo Central West,PASSENGER_IN_VEHICLE,15,EDUCATION,Acacia Bay,-38.70123976,176.01956806,Taupo Central West,-38.6847684,176.07304191,4.9892431189493935,Taupo,Taupo
Manaia-Kapuni,Manaia-Kapuni,PASSENGER_IN_VEHICLE,21,EDUCATION,Manaia-Kapuni,-39.51778061,174.12379578,Manaia-Kapuni,-39.51778061,174.12379578,0.0,South Taranaki,South Taranaki
Upper Riccarton,Sockburn North,PASSENGER_IN_VEHICLE,12,EDUCATION,Upper Riccarton,-43.53514903,172.5690102,Sockburn North,-43.5324799,172.55741654,0.9805906374956816,Christchurch,Christchurch
Wadestown,Karori East,PASSENGER_IN_VEHICLE,6,EDUCATION,Wadestown,-41.26222883,174.77572711,Karori East,-41.28702587,174.747422,3.632908236582905,Wellington,Wellington
Mahora,Mahora,PASSENGER_IN_VEHICLE,54,EDUCATION,Mahora,-39.62404962,176.84888085,Mahora,-39.62404962,176.84888085,0.0,Hastings city,Hastings city
Taemaro-Oruaiti,Taemaro-Oruaiti,PASSENGER_IN_VEHICLE,9,EDUCATION,Taemaro-Oruaiti,-35.02535123,173.57890377,Taemaro-Oruaiti,-35.02535123,173.57890377,0.0,Far North,Far North
Bayview West,Windsor Park,PASSENGER_IN_VEHICLE,9,EDUCATION,Bayview West,-36.77591921,174.70462204,Windsor Park,-36.73975221,174.73568351,4.881626842845379,Waitakere,Waitakere
Peachgrove,Hamilton West,PASSENGER_IN_VEHICLE,9,EDUCATION,Peachgrove,-37.77692046,175.2973258,Hamilton West,-37.80074182,175.2844169,2.881492256777378,Hamilton,Hamilton
Pukehangi South,Western Heights (Rotorua District),PASSENGER_IN_VEHICLE,33,EDUCATION,Pukehangi South,-38.14208034,176.20726579,Western Heights (Rotorua District),-38.12374566,176.22097675,2.3652700842169323,Rotorua,Rotorua
Baverstock,Ormiston North,PASSENGER_IN_VEHICLE,39,EDUCATION,Baverstock,-36.95525862,174.91670173,Ormiston North,-36.96413048,174.91309841,1.037157595764039,Manukau,Manukau
Bishopdale North,Bishopdale North,PASSENGER_IN_VEHICLE,63,EDUCATION,Bishopdale North,-43.48356448,172.58765972,Bishopdale North,-43.48356448,172.58765972,0.0,Christchurch,Christchurch
Marfell,Frankleigh Park,PASSENGER_IN_VEHICLE,12,EDUCATION,Marfell,-39.07502389,174.04711191,Frankleigh Park,-39.08421237,174.07012898,2.234090943218814,New Plymouth,New Plymouth
Judea,Otumoetai South,PASSENGER_IN_VEHICLE,21,EDUCATION,Judea,-37.69516132,176.14345446,Otumoetai South,-37.67691846,176.14437130000005,2.030117239643281,Western Bay of Plenty,Western Bay of Plenty
Marlborough Sounds East,Whitney East,PASSENGER_IN_VEHICLE,9,EDUCATION,Marlborough Sounds East,-41.3212678,174.04011823,Whitney East,-41.52059859,173.95891011,23.175810732570273,Marlborough,Marlborough
Owhata West,Kuirau,PASSENGER_IN_VEHICLE,18,EDUCATION,Owhata West,-38.1297808,176.29121456,Kuirau,-38.13474084,176.24242829,4.3025643119096495,Rotorua,Rotorua
Waimairi Beach,Strowan,PASSENGER_IN_VEHICLE,6,EDUCATION,Waimairi Beach,-43.48124273,172.71946258,Strowan,-43.50761954,172.60874654,9.400223008452572,Christchurch,Christchurch
Ohangai,Turuturu,PASSENGER_IN_VEHICLE,6,EDUCATION,Ohangai,-39.53843359,174.44896319,Turuturu,-39.57067046,174.2791488,14.993549992838268,South Taranaki,South Taranaki
Owhiro Bay,Mount Cook East,PASSENGER_IN_VEHICLE,12,EDUCATION,Owhiro Bay,-41.33789607,174.76120032,Mount Cook East,-41.30251481,174.77750144,4.1630823211428485,Wellington,Wellington
Dannemora North,Ormiston North,PASSENGER_IN_VEHICLE,12,EDUCATION,Dannemora North,-36.94584124,174.91221484,Ormiston North,-36.96413048,174.91309841,2.0351856231332377,Manukau,Manukau
Islington,Hei Hei,PASSENGER_IN_VEHICLE,36,EDUCATION,Islington,-43.53364724,172.50821004,Hei Hei,-43.53393242,172.52261477,1.1616384607027532,Christchurch,Christchurch
Seaview,Timaru Central,PASSENGER_IN_VEHICLE,15,EDUCATION,Seaview,-44.39548712,171.24169589,Timaru Central,-44.39838399,171.2514175,0.8368582985743923,Timaru,Timaru
Botany East,Botany North,PASSENGER_IN_VEHICLE,45,EDUCATION,Botany East,-36.93221968,174.92259922,Botany North,-36.92502363,174.92612028,0.859196268856218,Manukau,Manukau
Dallington,Mairehau South,PASSENGER_IN_VEHICLE,18,EDUCATION,Dallington,-43.51125813,172.67161006,Mairehau South,-43.50208583,172.64539115,2.3476497386739386,Christchurch,Christchurch
Strathern,Georgetown,PASSENGER_IN_VEHICLE,18,EDUCATION,Strathern,-46.42792492,168.36839384,Georgetown,-46.41932389,168.36900636,0.9575425658922022,Invercargill,Invercargill
Saint Andrews West,Forest Lake (Hamilton City),PASSENGER_IN_VEHICLE,6,EDUCATION,Saint Andrews West,-37.75310645,175.25025439,Forest Lake (Hamilton City),-37.77134221,175.25290895,2.041107007875579,Hamilton,Hamilton
Park West,Highbury East,PASSENGER_IN_VEHICLE,9,EDUCATION,Park West,-40.36636017,175.57679046,Highbury East,-40.3613441,175.58624604,0.9761620081449316,Palmerston North,Palmerston North
Pukehangi North,Western Heights (Rotorua District),PASSENGER_IN_VEHICLE,36,EDUCATION,Pukehangi North,-38.13486467,176.2054859,Western Heights (Rotorua District),-38.12374566,176.22097675,1.8342660702550675,Rotorua,Rotorua
Paraparaumu North,Raumati Beach West,PASSENGER_IN_VEHICLE,42,EDUCATION,Paraparaumu North,-40.89457279999999,175.01141009,Raumati Beach West,-40.91582202,174.98216422,3.409370896114193,Kapiti Coast,Kapiti Coast
Postgate,Postgate,PASSENGER_IN_VEHICLE,15,EDUCATION,Postgate,-41.11331454,174.88235004,Postgate,-41.11331454,174.88235004,0.0,Porirua,Porirua
Epsom South,Epsom East,PASSENGER_IN_VEHICLE,9,EDUCATION,Epsom South,-36.90439621,174.7662217,Epsom East,-36.89528995,174.7782585,1.4733952125727534,Waitakere,Waitakere
Maitlands,Nayland,PASSENGER_IN_VEHICLE,21,EDUCATION,Maitlands,-41.30875019,173.24301865,Nayland,-41.30432817,173.23648616,0.7345114554505591,Nelson,Nelson
Otumoetai South,Matua North,PASSENGER_IN_VEHICLE,12,EDUCATION,Otumoetai South,-37.67691846,176.14437130000005,Matua North,-37.66586707,176.12333377,2.2222744871606155,Western Bay of Plenty,Western Bay of Plenty
Aidanfield,Deans Bush,PASSENGER_IN_VEHICLE,6,EDUCATION,Aidanfield,-43.56445434,172.56732388,Deans Bush,-43.52473249,172.59447189,4.9291418553495365,Christchurch,Christchurch
Te Hapara East,Mangapapa East,PASSENGER_IN_VEHICLE,15,EDUCATION,Te Hapara East,-38.6560244,178.01721277,Mangapapa East,-38.64354706,178.02146282,1.4356685020258793,Gisborne,Gisborne
Enderley North,Chartwell,PASSENGER_IN_VEHICLE,18,EDUCATION,Enderley North,-37.76256822,175.29423335,Chartwell,-37.75401103,175.27716940000005,1.7764291058582828,Hamilton,Hamilton
Milson South,Milson North,PASSENGER_IN_VEHICLE,6,EDUCATION,Milson South,-40.33443818,175.60505225,Milson North,-40.32708272,175.60731249,0.8400305241937512,Palmerston North,Palmerston North
Kennedys Bush,Halswell South,PASSENGER_IN_VEHICLE,27,EDUCATION,Kennedys Bush,-43.59666832,172.5839002,Halswell South,-43.58945552,172.56528263,1.7003713724134053,Christchurch,Christchurch
Waiwhetu,Hutt Central South,PASSENGER_IN_VEHICLE,57,EDUCATION,Waiwhetu,-41.22552582,174.91742982,Hutt Central South,-41.21349159,174.90936129,1.4986845862338771,Hutt city,Hutt city
Remuera Abbotts Park,Otahuhu South West,PASSENGER_IN_VEHICLE,6,EDUCATION,Remuera Abbotts Park,-36.88487835,174.81311405,Otahuhu South West,-36.95216719,174.84005503,7.856154778590015,Waitakere,Waitakere
Takaka Hills,Motueka West,PASSENGER_IN_VEHICLE,9,EDUCATION,Takaka Hills,-41.05045126,172.92413331,Motueka West,-41.12544913,172.99560963,10.267845634856275,Tasman,Tasman
Manuherikia-Ida Valleys,Alexandra North,PASSENGER_IN_VEHICLE,9,EDUCATION,Manuherikia-Ida Valleys,-45.0524266,169.7255609,Alexandra North,-45.24363835,169.38984744,33.84095169202304,Central Otago,Central Otago
Forrest Hill East,Takapuna Central,PASSENGER_IN_VEHICLE,9,EDUCATION,Forrest Hill East,-36.76431463,174.75223069999996,Takapuna Central,-36.78202515,174.76947038,2.4972017842365384,Waitakere,Waitakere
Evans Bay,Hataitai North,PASSENGER_IN_VEHICLE,18,EDUCATION,Evans Bay,-41.31155628,174.79670032,Hataitai North,-41.30162529,174.79629811,1.1047866390486738,Wellington,Wellington
Massey South,Massey East,PASSENGER_IN_VEHICLE,24,EDUCATION,Massey South,-36.84994988,174.61625895,Massey East,-36.84348264,174.62057134,0.8150998323652476,Waitakere,Waitakere
Harania North,Mangere West,PASSENGER_IN_VEHICLE,18,EDUCATION,Harania North,-36.96170937,174.8102543,Mangere West,-36.96564384,174.79001448,1.8506934033447624,Manukau,Manukau
Aorere Central,Mangere East,PASSENGER_IN_VEHICLE,27,EDUCATION,Aorere Central,-36.97679381,174.83033475,Mangere East,-36.96930074,174.8391719,1.1447786205279409,Manukau,Manukau
Birchville-Brown Owl,Upper Hutt Central,PASSENGER_IN_VEHICLE,24,EDUCATION,Birchville-Brown Owl,-41.08596013,175.11315290000005,Upper Hutt Central,-41.12711172,175.07626489999996,5.521807809965134,Upper Hutt,Upper Hutt
Thames North,Thames Coast,PASSENGER_IN_VEHICLE,6,EDUCATION,Thames North,-37.13153868,175.54591871,Thames Coast,-37.0047507,175.54379335,14.099441207276385,Thames-Coromandel,Thames-Coromandel
Richmond (Invercargill City),Gladstone (Invercargill City),PASSENGER_IN_VEHICLE,45,EDUCATION,Richmond (Invercargill City),-46.40719619,168.36918138,Gladstone (Invercargill City),-46.39213483,168.35330059,2.070692674290412,Invercargill,Invercargill
Raumati Beach East,Raumati Beach West,PASSENGER_IN_VEHICLE,75,EDUCATION,Raumati Beach East,-40.92186239,174.99270893,Raumati Beach West,-40.91582202,174.98216422,1.1118094322961989,Kapiti Coast,Kapiti Coast
Te Papapa,Royal Oak West (Auckland),PASSENGER_IN_VEHICLE,15,EDUCATION,Te Papapa,-36.91863866,174.79648981,Royal Oak West (Auckland),-36.91008886,174.76931709,2.5961030390157984,Waitakere,Waitakere
Holdens Bay-Rotokawa,Owhata West,PASSENGER_IN_VEHICLE,9,EDUCATION,Holdens Bay-Rotokawa,-38.11483901,176.32505172,Owhata West,-38.1297808,176.29121456,3.394370829969217,Rotorua,Rotorua
Tauranga Hospital,Greerton North,PASSENGER_IN_VEHICLE,9,EDUCATION,Tauranga Hospital,-37.70320853,176.14700706,Greerton North,-37.72989507,176.13764569,3.07953665422444,Western Bay of Plenty,Western Bay of Plenty
Pakuranga Heights North West,Pakuranga Central,PASSENGER_IN_VEHICLE,18,EDUCATION,Pakuranga Heights North West,-36.91160179,174.88861633,Pakuranga Central,-36.91470511,174.87781101,1.0207495555458683,Manukau,Manukau
Crawshaw,Frankton Junction ,PASSENGER_IN_VEHICLE,6,EDUCATION,Crawshaw,-37.77209972,175.23499752,Frankton Junction,-37.79650916,175.26255885,3.6377764788002365,Hamilton,Hamilton
Stanley Point,Narrow Neck,PASSENGER_IN_VEHICLE,6,EDUCATION,Stanley Point,-36.82656718,174.7841077,Narrow Neck,-36.81569367,174.79661047,1.6432986571291308,,Waitakere
Enner Glynn,Rutherford,PASSENGER_IN_VEHICLE,27,EDUCATION,Enner Glynn,-41.31495427,173.26437329,Rutherford,-41.28072441,173.28230759,4.090443683111728,Nelson,Nelson
Southbrook,Rangiora South West,PASSENGER_IN_VEHICLE,6,EDUCATION,Southbrook,-43.32718073,172.59765801,Rangiora South West,-43.3119255,172.5854551,1.9626534634534407,Waimakariri,Waimakariri
Chartwell,Hamilton West,PASSENGER_IN_VEHICLE,6,EDUCATION,Chartwell,-37.75401103,175.27716940000005,Hamilton West,-37.80074182,175.2844169,5.235121999581732,Hamilton,Hamilton
Beach Haven South,Beach Haven West,PASSENGER_IN_VEHICLE,9,EDUCATION,Beach Haven South,-36.80714782,174.69419527,Beach Haven West,-36.79327636,174.68619139,1.6991076524505504,Waitakere,Waitakere
Atawhai,Rutherford,PASSENGER_IN_VEHICLE,45,EDUCATION,Atawhai,-41.24786852,173.31976671,Rutherford,-41.28072441,173.28230759,4.811453893984608,Nelson,Nelson
Buckland,Buckland,PASSENGER_IN_VEHICLE,45,EDUCATION,Buckland,-37.22733765,174.91924064,Buckland,-37.22733765,174.91924064,0.0,Franklin,Franklin
Bastia-Durie Hill,Laird Park,PASSENGER_IN_VEHICLE,9,EDUCATION,Bastia-Durie Hill,-39.93438728,175.06596965,Laird Park,-39.91964278,175.04579452,2.376475782380893,Wanganui,Wanganui
Pukehangi South,Utuhina,PASSENGER_IN_VEHICLE,45,EDUCATION,Pukehangi South,-38.14208034,176.20726579,Utuhina,-38.14249953,176.23214439,2.176195411353114,Rotorua,Rotorua
Ranui Domain,Westgate South,PASSENGER_IN_VEHICLE,9,EDUCATION,Ranui Domain,-36.86589923,174.60427343,Westgate South,-36.82710769,174.60791923,4.325604949187008,Waitakere,Waitakere
Egmont Showgrounds,Turuturu,PASSENGER_IN_VEHICLE,27,EDUCATION,Egmont Showgrounds,-39.57617162,174.26308228,Turuturu,-39.57067046,174.2791488,1.5068105029445733,South Taranaki,South Taranaki
Otara Central,Rongomai East,PASSENGER_IN_VEHICLE,9,EDUCATION,Otara Central,-36.95593456,174.87677994,Rongomai East,-36.97278636,174.89431555,2.436906551369037,Manukau,Manukau
Otorohanga,Te Kawa,PASSENGER_IN_VEHICLE,21,EDUCATION,Otorohanga,-38.18318495,175.21677363,Te Kawa,-38.12026201,175.25944879,7.929600660697851,Otorohanga,Otorohanga
Mount Roskill Central North,Epsom Central-North,PASSENGER_IN_VEHICLE,9,EDUCATION,Mount Roskill Central North,-36.908804,174.74301108,Epsom Central-North,-36.88779009,174.76992615,3.344859237320468,Waitakere,Waitakere
Ranui North,Massey West,PASSENGER_IN_VEHICLE,30,EDUCATION,Ranui North,-36.86005874,174.60220592,Massey West,-36.84988607,174.60742952,1.2229070008037248,Waitakere,Waitakere
Mellons Bay,Cockle Bay,PASSENGER_IN_VEHICLE,15,EDUCATION,Mellons Bay,-36.88715946,174.93040248,Cockle Bay,-36.89765568,174.94328238,1.6352794329343925,Manukau,Manukau
Glendene North,Blockhouse Bay South,PASSENGER_IN_VEHICLE,6,EDUCATION,Glendene North,-36.89209039,174.64903698,Blockhouse Bay South,-36.92531189,174.6983916,5.736026843556639,Waitakere,Waitakere
Ohope,Allandale,PASSENGER_IN_VEHICLE,30,EDUCATION,Ohope,-37.98331205,177.11508716,Allandale,-37.96801926,176.98635382,11.411130092347687,,Whakatane
Matarau,Maungatapere,PASSENGER_IN_VEHICLE,9,EDUCATION,Matarau,-35.66728748,174.20987157,Maungatapere,-35.76206371,174.15473729,11.655049646747864,Whangarei,Whangarei
Ngaruawahia Central,Ngaruawahia Central,PASSENGER_IN_VEHICLE,42,EDUCATION,Ngaruawahia Central,-37.66638305,175.14506504,Ngaruawahia Central,-37.66638305,175.14506504,0.0,Waikato,Waikato
Glen Eden West,Green Bay North,PASSENGER_IN_VEHICLE,24,EDUCATION,Glen Eden West,-36.91301994,174.62881821,Green Bay North,-36.92628317,174.68526542,5.230276895078708,Waitakere,Waitakere
Rolleston North East,Rolleston South East,PASSENGER_IN_VEHICLE,54,EDUCATION,Rolleston North East,-43.59059543,172.39602587,Rolleston South East,-43.61058176,172.40183653,2.271099147381721,Selwyn,Selwyn
Highfield South,Highfield North,PASSENGER_IN_VEHICLE,9,EDUCATION,Highfield South,-44.39352828,171.2178066,Highfield North,-44.38615156,171.22318733,0.9249949228800338,Timaru,Timaru
Paraparaumu East,Paraparaumu Central,PASSENGER_IN_VEHICLE,39,EDUCATION,Paraparaumu East,-40.91934665,175.01186633,Paraparaumu Central,-40.90799495,174.99886348,1.6694637779800672,Kapiti Coast,Kapiti Coast
Stokes Valley North,Stokes Valley North,PASSENGER_IN_VEHICLE,57,EDUCATION,Stokes Valley North,-41.166931700000006,174.99312135,Stokes Valley North,-41.166931700000006,174.99312135,0.0,Hutt city,Hutt city
Pyes Pa South,Bethlehem Central,PASSENGER_IN_VEHICLE,15,EDUCATION,Pyes Pa South,-37.74928473,176.12244347,Bethlehem Central,-37.7065879,176.11498118,4.792816381250019,Western Bay of Plenty,Western Bay of Plenty
New Lynn South,New Lynn Central South,PASSENGER_IN_VEHICLE,21,EDUCATION,New Lynn South,-36.92110202,174.68283768,New Lynn Central South,-36.91380003,174.68227832,0.8134655909006558,Waitakere,Waitakere
Matata-Otakiri,Whakatane West,PASSENGER_IN_VEHICLE,9,EDUCATION,Matata-Otakiri,-37.93846406,176.80043803,Whakatane West,-37.96340527,176.96559282,14.744176334288564,Whakatane,Whakatane
Oaklands-St Kilda,Eureka-Tauwhare,PASSENGER_IN_VEHICLE,6,EDUCATION,Oaklands-St Kilda,-37.87830147,175.48788589,Eureka-Tauwhare,-37.73963043,175.43296094,16.156852472253142,Waipa,Waikato
Wembley Park,Whanganui East-Riverlands,PASSENGER_IN_VEHICLE,18,EDUCATION,Wembley Park,-39.90764024,175.06400242,Whanganui East-Riverlands,-39.92181181,175.06127975,1.5928235461334281,Wanganui,Wanganui
Palmerston,Palmerston,PASSENGER_IN_VEHICLE,45,EDUCATION,Palmerston,-45.48147258,170.70954359,Palmerston,-45.48147258,170.70954359,0.0,Waitaki,Waitaki
Arataki North,Doncaster,PASSENGER_IN_VEHICLE,9,EDUCATION,Arataki North,-37.67104486,176.21679849,Doncaster,-37.71059488,176.29681832,8.301581654563078,Western Bay of Plenty,Western Bay of Plenty
Saint Johns East,Panmure Glen Innes Industrial,PASSENGER_IN_VEHICLE,9,EDUCATION,Saint Johns East,-36.87546729,174.84608811,Panmure Glen Innes Industrial,-36.88365468,174.85076184,1.0008149971678806,Waitakere,Waitakere
Hoon Hay East,Spreydon South,PASSENGER_IN_VEHICLE,6,EDUCATION,Hoon Hay East,-43.56478385,172.60014316,Spreydon South,-43.5582285,172.61334307,1.2894013136870142,Christchurch,Christchurch
Fairfield (Hamilton City),Hillcrest West (Hamilton City),PASSENGER_IN_VEHICLE,6,EDUCATION,Fairfield (Hamilton City),-37.76889278,175.284084,Hillcrest West (Hamilton City),-37.79546663,175.31326581,3.9125834333698792,Hamilton,Hamilton
Wakari,Maryhill,PASSENGER_IN_VEHICLE,9,EDUCATION,Wakari,-45.85838705,170.48621864,Maryhill,-45.89194542,170.47568522,3.8195840386578763,Dunedin,Dunedin
Endeavour,Pauatahanui,PASSENGER_IN_VEHICLE,54,EDUCATION,Endeavour,-41.11459136,174.90415779,Pauatahanui,-41.09485489,174.94674014,4.188746893159832,Porirua,Porirua
Orakei West,Remuera North,PASSENGER_IN_VEHICLE,33,EDUCATION,Orakei West,-36.85708312,174.81525702,Remuera North,-36.86848079999999,174.8040065,1.6149304624368004,Waitakere,Waitakere
Eastern Bays ,Eastbourne,PASSENGER_IN_VEHICLE,93,EDUCATION,Eastern Bays,-41.28078028,174.90926531,Eastbourne,-41.30031562,174.89432219999995,2.5054516959141124,Hutt city,Hutt city
Porirua East,Tawa Central,PASSENGER_IN_VEHICLE,30,EDUCATION,Porirua East,-41.14311394,174.85567585,Tawa Central,-41.17402334,174.82717262,4.1841146721268965,Porirua,Porirua
Mangere West,Mangere West,PASSENGER_IN_VEHICLE,66,EDUCATION,Mangere West,-36.96564384,174.79001448,Mangere West,-36.96564384,174.79001448,0.0,Manukau,Manukau
Abbotsford,Green Island,PASSENGER_IN_VEHICLE,27,EDUCATION,Abbotsford,-45.89815819,170.42263162,Green Island,-45.90709712,170.43736925,1.5127505138598727,Dunedin,Dunedin
Cape Runaway,Opotiki,PASSENGER_IN_VEHICLE,6,EDUCATION,Cape Runaway,-37.85617143,177.78942872,Opotiki,-38.0131159,177.28682473,47.40763350741303,Opotiki,Opotiki
Maheno,Maheno,PASSENGER_IN_VEHICLE,51,EDUCATION,Maheno,-45.27731871,170.70534409,Maheno,-45.27731871,170.70534409,0.0,Waitaki,Waitaki
Newtown South,Mount Victoria,PASSENGER_IN_VEHICLE,12,EDUCATION,Newtown South,-41.32048296,174.78439861,Mount Victoria,-41.29882878,174.78763827,2.4229916351279264,Wellington,Wellington
Puhinui South,Puhinui North,PASSENGER_IN_VEHICLE,12,EDUCATION,Puhinui South,-36.98905465,174.85892926,Puhinui North,-36.98354464,174.86235623,0.6841292660132384,Manukau,Manukau
Howick Central,Half Moon Bay South East,PASSENGER_IN_VEHICLE,9,EDUCATION,Howick Central,-36.89922262,174.92368474,Half Moon Bay South East,-36.89466587,174.90252487,1.948656435122412,Manukau,Manukau
Abbey Caves-Glenbervie,Kamo Central,PASSENGER_IN_VEHICLE,18,EDUCATION,Abbey Caves-Glenbervie,-35.70399025,174.36122936,Kamo Central,-35.68486255,174.30491552,5.512325265471769,Whangarei,Whangarei
Mount Albert West,Mount Albert Central,PASSENGER_IN_VEHICLE,33,EDUCATION,Mount Albert West,-36.88204623,174.70769409,Mount Albert Central,-36.88345034,174.72339665,1.4053010013543377,Waitakere,Waitakere
Akatarawa,Heretaunga,PASSENGER_IN_VEHICLE,9,EDUCATION,Akatarawa,-41.01655002,175.13338376,Heretaunga,-41.13877359,175.01905143,16.6297243574786,Upper Hutt,Upper Hutt
St Clair,Dunedin Central,PASSENGER_IN_VEHICLE,12,EDUCATION,St Clair,-45.9148609,170.47562075,Dunedin Central,-45.87712471,170.50291221,4.6976220465324765,Dunedin,Dunedin
Bluff Hill,Ahuriri,PASSENGER_IN_VEHICLE,18,EDUCATION,Bluff Hill,-39.48081517,176.91538913,Ahuriri,-39.48272533,176.89759358,1.5419704037583346,Napier,Napier
Wainui-Okitu,Mangapapa East,PASSENGER_IN_VEHICLE,18,EDUCATION,Wainui-Okitu,-38.69472117,178.05983754,Mangapapa East,-38.64354706,178.02146282,6.593862888755939,Gisborne,Gisborne
Dairy Flat South,Coatesville,PASSENGER_IN_VEHICLE,12,EDUCATION,Dairy Flat South,-36.6956027,174.67916408,Coatesville,-36.72270876,174.64336292,4.389722158157792,Rodney,Rodney
Awatea North,Hornby West,PASSENGER_IN_VEHICLE,6,EDUCATION,Awatea North,-43.55272616,172.53849075,Hornby West,-43.54456745,172.5156459,2.052509993330511,Christchurch,Christchurch
Cornwall Park,Akina Park,PASSENGER_IN_VEHICLE,18,EDUCATION,Cornwall Park,-39.63081696,176.84243026,Akina Park,-39.65011585,176.8405243,2.152135578527887,Hastings city,Hastings city
Turnbull Thompson Park,Gladstone (Invercargill City),PASSENGER_IN_VEHICLE,9,EDUCATION,Turnbull Thompson Park,-46.4103152,168.38551814,Gladstone (Invercargill City),-46.39213483,168.35330059,3.1921594594927574,Invercargill,Invercargill
Totara Park,Heretaunga,PASSENGER_IN_VEHICLE,15,EDUCATION,Totara Park,-41.1093256,175.08443163,Heretaunga,-41.13877359,175.01905143,6.380645746738809,Upper Hutt,Upper Hutt
Cashmere East,Opawa,PASSENGER_IN_VEHICLE,12,EDUCATION,Cashmere East,-43.57800586,172.64062139,Opawa,-43.55608227,172.66204386,2.986940099650792,Christchurch,Christchurch
Newlands South,Paparangi,PASSENGER_IN_VEHICLE,99,EDUCATION,Newlands South,-41.23454859,174.82124819,Paparangi,-41.21674369,174.81983715,1.983328398612457,Wellington,Wellington
Fenton Park,Glenholme North,PASSENGER_IN_VEHICLE,15,EDUCATION,Fenton Park,-38.15219623,176.25754054,Glenholme North,-38.14741329,176.24606798,1.1354577904160312,Rotorua,Rotorua
