SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2
Glen Eden Rosier,Green Bay North,PASSENGER_IN_VEHICLE,27,EDUCATION,Glen Eden Rosier,-36.91539926,174.63643274,Green Bay North,-36.92628317,174.68526542,4.506601687208428,Waitakere,Waitakere
Ruakaka,Ruakaka,PASSENGER_IN_VEHICLE,30,EDUCATION,Ruakaka,-35.87869623,174.45727498,Ruakaka,-35.87869623,174.45727498,0.0,Whangarei,Whangarei
Remuera Waitaramoa,Remuera Waiata,PASSENGER_IN_VEHICLE,6,EDUCATION,Remuera Waitaramoa,-36.87147136,174.79423523,Remuera Waiata,-36.87744319,174.80437822,1.1202481922698049,Waitakere,Waitakere
Mosgiel East,East Taieri,PASSENGER_IN_VEHICLE,30,EDUCATION,Mosgiel East,-45.86646279,170.36435466,East Taieri,-45.89103385,170.35188942,2.8975728576696187,Dunedin,Dunedin
Pine Hill-Dalmore,Dunedin Central,PASSENGER_IN_VEHICLE,21,EDUCATION,Pine Hill-Dalmore,-45.84825689,170.51388061,Dunedin Central,-45.87712471,170.50291221,3.320416762681573,Dunedin,Dunedin
Glen Eden West,Glen Eden North,PASSENGER_IN_VEHICLE,9,EDUCATION,Glen Eden West,-36.91301994,174.62881821,Glen Eden North,-36.90768225,174.6570296,2.5775074731669947,Waitakere,Waitakere
Hairini,Greerton North,PASSENGER_IN_VEHICLE,21,EDUCATION,Hairini,-37.7321134,176.16271025,Greerton North,-37.72989507,176.13764569,2.2180171270636477,Western Bay of Plenty,Western Bay of Plenty
Wadestown,Crofton Downs,PASSENGER_IN_VEHICLE,6,EDUCATION,Wadestown,-41.26222883,174.77572711,Crofton Downs,-41.25754511,174.76182629,1.2733229195307916,Wellington,Wellington
Omata,Frankleigh Park,PASSENGER_IN_VEHICLE,6,EDUCATION,Omata,-39.09431592,174.01853893,Frankleigh Park,-39.08421237,174.07012898,4.5920582953806015,New Plymouth,New Plymouth
Turanga,Botany North,PASSENGER_IN_VEHICLE,15,EDUCATION,Turanga,-36.96408816,174.98854671,Botany North,-36.92502363,174.92612028,7.046002588969656,Manukau,Manukau
Clendon Park West,Rowandale East,PASSENGER_IN_VEHICLE,27,EDUCATION,Clendon Park West,-37.03235369,174.85926627,Rowandale East,-37.02529361,174.88087913,2.0729846131505747,Franklin,Franklin
Hokowhitu South,Milverton,PASSENGER_IN_VEHICLE,12,EDUCATION,Hokowhitu South,-40.36620394,175.64166717,Milverton,-40.35969543,175.61983251,1.9864812626918853,Palmerston North,Palmerston North
Trents,Newtons Road,PASSENGER_IN_VEHICLE,12,EDUCATION,Trents,-43.59541921,172.46487554,Newtons Road,-43.56941172,172.31944743,12.065600920266016,Selwyn,Selwyn
Aka Aka,Pukekohe Central,PASSENGER_IN_VEHICLE,33,EDUCATION,Aka Aka,-37.29132737,174.77509206,Pukekohe Central,-37.20891954,174.91332549999996,15.286170433366005,Franklin,Franklin
Ngaruawahia South,Horotiu,PASSENGER_IN_VEHICLE,24,EDUCATION,Ngaruawahia South,-37.68072142,175.14339886,Horotiu,-37.70262644,175.20250653,5.7429879488679925,Waikato,Waikato
Everett Park,Waiwhakaiho-Bell Block South,PASSENGER_IN_VEHICLE,6,EDUCATION,Everett Park,-39.22793305,174.18116727,Waiwhakaiho-Bell Block South,-39.03639644,174.16426596,21.3477319292396,New Plymouth,New Plymouth
Ngaruawahia Central,Dinsdale North,PASSENGER_IN_VEHICLE,6,EDUCATION,Ngaruawahia Central,-37.66638305,175.14506504,Dinsdale North,-37.78865021,175.24575574,16.22518956193046,Waikato,Hamilton
Bethlehem North,Bethlehem North,PASSENGER_IN_VEHICLE,90,EDUCATION,Bethlehem North,-37.69058759,176.10753065,Bethlehem North,-37.69058759,176.10753065,0.0,Western Bay of Plenty,Western Bay of Plenty
Kenmure,Arthur Street,PASSENGER_IN_VEHICLE,27,EDUCATION,Kenmure,-45.88684127,170.46858497,Arthur Street,-45.8757494,170.49272725,2.2391100272786355,Dunedin,Dunedin
Ben Cooper Park,Daelyn,PASSENGER_IN_VEHICLE,9,EDUCATION,Ben Cooper Park,-41.34508297,173.17589231,Daelyn,-41.33817502,173.21258863,3.1583640662804817,Tasman,Tasman
Akina Park,Frimley,PASSENGER_IN_VEHICLE,12,EDUCATION,Akina Park,-39.65011585,176.8405243,Frimley,-39.62166848,176.82925988,3.307009815247368,Hastings city,Hastings city
Paraparaumu Beach West,Raumati Beach West,PASSENGER_IN_VEHICLE,33,EDUCATION,Paraparaumu Beach West,-40.89195563,174.98473058,Raumati Beach West,-40.91582202,174.98216422,2.662571567846041,Kapiti Coast,Kapiti Coast
Pyes Pa West,Bellevue,PASSENGER_IN_VEHICLE,15,EDUCATION,Pyes Pa West,-37.75427199,176.1087299,Bellevue,-37.67938337,176.1292392,8.520401915486765,Western Bay of Plenty,Western Bay of Plenty
Pleasant Heights,Victoria,PASSENGER_IN_VEHICLE,15,EDUCATION,Pleasant Heights,-38.12832953,176.20626181,Victoria,-38.1428939,176.24450819999996,3.7164609825796586,Rotorua,Rotorua
Gulf Harbour South,Gulf Harbour North,PASSENGER_IN_VEHICLE,138,EDUCATION,Gulf Harbour South,-36.62319574,174.79598006,Gulf Harbour North,-36.60949658,174.79413674,1.5321354059801704,Rodney,Rodney
Half Moon Bay West,Sunnyhills West-Pakuranga North,PASSENGER_IN_VEHICLE,12,EDUCATION,Half Moon Bay West,-36.88602382,174.89665015,Sunnyhills West-Pakuranga North,-36.9085095,174.87269402,3.2847442939245015,Manukau,Manukau
Northland (Wellington City),Northland (Wellington City),PASSENGER_IN_VEHICLE,69,EDUCATION,Northland (Wellington City),-41.27908062,174.76019207,Northland (Wellington City),-41.27908062,174.76019207,0.0,Wellington,Wellington
Harania South,Mangere Central,PASSENGER_IN_VEHICLE,18,EDUCATION,Harania South,-36.96750095,174.81463304,Mangere Central,-36.97101355,174.79882139,1.4579992873217764,Manukau,Manukau
Stonefields West,Stonefields East,PASSENGER_IN_VEHICLE,60,EDUCATION,Stonefields West,-36.88678029,174.83723014,Stonefields East,-36.88886515,174.84258802,0.5299044442497849,Waitakere,Waitakere
Waerenga,Waerenga,PASSENGER_IN_VEHICLE,21,EDUCATION,Waerenga,-37.42381266,175.30852178,Waerenga,-37.42381266,175.30852178,0.0,Waikato,Waikato
Te Atatu Peninsula West,Te Atatu Peninsula West,PASSENGER_IN_VEHICLE,60,EDUCATION,Te Atatu Peninsula West,-36.84872236,174.64698422,Te Atatu Peninsula West,-36.84872236,174.64698422,0.0,Waitakere,Waitakere
Castor Bay,Albany Central,PASSENGER_IN_VEHICLE,6,EDUCATION,Castor Bay,-36.76039959,174.76178337,Albany Central,-36.72820186,174.70483518,6.210110370741225,Waitakere,Waitakere
Maungawhau,Remuera Waitaramoa,PASSENGER_IN_VEHICLE,12,EDUCATION,Maungawhau,-36.89091675,174.75425547,Remuera Waitaramoa,-36.87147136,174.79423523,4.161698829965812,Waitakere,Waitakere
Glenroy-Hororata,Glenroy-Hororata,PASSENGER_IN_VEHICLE,12,EDUCATION,Glenroy-Hororata,-43.48288665,171.78713574,Glenroy-Hororata,-43.48288665,171.78713574,0.0,Selwyn,Selwyn
Ngaio South,Karori East,PASSENGER_IN_VEHICLE,9,EDUCATION,Ngaio South,-41.2531632,174.77602584,Karori East,-41.28702587,174.747422,4.460126274717067,Wellington,Wellington
Morningside (Whangarei District),Tarewa,PASSENGER_IN_VEHICLE,9,EDUCATION,Morningside (Whangarei District),-35.73638776,174.32005673,Tarewa,-35.7418305,174.30903757,1.1642067032869643,Whangarei,Whangarei
Ngongotaha Valley,Victoria,PASSENGER_IN_VEHICLE,12,EDUCATION,Ngongotaha Valley,-38.14347351,176.15742503,Victoria,-38.1428939,176.24450819999996,7.615821486053524,Rotorua,Rotorua
Wainoni,Wainoni,PASSENGER_IN_VEHICLE,24,EDUCATION,Wainoni,-43.51845163,172.68982292,Wainoni,-43.51845163,172.68982292,0.0,Christchurch,Christchurch
Takapu-Horokiwi,Korokoro,PASSENGER_IN_VEHICLE,6,EDUCATION,Takapu-Horokiwi,-41.18554165,174.85924788,Korokoro,-41.21562751,174.86781402,3.4213000456614533,Porirua,Hutt city
Rangitata,Waitohi (Timaru District),PASSENGER_IN_VEHICLE,12,EDUCATION,Rangitata,-44.11035618,171.32575726,Waitohi (Timaru District),-44.18539597,171.37833391,9.339200264428156,Timaru,Timaru
Whitney West,Redwoodtown West,PASSENGER_IN_VEHICLE,9,EDUCATION,Whitney West,-41.52198108,173.9421136,Redwoodtown West,-41.5299556,173.94858091,1.0373709650079594,Marlborough,Marlborough
Onehunga West,Te Papapa,PASSENGER_IN_VEHICLE,9,EDUCATION,Onehunga West,-36.91965553,174.77421645,Te Papapa,-36.91863866,174.79648981,1.9832954405570968,Waitakere,Waitakere
Te Awamutu Stadium,Sherwin Park,PASSENGER_IN_VEHICLE,24,EDUCATION,Te Awamutu Stadium,-38.0160303,175.31531928,Sherwin Park,-38.01763951,175.33600784,1.8211850569340915,Waipa,Waipa
Wesley West,Hillsborough North (Auckland),PASSENGER_IN_VEHICLE,9,EDUCATION,Wesley West,-36.89875702,174.72646197,Hillsborough North (Auckland),-36.91359172,174.75815493,3.2652360375832195,Waitakere,Waitakere
Havelock Hills,Parkhaven,PASSENGER_IN_VEHICLE,6,EDUCATION,Havelock Hills,-39.68336487,176.88652908,Parkhaven,-39.65455823,176.84825769,4.581539498073928,Hastings city,Hastings city
Papatoetoe Central,Papatoetoe North,PASSENGER_IN_VEHICLE,6,EDUCATION,Papatoetoe Central,-36.97461746,174.85800659,Papatoetoe North,-36.97093119,174.8493612,0.8705579674409206,Manukau,Manukau
Wattle Downs West,Manurewa South,PASSENGER_IN_VEHICLE,15,EDUCATION,Wattle Downs West,-37.05128128,174.87522682,Manurewa South,-37.03138834,174.90040876,3.144574484768259,Franklin,Franklin
Onekawa South,Onekawa East,PASSENGER_IN_VEHICLE,12,EDUCATION,Onekawa South,-39.51636261,176.89173053,Onekawa East,-39.50931627,176.89566416,0.8530938413320186,Hastings,Hastings
Galatea,Galatea,PASSENGER_IN_VEHICLE,30,EDUCATION,Galatea,-38.59477922,176.83164675,Galatea,-38.59477922,176.83164675,0.0,Whakatane,Whakatane
Beerescourt,Peachgrove,PASSENGER_IN_VEHICLE,9,EDUCATION,Beerescourt,-37.76368245,175.26146548,Peachgrove,-37.77692046,175.2973258,3.4787748914672214,Hamilton,Hamilton
Hillcrest North (Auckland),Hillcrest East (Auckland),PASSENGER_IN_VEHICLE,18,EDUCATION,Hillcrest North (Auckland),-36.79003781,174.74379298,Hillcrest East (Auckland),-36.79435426,174.73620436,0.8288495633275991,Waitakere,Waitakere
St Johns Hill West,Egmont Showgrounds,PASSENGER_IN_VEHICLE,9,EDUCATION,St Johns Hill West,-39.92023434,175.030642,Egmont Showgrounds,-39.57617162,174.26308228,75.95905868251025,Wanganui,South Taranaki
Puhinui South,Papatoetoe South West,PASSENGER_IN_VEHICLE,9,EDUCATION,Puhinui South,-36.98905465,174.85892926,Papatoetoe South West,-36.98945511,174.84681066,1.077255564679202,Manukau,Franklin
Onehunga Central,Remuera Waitaramoa,PASSENGER_IN_VEHICLE,6,EDUCATION,Onehunga Central,-36.91974178,174.78709609,Remuera Waitaramoa,-36.87147136,174.79423523,5.4048404986438845,Waitakere,Waitakere
Saint Andrews East,Pukete West,PASSENGER_IN_VEHICLE,12,EDUCATION,Saint Andrews East,-37.75334806,175.26167671,Pukete West,-37.73942064,175.23527085,2.79084092890109,Hamilton,Hamilton
Waihemo,Palmerston,PASSENGER_IN_VEHICLE,24,EDUCATION,Waihemo,-45.39244142,170.55159550000005,Palmerston,-45.48147258,170.70954359,15.807711642178301,Waitaki,Waitaki
Bledisloe Park,Taradale West,PASSENGER_IN_VEHICLE,9,EDUCATION,Bledisloe Park,-39.53439372,176.85652109,Taradale West,-39.52609392,176.83827792,1.816506943871556,Hastings,Hastings
Calton Hill,Caversham,PASSENGER_IN_VEHICLE,12,EDUCATION,Calton Hill,-45.89931896,170.46859234,Caversham,-45.89677117,170.4820345,1.078105762549639,Dunedin,Dunedin
Karamu,Havelock Hills,PASSENGER_IN_VEHICLE,6,EDUCATION,Karamu,-39.62823535,176.88383629,Havelock Hills,-39.68336487,176.88652908,6.134455864568541,Hastings city,Hastings city
Ellerslie South,Newmarket,PASSENGER_IN_VEHICLE,6,EDUCATION,Ellerslie South,-36.90072215,174.8155531,Newmarket,-36.86853889,174.77706299,4.95229434441808,Waitakere,Waitakere
Kumeu Rural West,Whenuapai,PASSENGER_IN_VEHICLE,6,EDUCATION,Kumeu Rural West,-36.79039063,174.52133836,Whenuapai,-36.79162758,174.62143068,8.914053391871752,Rodney,Waitakere
Blockhouse Bay East,Lynfield North,PASSENGER_IN_VEHICLE,18,EDUCATION,Blockhouse Bay East,-36.92106193,174.70934256,Lynfield North,-36.91952771,174.71763043,0.7562615349660462,Waitakere,Waitakere
Oamaru Gardens,Glen Warren,PASSENGER_IN_VEHICLE,27,EDUCATION,Oamaru Gardens,-45.09820391,170.94539726,Glen Warren,-45.09087588,170.9672687,1.9003946772740916,Waitaki,Waitaki
Waldronville,Dunedin Central,PASSENGER_IN_VEHICLE,15,EDUCATION,Waldronville,-45.91984564,170.42553453,Dunedin Central,-45.87712471,170.50291221,7.643270296467602,Dunedin,Dunedin
Broomfield,Avonhead South,PASSENGER_IN_VEHICLE,18,EDUCATION,Broomfield,-43.52505687,172.53013766,Avonhead South,-43.52219969,172.55203263,1.7936729558367843,Christchurch,Christchurch
Bromley South,Woolston North,PASSENGER_IN_VEHICLE,24,EDUCATION,Bromley South,-43.53669331,172.68367216,Woolston North,-43.54092011,172.67524201,0.8262252475274876,Christchurch,Christchurch
Outer Kaiti,Outer Kaiti,PASSENGER_IN_VEHICLE,15,EDUCATION,Outer Kaiti,-38.66939983,178.05655503,Outer Kaiti,-38.66939983,178.05655503,0.0,Gisborne,Gisborne
Karikari Peninsula,Rangaunu Harbour,PASSENGER_IN_VEHICLE,6,EDUCATION,Karikari Peninsula,-34.99527816,173.37873836,Rangaunu Harbour,-34.91627744,173.13744282,23.68004921356153,Far North,Far North
Cape Hill,Buckland,PASSENGER_IN_VEHICLE,6,EDUCATION,Cape Hill,-37.18797047,174.91071330000003,Buckland,-37.22733765,174.91924064,4.442095486923033,Franklin,Franklin
Upper Aramoho,College Estate,PASSENGER_IN_VEHICLE,33,EDUCATION,Upper Aramoho,-39.89595181,175.06983054,College Estate,-39.9305007,175.03470499,4.871672303878029,Wanganui,Wanganui
Palm Beach North,Omanu Beach,PASSENGER_IN_VEHICLE,36,EDUCATION,Palm Beach North,-37.69284374,176.26278414,Omanu Beach,-37.65870852,176.20775005,6.153567086596749,Western Bay of Plenty,Western Bay of Plenty
Manuka,Belmont (Lower Hutt City),PASSENGER_IN_VEHICLE,6,EDUCATION,Manuka,-41.18502912,174.98698353,Belmont (Lower Hutt City),-41.1900686,174.92123901,5.530007647322714,Hutt city,Hutt city
West Plains-Makarewa,Gladstone (Invercargill City),PASSENGER_IN_VEHICLE,15,EDUCATION,West Plains-Makarewa,-46.4816177,168.27903935,Gladstone (Invercargill City),-46.39213483,168.35330059,11.462414944907728,Invercargill,Invercargill
Esplanade,Milverton,PASSENGER_IN_VEHICLE,33,EDUCATION,Esplanade,-40.36732356,175.61429075,Milverton,-40.35969543,175.61983251,0.96949152516626,Palmerston North,Palmerston North
Aurora,Newfield,PASSENGER_IN_VEHICLE,24,EDUCATION,Aurora,-46.42992339,168.38223398,Newfield,-46.41755347,168.38907267,1.4719668082874573,Invercargill,Invercargill
Hobsonville Point,West Harbour West,PASSENGER_IN_VEHICLE,6,EDUCATION,Hobsonville Point,-36.79691625,174.66172203,West Harbour West,-36.81872701,174.62254037,4.248512152233555,Waitakere,Waitakere
Glen Eden Woodglen,Auckland-University,PASSENGER_IN_VEHICLE,6,EDUCATION,Glen Eden Woodglen,-36.9174767,174.64329812,Auckland-University,-36.85143057,174.76906469,13.380985215615675,Waitakere,Waitakere
Johnsonville Central,Khandallah Reserve,PASSENGER_IN_VEHICLE,9,EDUCATION,Johnsonville Central,-41.22372125,174.80743127,Khandallah Reserve,-41.2435098,174.78546517,2.8663031307019105,Wellington,Wellington
Koutu,Hillcrest (Rotorua District),PASSENGER_IN_VEHICLE,15,EDUCATION,Koutu,-38.12154784,176.23823269,Hillcrest (Rotorua District),-38.14990065,176.23465785,3.168154022083177,Rotorua,Rotorua
Opua (Far North District),Paihia,PASSENGER_IN_VEHICLE,6,EDUCATION,Opua (Far North District),-35.32270229,174.10002605,Paihia,-35.28609895,174.09311792,4.118099130462243,Far North,Far North
Richmond North (Christchurch City),Richmond North (Christchurch City),PASSENGER_IN_VEHICLE,15,EDUCATION,Richmond North (Christchurch City),-43.51297088,172.65862627,Richmond North (Christchurch City),-43.51297088,172.65862627,0.0,Christchurch,Christchurch
Colville,Coromandel,PASSENGER_IN_VEHICLE,18,EDUCATION,Colville,-36.69966402,175.48157611,Coromandel,-36.75575844,175.49571548,6.363430059175638,Thames-Coromandel,Thames-Coromandel
Kendallvale,Tamakae,PASSENGER_IN_VEHICLE,42,EDUCATION,Kendallvale,-37.25314449,174.75072659999995,Tamakae,-37.2446936,174.72332941,2.6007006714647862,Franklin,Franklin
Leabank,Manurewa Central,PASSENGER_IN_VEHICLE,33,EDUCATION,Leabank,-37.03219654,174.88734352,Manurewa Central,-37.02111515,174.89147225,1.2855504121141732,Franklin,Franklin
Shiel Hill,Dunedin Central,PASSENGER_IN_VEHICLE,9,EDUCATION,Shiel Hill,-45.88811859,170.54296814,Dunedin Central,-45.87712471,170.50291221,3.332865746159644,Dunedin,Dunedin
Rangitata,Temuka East,PASSENGER_IN_VEHICLE,6,EDUCATION,Rangitata,-44.11035618,171.32575726,Temuka East,-44.24725922,171.29783677,15.38489000341944,Timaru,Timaru
New Windsor North,Epsom Central-North,PASSENGER_IN_VEHICLE,9,EDUCATION,New Windsor North,-36.90238578,174.71253897,Epsom Central-North,-36.88779009,174.76992615,5.355104836481528,Waitakere,Waitakere
Flagstaff North,Silverdale (Hamilton City),PASSENGER_IN_VEHICLE,6,EDUCATION,Flagstaff North,-37.72225897,175.24766938,Silverdale (Hamilton City),-37.79128988,175.32912389,10.497495572200872,Hamilton,Waikato
Half Moon Bay West,Farm Cove,PASSENGER_IN_VEHICLE,51,EDUCATION,Half Moon Bay West,-36.88602382,174.89665015,Farm Cove,-36.89546599,174.88380665,1.5514321011842016,Manukau,Manukau
Papakura North,Rosehill,PASSENGER_IN_VEHICLE,45,EDUCATION,Papakura North,-37.05741406,174.94794613,Rosehill,-37.0807433,174.93811005,2.7369525045408194,Franklin,Franklin
Endeavour,Porirua Central,PASSENGER_IN_VEHICLE,9,EDUCATION,Endeavour,-41.11459136,174.90415779,Porirua Central,-41.14584359,174.82583047,7.423790799228718,Porirua,Porirua
Bishopdale North,Christchurch Central-South,PASSENGER_IN_VEHICLE,6,EDUCATION,Bishopdale North,-43.48356448,172.58765972,Christchurch Central-South,-43.53815861,172.64240289,7.506093346552556,Christchurch,Christchurch
Parkvale,Parkhaven,PASSENGER_IN_VEHICLE,9,EDUCATION,Parkvale,-39.64945934,176.86097554,Parkhaven,-39.65455823,176.84825769,1.227584760953425,Hastings city,Hastings city
Paremoremo East,Paremoremo East,PASSENGER_IN_VEHICLE,21,EDUCATION,Paremoremo East,-36.74982031,174.66020526,Paremoremo East,-36.74982031,174.66020526,0.0,Waitakere,Waitakere
Waterloo West,Hutt Central North,PASSENGER_IN_VEHICLE,33,EDUCATION,Waterloo West,-41.21499593,174.92055257,Hutt Central North,-41.20872236,174.90664869,1.356216760713168,Hutt city,Hutt city
Leamington Central,Leamington South,PASSENGER_IN_VEHICLE,66,EDUCATION,Leamington Central,-37.91053559,175.47246285,Leamington South,-37.91630252,175.46771972,0.7644227773366936,Waipa,Waipa
Lyall Bay,Kilbirnie East,PASSENGER_IN_VEHICLE,6,EDUCATION,Lyall Bay,-41.32710382,174.79417852,Kilbirnie East,-41.32095571,174.80136587,0.9097174376136116,Wellington,Wellington
Long Bay,Long Bay,PASSENGER_IN_VEHICLE,36,EDUCATION,Long Bay,-36.68946348,174.73306962,Long Bay,-36.68946348,174.73306962,0.0,Waitakere,Waitakere
Pahoia,Bethlehem North,PASSENGER_IN_VEHICLE,6,EDUCATION,Pahoia,-37.70302699,175.96812271,Bethlehem North,-37.69058759,176.10753065,12.343388853060233,Western Bay of Plenty,Western Bay of Plenty
Epuni West,Hutt Central South,PASSENGER_IN_VEHICLE,72,EDUCATION,Epuni West,-41.20573675,174.92732065,Hutt Central South,-41.21349159,174.90936129,1.7322231634482654,Hutt city,Hutt city
Birkenhead West,Takapuna West,PASSENGER_IN_VEHICLE,18,EDUCATION,Birkenhead West,-36.80638223,174.71287204,Takapuna West,-36.78910918,174.76117008,4.709870613219908,Waitakere,Waitakere
Mount Cargill,Gardens (Dunedin City),PASSENGER_IN_VEHICLE,39,EDUCATION,Mount Cargill,-45.78374853,170.56970937,Gardens (Dunedin City),-45.85877849,170.51916854,9.216492022913783,Dunedin,Dunedin
Waiotahi,Allandale,PASSENGER_IN_VEHICLE,6,EDUCATION,Waiotahi,-38.04672615,177.2017177,Allandale,-37.96801926,176.98635382,20.79972971434589,Opotiki,Whakatane
Onehunga North,Epsom Central-South,PASSENGER_IN_VEHICLE,18,EDUCATION,Onehunga North,-36.91226992,174.78673711,Epsom Central-South,-36.89675875,174.76787408,2.4057989899658434,Waitakere,Waitakere
Kelvin Grove North,Milverton,PASSENGER_IN_VEHICLE,9,EDUCATION,Kelvin Grove North,-40.32242994,175.6605118,Milverton,-40.35969543,175.61983251,5.390471592580581,Palmerston North,Palmerston North
Victoria,Pomare,PASSENGER_IN_VEHICLE,6,EDUCATION,Victoria,-38.1428939,176.24450819999996,Pomare,-38.15440452,176.2216546,2.3731680507590593,Rotorua,Rotorua
Paihia,Opua (Far North District),PASSENGER_IN_VEHICLE,12,EDUCATION,Paihia,-35.28609895,174.09311792,Opua (Far North District),-35.32270229,174.10002605,4.118099130462243,Far North,Far North
New Lynn Central South,Avondale North (Auckland),PASSENGER_IN_VEHICLE,6,EDUCATION,New Lynn Central South,-36.91380003,174.68227832,Avondale North (Auckland),-36.88954577,174.69562749,2.946607758667924,Waitakere,Waitakere
Pokeno Rural,Bombay Hills,PASSENGER_IN_VEHICLE,57,EDUCATION,Pokeno Rural,-37.27014853,175.00483175,Bombay Hills,-37.17536804,175.0022561,10.541576812804633,Franklin,Franklin
Mount Roskill South,Mount Roskill Central North,PASSENGER_IN_VEHICLE,42,EDUCATION,Mount Roskill South,-36.92449342,174.73008619,Mount Roskill Central North,-36.908804,174.74301108,2.088987782568025,Waitakere,Waitakere
Botany Downs West,Pakuranga Heights East,PASSENGER_IN_VEHICLE,6,EDUCATION,Botany Downs West,-36.90954846,174.91414564,Pakuranga Heights East,-36.90862754,174.89903753,1.3471639333474887,Manukau,Manukau
New Lynn South,Kaurilands,PASSENGER_IN_VEHICLE,18,EDUCATION,New Lynn South,-36.92110202,174.68283768,Kaurilands,-36.92947622,174.65583671,2.5744541524621263,Waitakere,Waitakere
Opaheke,Drury,PASSENGER_IN_VEHICLE,27,EDUCATION,Opaheke,-37.07682576,174.94797761,Drury,-37.10606959,174.93669402,3.4022973951876896,Franklin,Franklin
Birkdale South,Northcote Central (Auckland),PASSENGER_IN_VEHICLE,9,EDUCATION,Birkdale South,-36.80042176,174.70764062,Northcote Central (Auckland),-36.79888947,174.74444417,3.2813287352083527,Waitakere,Waitakere
Highfield North,Watlington,PASSENGER_IN_VEHICLE,9,EDUCATION,Highfield North,-44.38615156,171.22318733,Watlington,-44.40623438,171.23201132,2.3405714523583003,Timaru,Timaru
Hauraki,Bayswater,PASSENGER_IN_VEHICLE,6,EDUCATION,Hauraki,-36.80062296,174.77694957,Bayswater,-36.81411659,174.77797900000004,1.5032196372579851,Waitakere,
Glenview,Glenview,PASSENGER_IN_VEHICLE,51,EDUCATION,Glenview,-37.81914877,175.29054836,Glenview,-37.81914877,175.29054836,0.0,Hamilton,Hamilton
Otara South,Otahuhu South,PASSENGER_IN_VEHICLE,21,EDUCATION,Otara South,-36.96833434,174.87640961,Otahuhu South,-36.94719396,174.84996655,3.3235872189230613,Manukau,Manukau
Blockhouse Bay North East,Lynfield South,PASSENGER_IN_VEHICLE,9,EDUCATION,Blockhouse Bay North East,-36.91483741,174.70821128,Lynfield South,-36.93014096,174.72013007,2.0045650238060118,Waitakere,Waitakere
Ruby Bay-Mapua,Rutherford,PASSENGER_IN_VEHICLE,6,EDUCATION,Ruby Bay-Mapua,-41.24162526,173.08049026,Rutherford,-41.28072441,173.28230759,17.42043494551293,Tasman,Nelson
Mount Taylor,Kimbolton South,PASSENGER_IN_VEHICLE,12,EDUCATION,Mount Taylor,-40.20143326,175.55504652,Kimbolton South,-40.22630659,175.57801558,3.3843052189838483,Manawatu,Manawatu
St Clair,Campus South,PASSENGER_IN_VEHICLE,9,EDUCATION,St Clair,-45.9148609,170.47562075,Campus South,-45.86793792,170.51211679,5.93308792512045,Dunedin,Dunedin
Mapara,Taupo Central East,PASSENGER_IN_VEHICLE,24,EDUCATION,Mapara,-38.65445471,175.97695924,Taupo Central East,-38.68453849,176.08132064,9.658144219925687,Taupo,Taupo
Onekawa East,Nelson Park,PASSENGER_IN_VEHICLE,9,EDUCATION,Onekawa East,-39.50931627,176.89566416,Nelson Park,-39.49765371,176.90801557,1.6747281808864771,Hastings,Hastings
Hinuera,Matamata North,PASSENGER_IN_VEHICLE,6,EDUCATION,Hinuera,-37.87610156,175.72059543,Matamata North,-37.8092195,175.78065623,9.117174727875078,Matamata-Piako,Matamata-Piako
Belmont (Lower Hutt City),Belmont Park,PASSENGER_IN_VEHICLE,12,EDUCATION,Belmont (Lower Hutt City),-41.1900686,174.92123901,Belmont Park,-41.1693145,174.91554299,2.356471817941148,Hutt city,Hutt city
Botany Downs East,Highland Park (Auckland),PASSENGER_IN_VEHICLE,9,EDUCATION,Botany Downs East,-36.91003877,174.92177547,Highland Park (Auckland),-36.90473104,174.90937089,1.2509030787974118,Manukau,Manukau
Wattle Downs West,Somerville,PASSENGER_IN_VEHICLE,6,EDUCATION,Wattle Downs West,-37.05128128,174.87522682,Somerville,-36.91234246,174.93394109,16.305832221553562,Franklin,Manukau
Otahuhu North,Otahuhu South West,PASSENGER_IN_VEHICLE,27,EDUCATION,Otahuhu North,-36.93828521,174.84722011,Otahuhu South West,-36.95216719,174.84005503,1.669780210705455,Waitakere,Waitakere
Redwood East,Bishopdale West,PASSENGER_IN_VEHICLE,12,EDUCATION,Redwood East,-43.47970507,172.62290932,Bishopdale West,-43.48933117,172.57900137,3.7006123982751826,Christchurch,Christchurch
Richmond North (Christchurch City),Mairehau South,PASSENGER_IN_VEHICLE,18,EDUCATION,Richmond North (Christchurch City),-43.51297088,172.65862627,Mairehau South,-43.50208583,172.64539115,1.6137802530692744,Christchurch,Christchurch
Wilkes Park,Daelyn,PASSENGER_IN_VEHICLE,12,EDUCATION,Wilkes Park,-41.34753186,173.18668242,Daelyn,-41.33817502,173.21258863,2.3999509978832005,Tasman,Tasman
Hampstead,Netherby,PASSENGER_IN_VEHICLE,12,EDUCATION,Hampstead,-43.91158863,171.75646729,Netherby,-43.90025621,171.76581085,1.4656716710544455,Ashburton,Ashburton
