SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2
Epsom East,Mount St John,PUBLIC_BUS,27,EDUCATION,Epsom East,-36.89528995,174.7782585,Mount St John,-36.88236812,174.78035947,1.4489398616881095,Waitakere,Waitakere
Highbury East,Roslyn (Palmerston North City),PUBLIC_BUS,12,EDUCATION,Highbury East,-40.3613441,175.58624604,Roslyn (Palmerston North City),-40.33547398,175.62895929,4.623544215236628,Palmerston North,Palmerston North
Conifer Grove East,Rosehill,PUBLIC_BUS,6,EDUCATION,Conifer Grove East,-37.04393764,174.91537177,Rosehill,-37.0807433,174.93811005,4.562904702600085,Franklin,Franklin
Naenae South,Petone East,PUBLIC_BUS,9,EDUCATION,Naenae South,-41.20946486,174.95050323,Petone East,-41.2248184,174.89062655,5.2912432151629805,Hutt city,Hutt city
Naenae Central,Petone East,PUBLIC_BUS,6,EDUCATION,Naenae Central,-41.19973943,174.94956607,Petone East,-41.2248184,174.89062655,5.664255445945967,Hutt city,Hutt city
Hillsborough (Christchurch City),Wharenui,PUBLIC_BUS,6,EDUCATION,Hillsborough (Christchurch City),-43.56038209,172.67013928,Wharenui,-43.53501129,172.58050185,7.7555473489661315,Christchurch,Christchurch
Pakuranga West,Auckland-University,PUBLIC_BUS,30,EDUCATION,Pakuranga West,-36.91819021,174.86882676,Auckland-University,-36.85143057,174.76906469,11.568516907479005,Manukau,Waitakere
Prebbleton,Bush Inn,PUBLIC_BUS,15,EDUCATION,Prebbleton,-43.57865333,172.50783629,Bush Inn,-43.52942223,172.576402,7.778022015822028,Selwyn,Christchurch
Brockville,Dunedin Central,PUBLIC_BUS,12,EDUCATION,Brockville,-45.86689774,170.46160369999996,Dunedin Central,-45.87712471,170.50291221,3.3943077892011955,Dunedin,Dunedin
St James,Hamilton East Village,PUBLIC_BUS,12,EDUCATION,St James,-37.73572255,175.28384883,Hamilton East Village,-37.79028168,175.29324653,6.122685897668518,Hamilton,Hamilton
Karori Park,Wellington University,PUBLIC_BUS,81,EDUCATION,Karori Park,-41.28258876,174.72565725,Wellington University,-41.289084,174.7676253,3.5802408448160152,Wellington,Wellington
St Martins,Ilam University,PUBLIC_BUS,15,EDUCATION,St Martins,-43.5572164,172.6539556,Ilam University,-43.52336127,172.57826459,7.168952012157557,Christchurch,Christchurch
Wainoni,Ilam University,PUBLIC_BUS,9,EDUCATION,Wainoni,-43.51845163,172.68982292,Ilam University,-43.52336127,172.57826459,9.01150085300682,Christchurch,Christchurch
Belfast East,Northlands (Christchurch City),PUBLIC_BUS,42,EDUCATION,Belfast East,-43.44840955,172.63764405,Northlands (Christchurch City),-43.49209266,172.60688807,5.454700755368087,Christchurch,Christchurch
Hataitai North,Strathmore (Wellington City),PUBLIC_BUS,6,EDUCATION,Hataitai North,-41.30162529,174.79629811,Strathmore (Wellington City),-41.33164104,174.82054496,3.9038619842588833,Wellington,Wellington
Vivian West,Newtown West,PUBLIC_BUS,6,EDUCATION,Vivian West,-41.2946931,174.77283972,Newtown West,-41.31289315,174.77608237,2.041799404717004,Wellington,Wellington
Wainuiomata West,Hutt Central South,PUBLIC_BUS,27,EDUCATION,Wainuiomata West,-41.25104641,174.93287708,Hutt Central South,-41.21349159,174.90936129,4.615755262620412,Hutt city,Hutt city
Homedale West,Hutt Central South,PUBLIC_BUS,18,EDUCATION,Homedale West,-41.2741023,174.94976407,Hutt Central South,-41.21349159,174.90936129,7.5387863104565165,Hutt city,Hutt city
Spreydon South,Ilam University,PUBLIC_BUS,9,EDUCATION,Spreydon South,-43.5582285,172.61334307,Ilam University,-43.52336127,172.57826459,4.798545216774092,Christchurch,Christchurch
Hokowhitu East,Esplanade,PUBLIC_BUS,9,EDUCATION,Hokowhitu East,-40.35738577,175.63633044,Esplanade,-40.36732356,175.61429075,2.16981059042868,Palmerston North,Palmerston North
Pakuranga Heights North West,Auckland-University,PUBLIC_BUS,30,EDUCATION,Pakuranga Heights North West,-36.91160179,174.88861633,Auckland-University,-36.85143057,174.76906469,12.56308326324734,Manukau,Waitakere
Greenhithe East,Albany Central,PUBLIC_BUS,9,EDUCATION,Greenhithe East,-36.7641032,174.68932537,Albany Central,-36.72820186,174.70483518,4.224469755637559,Waitakere,Waitakere
Te Atatu South-Edmonton,Te Atatu Peninsula Central,PUBLIC_BUS,9,EDUCATION,Te Atatu South-Edmonton,-36.86466374,174.64220852,Te Atatu Peninsula Central,-36.83605713,174.65174006,3.292030981858515,Waitakere,Waitakere
