SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2
Greenhithe South,Takapuna West,SCHOOL_BUS,15,EDUCATION,Greenhithe South,-36.77162145,174.69430513,Takapuna West,-36.78910918,174.76117008,6.2644444681958475,Waitakere,Waitakere
Karapiro,Cambridge West,SCHOOL_BUS,33,EDUCATION,Karapiro,-37.87109072,175.56894865,Cambridge West,-37.8870045,175.45779762,9.914593799090989,Waipa,Waipa
The Brook,Victory,SCHOOL_BUS,21,EDUCATION,The Brook,-41.3006165,173.29144468,Victory,-41.28580137,173.26988584,2.4408882858273904,Nelson,Nelson
Bell Block East,Spotswood,SCHOOL_BUS,6,EDUCATION,Bell Block East,-39.0162041,174.17002393,Spotswood,-39.07096507,174.02427884,13.98227356249186,New Plymouth,New Plymouth
Hillcrest West (Auckland),Northcote South (Auckland),SCHOOL_BUS,9,EDUCATION,Hillcrest West (Auckland),-36.7978865,174.72830919,Northcote South (Auckland),-36.80649304,174.7385397,1.3211892741639868,Waitakere,Waitakere
Clive,McLean Park,SCHOOL_BUS,18,EDUCATION,Clive,-39.58681014,176.91303792,McLean Park,-39.5083024,176.9160949,8.733596504428673,Hastings city,Hastings
Browns Bay South West,Murrays Bay West,SCHOOL_BUS,6,EDUCATION,Browns Bay South West,-36.72178932,174.72994649,Murrays Bay West,-36.73177873,174.74174762,1.5296990377568656,Waitakere,Waitakere
Matapouri-Tutukaka,Pukenui,SCHOOL_BUS,9,EDUCATION,Matapouri-Tutukaka,-35.59792832,174.47802227,Pukenui,-35.74644668,174.25502298,26.04800717303444,Whangarei,Whangarei
Karori East,Mount Victoria,SCHOOL_BUS,93,EDUCATION,Karori East,-41.28702587,174.747422,Mount Victoria,-41.29882878,174.78763827,3.6071306854137575,Wellington,Wellington
Matamata North,Richmond Downs-Wardville,SCHOOL_BUS,9,EDUCATION,Matamata North,-37.8092195,175.78065623,Richmond Downs-Wardville,-37.71603663,175.7456246,10.809398032597027,Matamata-Piako,Matamata-Piako
Glen Eden Woodglen,Avondale North (Auckland),SCHOOL_BUS,21,EDUCATION,Glen Eden Woodglen,-36.9174767,174.64329812,Avondale North (Auckland),-36.88954577,174.69562749,5.59427245417664,Waitakere,Waitakere
Mandeville-Ohoka,Rangiora North East,SCHOOL_BUS,42,EDUCATION,Mandeville-Ohoka,-43.36686582,172.54447057,Rangiora North East,-43.29742452,172.60089954,8.969541902929308,Waimakariri,Waimakariri
Pirimai East,Mayfair,SCHOOL_BUS,6,EDUCATION,Pirimai East,-39.51832585,176.88243344,Mayfair,-39.64014808,176.86339942,13.643882544300485,Hastings,Hastings city
Muriwai Valley-Bethells Beach,Waimauku,SCHOOL_BUS,51,EDUCATION,Muriwai Valley-Bethells Beach,-36.8197327,174.47032818,Waimauku,-36.7805997,174.46444508,4.382805639827364,Rodney,Rodney
Kaponga-Mangatoki,Taungatara,SCHOOL_BUS,9,EDUCATION,Kaponga-Mangatoki,-39.43452513,174.22980453,Taungatara,-39.44771938,173.97542033,21.894034557275425,South Taranaki,South Taranaki
Ramarama,Rosehill,SCHOOL_BUS,6,EDUCATION,Ramarama,-37.15945142,174.93408164,Rosehill,-37.0807433,174.93811005,8.75922887450988,Franklin,Franklin
Ngapuhi,Kaikohe,SCHOOL_BUS,30,EDUCATION,Ngapuhi,-35.4228326,173.76534835,Kaikohe,-35.40792422,173.79767516,3.365998696020072,Far North,Far North
Te Kuiti West,Aria,SCHOOL_BUS,9,EDUCATION,Te Kuiti West,-38.33639894,175.16019027,Aria,-38.542289200000006,175.02022119,25.937317622465983,Waitomo,Waitomo
Birkenhead North,Northcote Central (Auckland),SCHOOL_BUS,6,EDUCATION,Birkenhead North,-36.80733528,174.72689987,Northcote Central (Auckland),-36.79888947,174.74444417,1.8226120286728664,Waitakere,Waitakere
Catlins,Balclutha South,SCHOOL_BUS,9,EDUCATION,Catlins,-46.45964433,169.46517021,Balclutha South,-46.24449018,169.72255412,31.025507512131966,Clutha,Clutha
Pekerau,Sherwin Park,SCHOOL_BUS,12,EDUCATION,Pekerau,-38.00799642,175.34448965,Sherwin Park,-38.01763951,175.33600784,1.3045690067471822,Waipa,Waipa
Kaiwaka,Maungaturoto,SCHOOL_BUS,90,EDUCATION,Kaiwaka,-36.20144738,174.41954369,Maungaturoto,-36.10952458,174.34693916,12.122985640016177,Kaipara,Kaipara
Brockville,Forbury,SCHOOL_BUS,6,EDUCATION,Brockville,-45.86689774,170.46160369999996,Forbury,-45.90099334,170.49030599,4.394258208333905,Dunedin,Dunedin
Point Chevalier East,Saint Marys Bay,SCHOOL_BUS,18,EDUCATION,Point Chevalier East,-36.86700191,174.71414708,Saint Marys Bay,-36.84071817,174.74666884,4.112746436096065,Waitakere,Waitakere
Tairua,Thames South,SCHOOL_BUS,9,EDUCATION,Tairua,-36.99459914,175.85342329,Thames South,-37.1491222,175.55903757,31.26297732508445,Thames-Coromandel,Thames-Coromandel
Campbells Bay,Albany West,SCHOOL_BUS,21,EDUCATION,Campbells Bay,-36.74954905,174.75627345,Albany West,-36.7414674,174.68787988,6.159808783797529,Waitakere,Waitakere
Wembley Park,Kaitoke-Fordell,SCHOOL_BUS,12,EDUCATION,Wembley Park,-39.90764024,175.06400242,Kaitoke-Fordell,-39.94185467,175.15622153,8.73583856075476,Wanganui,Wanganui
Te Awamutu Stadium,Hamilton East Village,SCHOOL_BUS,12,EDUCATION,Te Awamutu Stadium,-38.0160303,175.31531928,Hamilton East Village,-37.79028168,175.29324653,25.176695549635447,Waipa,Hamilton
Kinleith,Utuhina,SCHOOL_BUS,6,EDUCATION,Kinleith,-38.29131119,175.79670359,Utuhina,-38.14249953,176.23214439,41.484346778227135,South Waikato,Rotorua
Island Bay East,Mount Victoria,SCHOOL_BUS,36,EDUCATION,Island Bay East,-41.33666605,174.77592354,Mount Victoria,-41.29882878,174.78763827,4.31956427111084,Wellington,Wellington
Edendale-Woodlands,Wyndham-Catlins,SCHOOL_BUS,84,EDUCATION,Edendale-Woodlands,-46.3334381,168.67007113,Wyndham-Catlins,-46.47283276,168.99193119999995,29.14319528987156,Southland,Southland
Hauraki Plains South,Paeroa Rural,SCHOOL_BUS,6,EDUCATION,Hauraki Plains South,-37.355292,175.48248555,Paeroa Rural,-37.39345524,175.57864603,9.49792916662672,Hauraki,Hauraki
Ngongotaha Valley,Utuhina,SCHOOL_BUS,9,EDUCATION,Ngongotaha Valley,-38.14347351,176.15742503,Utuhina,-38.14249953,176.23214439,6.535230934660916,Rotorua,Rotorua
Kaikohe,Kerikeri Central,SCHOOL_BUS,6,EDUCATION,Kaikohe,-35.40792422,173.79767516,Kerikeri Central,-35.22507309,173.95096304,24.63391228345261,Far North,Far North
Waipaoa,Te Hapara East,SCHOOL_BUS,6,EDUCATION,Waipaoa,-38.34127548,177.70733968,Te Hapara East,-38.6560244,178.01721277,44.18222619665738,Gisborne,Gisborne
Otaki Beach,Waitohu,SCHOOL_BUS,15,EDUCATION,Otaki Beach,-40.75542681,175.11598727,Waitohu,-40.75979827,175.1672598,4.3458391104557546,Kapiti Coast,Kapiti Coast
Taumarunui Central,Taumarunui North,SCHOOL_BUS,24,EDUCATION,Taumarunui Central,-38.88792031,175.26436605,Taumarunui North,-38.86254762,175.24467641,3.296215120331207,Ruapehu,Ruapehu
Kopurererua,Bethlehem Central,SCHOOL_BUS,12,EDUCATION,Kopurererua,-37.77550916,176.10390836,Bethlehem Central,-37.7065879,176.11498118,7.7252962242123475,Western Bay of Plenty,Western Bay of Plenty
Quail Rise,Frankton,SCHOOL_BUS,15,EDUCATION,Quail Rise,-44.99478952,168.74876096,Frankton,-45.01825697,168.74585281,2.619458219549148,Queenstown-Lakes,Queenstown-Lakes
Mangaonuku,Waipukurau East,SCHOOL_BUS,12,EDUCATION,Mangaonuku,-39.80378374,176.41709256,Waipukurau East,-40.00231546,176.56027065,25.22895715062737,Central Hawke's Bay,Central Hawke's Bay
Longwood Forest,Riverton,SCHOOL_BUS,45,EDUCATION,Longwood Forest,-46.01707924,167.67301087,Riverton,-46.37009983,168.01257180000005,47.159267343561964,Southland,Southland
Wingatui,Seddon Park,SCHOOL_BUS,21,EDUCATION,Wingatui,-45.86700748,170.38627764,Seddon Park,-45.87666031,170.35643822,2.5473740404016314,Dunedin,Dunedin
Kaitoke-Fordell,St Johns Hill East,SCHOOL_BUS,9,EDUCATION,Kaitoke-Fordell,-39.94185467,175.15622153,St Johns Hill East,-39.91309776,175.03958323,10.447210021952596,Wanganui,Wanganui
Taitoko,Donnelly Park,SCHOOL_BUS,15,EDUCATION,Taitoko,-40.63650667,175.2892378,Donnelly Park,-40.61416466,175.27041448,2.94880898725254,Horowhenua,Horowhenua
Pahoia,Bellevue,SCHOOL_BUS,45,EDUCATION,Pahoia,-37.70302699,175.96812271,Bellevue,-37.67938337,176.1292392,14.418431254471633,Western Bay of Plenty,Western Bay of Plenty
Ponsonby West,Remuera North,SCHOOL_BUS,6,EDUCATION,Ponsonby West,-36.85019424,174.73436269,Remuera North,-36.86848079999999,174.8040065,6.521203524914313,Waitakere,Waitakere
Eastern Bays-Banks Peninsula,Diamond Harbour,SCHOOL_BUS,6,EDUCATION,Eastern Bays-Banks Peninsula,-43.67581961,172.93129665,Diamond Harbour,-43.63070411,172.73508181,16.56399233597817,Christchurch,Christchurch
Goodwood Heights,Wiri West,SCHOOL_BUS,6,EDUCATION,Goodwood Heights,-36.99421746,174.89732834,Wiri West,-37.00828264,174.8624367,3.4708158695422764,Franklin,Franklin
Newtons Road,Kirwee,SCHOOL_BUS,12,EDUCATION,Newtons Road,-43.56941172,172.31944743,Kirwee,-43.47484385,172.19966515,14.277571812581954,Selwyn,Selwyn
Taungatara,Opunake,SCHOOL_BUS,75,EDUCATION,Taungatara,-39.44771938,173.97542033,Opunake,-39.45132365,173.85878435,10.022732712189676,South Taranaki,South Taranaki
East Taieri,Dunedin Central,SCHOOL_BUS,6,EDUCATION,East Taieri,-45.89103385,170.35188942,Dunedin Central,-45.87712471,170.50291221,11.791659833143608,Dunedin,Dunedin
Yatton Park,Bethlehem North,SCHOOL_BUS,9,EDUCATION,Yatton Park,-37.72182391,176.14635129,Bethlehem North,-37.69058759,176.10753065,4.8710615882105355,Western Bay of Plenty,Western Bay of Plenty
Winchmore-Wakanui,Allenton North,SCHOOL_BUS,6,EDUCATION,Winchmore-Wakanui,-43.96318598,171.82829097,Allenton North,-43.88205658,171.74512562,11.213742407779424,Ashburton,Ashburton
Kingswell,Gladstone (Invercargill City),SCHOOL_BUS,6,EDUCATION,Kingswell,-46.44101863,168.37099017,Gladstone (Invercargill City),-46.39213483,168.35330059,5.602230595394773,Invercargill,Invercargill
Weston,Glen Warren,SCHOOL_BUS,15,EDUCATION,Weston,-45.08908465,170.93071905,Glen Warren,-45.09087588,170.9672687,2.8761659692210317,Waitaki,Waitaki
Mangaiti,Mangaiti,SCHOOL_BUS,21,EDUCATION,Mangaiti,-37.50073616,175.62867197,Mangaiti,-37.50073616,175.62867197,0.0,Matamata-Piako,Matamata-Piako
Paeroa Rural,Paeroa,SCHOOL_BUS,30,EDUCATION,Paeroa Rural,-37.39345524,175.57864603,Paeroa,-37.37535256,175.67393688,8.656543784988104,Hauraki,Hauraki
Greenhithe West,Windsor Park,SCHOOL_BUS,30,EDUCATION,Greenhithe West,-36.77353411,174.67354745,Windsor Park,-36.73975221,174.73568351,6.689747976131637,Waitakere,Waitakere
Otamatea (Kaipara District),Otamatea (Kaipara District),SCHOOL_BUS,15,EDUCATION,Otamatea (Kaipara District),-36.20622411,174.32331996,Otamatea (Kaipara District),-36.20622411,174.32331996,0.0,Kaipara,Kaipara
Hadlow,Pleasant Point,SCHOOL_BUS,24,EDUCATION,Hadlow,-44.37278751,171.14676587,Pleasant Point,-44.25662164,171.1360097,12.945372639300391,Timaru,Timaru
Ashley-Sefton,Rangiora North East,SCHOOL_BUS,72,EDUCATION,Ashley-Sefton,-43.24549574,172.65358254,Rangiora North East,-43.29742452,172.60089954,7.178775325812563,Waimakariri,Waimakariri
Thames Coast,Ngatea,SCHOOL_BUS,6,EDUCATION,Thames Coast,-37.0047507,175.54379335,Ngatea,-37.27899729,175.4915105,30.844948967309907,Thames-Coromandel,Hauraki
Ngongotaha West,Western Heights (Rotorua District),SCHOOL_BUS,36,EDUCATION,Ngongotaha West,-38.07907701,176.20454377,Western Heights (Rotorua District),-38.12374566,176.22097675,5.170875364965117,Rotorua,Rotorua
Kawaroa,Strandon,SCHOOL_BUS,9,EDUCATION,Kawaroa,-39.06419765,174.06571362,Strandon,-39.05369313,174.09475657,2.7663376493646696,New Plymouth,New Plymouth
Ashley Gorge,Oxford,SCHOOL_BUS,42,EDUCATION,Ashley Gorge,-43.284114,172.07365277,Oxford,-43.2987357,172.18309394,9.005714467287833,Waimakariri,Waimakariri
Wairoa,Mahia,SCHOOL_BUS,12,EDUCATION,Wairoa,-39.03908469,177.41898076,Mahia,-38.98042026,177.71581946,26.464222982391572,Wairoa,Wairoa
Marsden Bay,Ruakaka,SCHOOL_BUS,78,EDUCATION,Marsden Bay,-35.84344323,174.48686898,Ruakaka,-35.87869623,174.45727498,4.741148485069505,Whangarei,Whangarei
Sunnyvale West-Parrs Park,Avondale North (Auckland),SCHOOL_BUS,9,EDUCATION,Sunnyvale West-Parrs Park,-36.9037139,174.63073132,Avondale North (Auckland),-36.88954577,174.69562749,5.982057020849387,Waitakere,Waitakere
Otairi,Otairi,SCHOOL_BUS,42,EDUCATION,Otairi,-39.8895865,175.52547495,Otairi,-39.8895865,175.52547495,0.0,Rangitikei,Rangitikei
Grove Bush,Rosedale,SCHOOL_BUS,39,EDUCATION,Grove Bush,-46.30068372,168.47812714,Rosedale,-46.38971341,168.36796259,13.019573836404414,Southland,Invercargill
Henderson Valley,Henderson North,SCHOOL_BUS,12,EDUCATION,Henderson Valley,-36.90641583,174.56917384,Henderson North,-36.87606154,174.62534230000003,6.028557708834206,Waitakere,Waitakere
Waimauku,Massey West,SCHOOL_BUS,18,EDUCATION,Waimauku,-36.7805997,174.46444508,Massey West,-36.84988607,174.60742952,14.878455955343835,Rodney,Waitakere
Taradale West,Bluff Hill,SCHOOL_BUS,18,EDUCATION,Taradale West,-39.52609392,176.83827792,Bluff Hill,-39.48081517,176.91538913,8.313760112401992,Hastings,Napier
Kohimarama,Mount St John,SCHOOL_BUS,12,EDUCATION,Kohimarama,-36.85773003,174.84092129,Mount St John,-36.88236812,174.78035947,6.043907933099301,Waitakere,Waitakere
Pukemoremore,Silverdale (Hamilton City),SCHOOL_BUS,63,EDUCATION,Pukemoremore,-37.79999562,175.42305312,Silverdale (Hamilton City),-37.79128988,175.32912389,8.309801210041796,Waikato,Waikato
Waimea West,Daelyn,SCHOOL_BUS,6,EDUCATION,Waimea West,-41.32976373,173.08124813,Daelyn,-41.33817502,173.21258863,11.005855391611423,Tasman,Tasman
Waipapa,Riverview,SCHOOL_BUS,12,EDUCATION,Waipapa,-35.2099338,173.91841396,Riverview,-35.20805962,173.9624342,4.0047660761061925,Far North,Far North
East Tamaki Heights,Eastern Beach,SCHOOL_BUS,6,EDUCATION,East Tamaki Heights,-36.9417869,174.92247188,Eastern Beach,-36.87674433,174.91349074,7.276351347809391,Manukau,Manukau
Dobson,Greymouth Central,SCHOOL_BUS,45,EDUCATION,Dobson,-42.48840424,171.41007694,Greymouth Central,-42.45704831,171.19924986,17.63946807828825,Grey,Grey
Redwoodtown West,Springlands,SCHOOL_BUS,9,EDUCATION,Redwoodtown West,-41.5299556,173.94858091,Springlands,-41.50422292,173.93617831,3.041970407790691,Marlborough,Marlborough
Wainui ,Trident,SCHOOL_BUS,27,EDUCATION,Wainui,-38.01390602,177.03388212,Trident,-37.96899468,176.97770942,7.012202712318352,Whakatane,Whakatane
Tui Ridge,Tui Ridge,SCHOOL_BUS,42,EDUCATION,Tui Ridge,-38.01697507,176.12931898,Tui Ridge,-38.01697507,176.12931898,0.0,Rotorua,Rotorua
Mangaroa,Pinehaven,SCHOOL_BUS,15,EDUCATION,Mangaroa,-41.15669260000001,175.11790375,Pinehaven,-41.16844867,175.01768274,8.490984279389979,Upper Hutt,Upper Hutt
Stanley Point,Takapuna West,SCHOOL_BUS,18,EDUCATION,Stanley Point,-36.82656718,174.7841077,Takapuna West,-36.78910918,174.76117008,4.638807479483695,,Waitakere
Tirau,Hautapu,SCHOOL_BUS,9,EDUCATION,Tirau,-37.95916018,175.81429616,Hautapu,-37.87894521,175.44370869,33.709160278440315,South Waikato,Waipa
Drury Rural,Hingaia,SCHOOL_BUS,6,EDUCATION,Drury Rural,-37.11220768,174.97476145,Hingaia,-37.07369960000001,174.91419445,6.8697391267842995,Franklin,Franklin
Totora-Kopu,Thames South,SCHOOL_BUS,27,EDUCATION,Totora-Kopu,-37.16787966,175.56011763,Thames South,-37.1491222,175.55903757,2.087929363811079,Thames-Coromandel,Thames-Coromandel
Hauraki Plains North,Hauraki Plains North,SCHOOL_BUS,27,EDUCATION,Hauraki Plains North,-37.26398219,175.39649071,Hauraki Plains North,-37.26398219,175.39649071,0.0,Hauraki,Hauraki
Bay View,Bluff Hill,SCHOOL_BUS,45,EDUCATION,Bay View,-39.44155622,176.85839471,Bluff Hill,-39.48081517,176.91538913,6.557216010349728,Napier,Napier
Aka Aka,Tamakae,SCHOOL_BUS,30,EDUCATION,Aka Aka,-37.29132737,174.77509206,Tamakae,-37.2446936,174.72332941,6.918789233395271,Franklin,Franklin
Monika Reserve,Tarawera Park,SCHOOL_BUS,12,EDUCATION,Monika Reserve,-38.09544004,176.67500308,Tarawera Park,-38.09034331,176.70935902,3.0594942671794234,Whakatane,Whakatane
Oruru-Parapara,Taumarumaru,SCHOOL_BUS,33,EDUCATION,Oruru-Parapara,-35.03331749,173.46127559,Taumarumaru,-34.99672682,173.50774402,5.87048877559237,Far North,Far North
Highlands Park (New Plymouth District),Westown ,SCHOOL_BUS,6,EDUCATION,Highlands Park (New Plymouth District),-39.08069461,174.10443117,Westown,-39.0747742,174.06011109,3.881922690766556,New Plymouth,New Plymouth
Browns Bay South West,Takapuna West,SCHOOL_BUS,9,EDUCATION,Browns Bay South West,-36.72178932,174.72994649,Takapuna West,-36.78910918,174.76117008,7.985759056428377,Waitakere,Waitakere
Lake Taupo Bays,Marotiri,SCHOOL_BUS,6,EDUCATION,Lake Taupo Bays,-38.87191067,175.73166979,Marotiri,-38.51214377,175.78064218,40.22940663843259,Taupo,Taupo
Manuka,Trentham North,SCHOOL_BUS,6,EDUCATION,Manuka,-41.18502912,174.98698353,Trentham North,-41.1328255,175.04564394,7.603435667230634,Hutt city,Upper Hutt
Avondale (Christchurch City),Avonside,SCHOOL_BUS,9,EDUCATION,Avondale (Christchurch City),-43.50772731,172.69299144,Avonside,-43.52342743,172.67056719999997,2.5134456075531957,Christchurch,Christchurch
Tahuna-Mangateparu,Tahuna-Mangateparu,SCHOOL_BUS,33,EDUCATION,Tahuna-Mangateparu,-37.52132213,175.46480172,Tahuna-Mangateparu,-37.52132213,175.46480172,0.0,Matamata-Piako,Matamata-Piako
Royal Heights North,Massey West,SCHOOL_BUS,12,EDUCATION,Royal Heights North,-36.82851197,174.62774619,Massey West,-36.84988607,174.60742952,2.986231520065787,Waitakere,Waitakere
West Harbour Clearwater Cove,Windsor Park,SCHOOL_BUS,36,EDUCATION,West Harbour Clearwater Cove,-36.81054038,174.63704103,Windsor Park,-36.73975221,174.73568351,11.796004853910592,Waitakere,Waitakere
Cheltenham,Forrest Hill West,SCHOOL_BUS,9,EDUCATION,Cheltenham,-36.82539766,174.80659852,Forrest Hill West,-36.76895837,174.7451352,8.326820375999098,Waitakere,Waitakere
Kauwhata,Roslyn (Palmerston North City),SCHOOL_BUS,6,EDUCATION,Kauwhata,-40.37673467,175.4759989,Roslyn (Palmerston North City),-40.33547398,175.62895929,13.749077291139393,Manawatu,Palmerston North
Waipukurau East,Waipukurau West,SCHOOL_BUS,12,EDUCATION,Waipukurau East,-40.00231546,176.56027065,Waipukurau West,-39.99738364,176.54048302,1.7724869214678274,Central Hawke's Bay,Central Hawke's Bay
Otangiwai-Ohura,Otangiwai-Ohura,SCHOOL_BUS,12,EDUCATION,Otangiwai-Ohura,-38.86696248,175.00298022,Otangiwai-Ohura,-38.86696248,175.00298022,0.0,Ruapehu,Ruapehu
Rolleston South East,Lincoln West,SCHOOL_BUS,42,EDUCATION,Rolleston South East,-43.61058176,172.40183653,Lincoln West,-43.64345571,172.47791199,7.131285582565557,Selwyn,Selwyn
Palm Beach South-Gravatt,Omanu Beach,SCHOOL_BUS,21,EDUCATION,Palm Beach South-Gravatt,-37.69834431,176.27636175,Omanu Beach,-37.65870852,176.20775005,7.475576082910694,Western Bay of Plenty,Western Bay of Plenty
Forrest Hill East,Takapuna West,SCHOOL_BUS,30,EDUCATION,Forrest Hill East,-36.76431463,174.75223069999996,Takapuna West,-36.78910918,174.76117008,2.8696875683520253,Waitakere,Waitakere
Paraite,Welbourn,SCHOOL_BUS,15,EDUCATION,Paraite,-39.05356228,174.16214176,Welbourn,-39.08571024,174.09311599999995,6.948932504960076,New Plymouth,New Plymouth
Lyalldale,Fraser Park,SCHOOL_BUS,12,EDUCATION,Lyalldale,-44.49021445,171.10964227,Fraser Park,-44.39596592,171.23045071,14.205980771554394,Waimate,Timaru
Waiorohi,Pyes Pa South,SCHOOL_BUS,12,EDUCATION,Waiorohi,-37.87712037,176.14775568,Pyes Pa South,-37.74928473,176.12244347,14.387536507775748,Western Bay of Plenty,Western Bay of Plenty
Barrytown,Greymouth Central,SCHOOL_BUS,27,EDUCATION,Barrytown,-42.31021412,171.43339948,Greymouth Central,-42.45704831,171.19924986,25.22761145885117,Grey,Grey
Totara Vale South,Forrest Hill West,SCHOOL_BUS,6,EDUCATION,Totara Vale South,-36.76583308,174.72573604,Forrest Hill West,-36.76895837,174.7451352,1.7625814966726017,Waitakere,Waitakere
Riversdale-Piano Flat,Gore North,SCHOOL_BUS,6,EDUCATION,Riversdale-Piano Flat,-45.48645863,169.03162811,Gore North,-46.09161463,168.93868798,67.67502791406037,Southland,Gore
Levels Valley,Parkside,SCHOOL_BUS,18,EDUCATION,Levels Valley,-44.27189292,171.01446242,Parkside,-44.40469035,171.24632921,23.62389527087037,Timaru,Timaru
Kaimai,Tauranga South,SCHOOL_BUS,60,EDUCATION,Kaimai,-37.88590858,176.02098429,Tauranga South,-37.7084259,176.15681961,23.06347156866933,Western Bay of Plenty,Western Bay of Plenty
Owhanga,Dannevirke West,SCHOOL_BUS,6,EDUCATION,Owhanga,-40.51321329,176.31039241,Dannevirke West,-40.19710678,176.10242336,39.319570832306106,Tararua,Tararua
Greenlane North,Glendowie South,SCHOOL_BUS,9,EDUCATION,Greenlane North,-36.89157675,174.7929571,Glendowie South,-36.8646606,174.8672379,7.253290801235575,Waitakere,Waitakere
Waikanae East,Raumati Beach West,SCHOOL_BUS,15,EDUCATION,Waikanae East,-40.86699218,175.07883134,Raumati Beach West,-40.91582202,174.98216422,9.772765874685604,Kapiti Coast,Kapiti Coast
Waihi Beach-Bowentown,Katikati,SCHOOL_BUS,33,EDUCATION,Waihi Beach-Bowentown,-37.42807039,175.9556145,Katikati,-37.55213437,175.92548294,14.049103751535265,Western Bay of Plenty,Western Bay of Plenty
Waimumu-Kaiwera,Wyndham-Catlins,SCHOOL_BUS,9,EDUCATION,Waimumu-Kaiwera,-46.20791261,169.07308711,Wyndham-Catlins,-46.47283276,168.99193119999995,30.10935635080695,Gore,Southland
Schnapper Rock,Albany Central,SCHOOL_BUS,18,EDUCATION,Schnapper Rock,-36.75623258,174.68691977,Albany Central,-36.72820186,174.70483518,3.5018865688882355,Waitakere,Waitakere
Te Marua,Elderslea,SCHOOL_BUS,6,EDUCATION,Te Marua,-41.08870706,175.14335145,Elderslea,-41.1201997,175.05787956,7.97173511314213,Upper Hutt,Upper Hutt
Waipoua Forest,Waipoua Forest,SCHOOL_BUS,27,EDUCATION,Waipoua Forest,-35.58128435,173.51134902,Waipoua Forest,-35.58128435,173.51134902,0.0,Far North,Far North
Lake Cameron,Riverlea,SCHOOL_BUS,6,EDUCATION,Lake Cameron,-37.85237531,175.29365388,Riverlea,-37.80516292,175.32490337,5.923910773338207,Waipa,Hamilton
Whangaruru,Whangaruru,SCHOOL_BUS,45,EDUCATION,Whangaruru,-35.48991999,174.33501130000005,Whangaruru,-35.48991999,174.33501130000005,0.0,Whangarei,Whangarei
Whenuapai,Albany West,SCHOOL_BUS,21,EDUCATION,Whenuapai,-36.79162758,174.62143068,Albany West,-36.7414674,174.68787988,8.132905683858018,Waitakere,Waitakere
Saint Marys Bay,Mount St John,SCHOOL_BUS,15,EDUCATION,Saint Marys Bay,-36.84071817,174.74666884,Mount St John,-36.88236812,174.78035947,5.51656241250787,Waitakere,Waitakere
Temple View,Melville South,SCHOOL_BUS,27,EDUCATION,Temple View,-37.82263785,175.21910345,Melville South,-37.81569499,175.2785074,5.2747508091427315,Waipa,Hamilton
Puhoi Valley,Kingsway,SCHOOL_BUS,12,EDUCATION,Puhoi Valley,-36.46850912,174.62475233,Kingsway,-36.60606427,174.68651435,16.26031362457562,Rodney,Rodney
Turangi,Taupo Central East,SCHOOL_BUS,9,EDUCATION,Turangi,-38.99284557,175.80606909999997,Taupo Central East,-38.68453849,176.08132064,41.756495096167065,Taupo,Taupo
Goodwood Heights,Somerville,SCHOOL_BUS,33,EDUCATION,Goodwood Heights,-36.99421746,174.89732834,Somerville,-36.91234246,174.93394109,9.66792246946323,Franklin,Manukau
Cambridge Park-River Garden,Cambridge West,SCHOOL_BUS,6,EDUCATION,Cambridge Park-River Garden,-37.90135655,175.44969234,Cambridge West,-37.8870045,175.45779762,1.7471882743007787,Waipa,Waipa
Pahoia,Omokoroa Rural,SCHOOL_BUS,9,EDUCATION,Pahoia,-37.70302699,175.96812271,Omokoroa Rural,-37.655611,176.01466007,6.676189859082929,Western Bay of Plenty,Western Bay of Plenty
Vipond,Orewa South,SCHOOL_BUS,33,EDUCATION,Vipond,-36.61796366,174.7180399,Orewa South,-36.59013546,174.685784,4.226753603719924,Rodney,Rodney
Kingsway,Orewa South,SCHOOL_BUS,12,EDUCATION,Kingsway,-36.60606427,174.68651435,Orewa South,-36.59013546,174.685784,1.772402473926601,Rodney,Rodney
Stanmore Bay West,Orewa South,SCHOOL_BUS,12,EDUCATION,Stanmore Bay West,-36.62300197,174.72724226,Orewa South,-36.59013546,174.685784,5.20102842405259,Rodney,Rodney
Karori East,Eastern Bays ,SCHOOL_BUS,27,EDUCATION,Karori East,-41.28702587,174.747422,Eastern Bays,-41.28078028,174.90926531,13.541020741691312,Wellington,Hutt city
Weston,Oamaru North Milner Park,SCHOOL_BUS,24,EDUCATION,Weston,-45.08908465,170.93071905,Oamaru North Milner Park,-45.06404471,171.0000369,6.1137591379027425,Waitaki,Waitaki
Upper Whanganui,College Estate,SCHOOL_BUS,6,EDUCATION,Upper Whanganui,-39.70091534,175.16952733,College Estate,-39.9305007,175.03470499,28.005601805531338,Wanganui,Wanganui
Bucklands Beach North,Eastern Beach,SCHOOL_BUS,15,EDUCATION,Bucklands Beach North,-36.86068628,174.9037907,Eastern Beach,-36.87674433,174.91349074,1.983141890839516,,Manukau
Granfield Reserve,Whangarei Central,SCHOOL_BUS,15,EDUCATION,Granfield Reserve,-35.69015065,174.29505823,Whangarei Central,-35.72846995,174.32430322,5.012745439983346,Whangarei,Whangarei
