SA2_name_usual_residence_address,number_of_commutes_departing,number_of_commutes_arriving,number_of_people_commuting,average_distance_of_departing_commute,average_distance_of_arriving_commute,total_bicycle_count,total_bus_count,total_ferry_count,total_home_count,total_other_count,total_own_vehicle_count,total_passenger_count,total_train_count,total_walk_or_jog_count,education_bicycle_count,education_bus_count,education_ferry_count,education_home_count,education_other_count,education_own_vehicle_count,education_passenger_count,education_train_count,education_walk_or_jog_count,work_bicycle_count,work_bus_count,work_ferry_count,work_home_count,work_other_count,work_own_vehicle_count,work_passenger_count,work_train_count,work_walk_or_jog_count,common_destination_1,common_destination_2,common_destination_3,common_arrival_1,common_arrival_2,common_arrival_3,bicycle_distance,bus_distance,ferry_distance,home_distance,other_distance,own_vehicle_distance,passenger_distance,train_distance,walk_or_jog_distance
Riccarton East,36,4,438,2.5699920509448804,0.18450145905549808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,1,-990,1.50555258498346,2.6329787740938886,0.0,0.0,0.0,0.0,0.0,0.0,1.3715156462650266
Johnsonville South,36,55,636,4.627222763085153,2.7166456696242802,9,309,0,0,0,0,0,0,531,9,309,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,6,5,4,6,4,3,6.3875928244698885,7.070423412947672,0.0,0.0,0.0,0.0,0.0,5.944086089160429,0.5943723933201526
Miramar North,36,62,525,2.933840063196394,2.8026125767996404,27,0,0,0,0,0,0,0,177,27,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,7,3,3,7,6,4,0.0,3.3492832206660337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onekawa Central,36,40,621,3.8485930142758886,2.0617204218738987,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,6,4,3,6,3,3,2.0770633259916362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9144615680500479
Kew (Dunedin City),36,10,765,3.1114952204378605,1.0818208295783946,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,4,4,1,1,0.0,3.996077846015962,0.0,0.0,0.0,0.0,0.0,0.0,0.993129935745498
Loburn,36,14,1020,16.62802393398036,8.976339219505496,6,84,0,0,0,0,0,0,0,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,6,3,1,0.0,13.917783512417031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suffolk,36,20,1041,3.5226011286302352,3.5826377443352664,6,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,4,4,4,2,1,2.3019727959262046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5280196860515591
Victoria,36,51,762,2.3676384713521177,3.0007358990196575,9,0,0,0,0,0,0,0,90,9,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,6,5,4,6,3,3,1.1691502594876988,2.408227363653112,0.0,0.0,0.0,0.0,0.0,0.0,0.6940161209311785
Chedworth,36,25,774,3.611000130258189,1.7095114244959335,54,0,0,0,0,0,0,0,78,54,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,5,4,3,5,4,3,2.2281518694176885,5.487023048835314,0.0,0.0,0.0,0.0,0.0,0.0,0.9056860043154171
Tamatea West,36,5,726,4.333887220076009,0.19106654510996643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,1,-990,2.201037154023997,5.133138573910163,0.0,0.0,0.0,0.0,0.0,0.0,0.7787471122770446
Queen Street South West,36,215,702,1.5892598274773944,6.5532135132811185,0,18,15,0,0,0,0,6,591,0,18,15,0,0,0,0,6,591,0,0,0,0,0,0,0,0,0,4,3,3,4,4,3,0.0,0.7586715019306063,0.0,0.0,0.0,0.0,0.0,0.0,0.7390531786030685
Parkside,36,61,1128,3.0176130005967448,8.043432615081173,18,222,0,0,0,0,0,0,183,18,222,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,7,6,5,6,4,4,0.8094038756755203,3.2829136638578813,0.0,0.0,0.0,0.0,0.0,0.0,0.907291271672408
Trents,36,19,927,8.625763126044692,4.858891689765724,6,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,4,2,7,2,2,2.721763141746941,5.443526283493882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron and Soldiers Park,36,23,789,2.96135955328768,2.3991972515119193,0,9,0,0,0,0,0,0,30,0,9,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,5,4,5,3,3,1.9095772247371103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747581720800832
Upper Riccarton,36,46,684,3.892633236082079,3.4347845445433562,33,168,0,0,0,0,0,0,228,33,168,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,7,5,4,4,3,3,1.5082008833069298,5.9255661046626695,0.0,0.0,1.5082008833069298,0.0,0.0,0.0,0.8205788709270321
Whalers Gate,36,13,969,4.698701770897316,2.1698995587956977,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,3,4,1,1,2.160653722033073,5.482167495282252,0.0,0.0,0.0,0.0,0.0,0.0,0.9925961213223544
Kaiapoi North West,36,24,672,9.2173948331592,5.987495520701439,9,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6,4,3,6,2,1,2.530144365244764,12.503042258104692,0.0,0.0,0.0,0.0,0.0,0.0,1.054336293113731
Whatawhata East,36,13,1236,8.901680950914045,5.471487168182185,0,12,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,3,3,6,1,1,0.0,8.58752393263491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newbury,36,47,948,4.737463752296948,5.044854296889484,0,36,0,0,0,0,0,0,63,0,36,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,6,3,3,6,3,3,0.0,2.9342250788912745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kumeu Rural East,36,32,729,11.561435536386268,8.516200667016756,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,2,2,5,2,2,0.0,14.84913493198575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seddon Park,36,50,1098,5.2353916239219505,5.802275495641536,27,243,0,0,6,0,0,0,360,27,243,0,0,6,0,0,0,360,0,0,0,0,0,0,0,0,0,6,6,4,6,5,5,0.35012526486882445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6723643199097304
Woodbourne,36,44,1281,14.210422092814433,11.53470380736542,27,30,0,0,0,0,0,0,141,27,30,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,8,5,3,8,3,3,2.0047066489422045,3.923149202972615,0.0,0.0,0.0,0.0,0.0,0.0,81.5286284096975
Evans Bay,36,7,537,2.565245832892237,1.87520214504358,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,3,2,1,1,3.4399067330845763,3.0288926497264836,0.0,0.0,3.4399067330845763,0.0,0.0,0.0,1.3288898386078294
Woodridge,36,2,840,6.172923782435357,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,-990,-990,0.0,7.60671269578,0.0,0.0,9.088408163984571,0.0,0.0,0.0,1.237652380111084
Rangiuru,36,29,1350,13.973523727015534,11.45233423968795,0,81,0,0,15,0,0,0,6,0,81,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,8,5,4,8,4,3,0.0,13.266267826365945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snells Beach,36,25,1431,16.787393332158825,6.578881760388207,21,24,0,0,0,0,0,0,96,21,24,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,9,4,3,9,3,2,0.0,3.724667872253037,0.0,0.0,0.0,0.0,0.0,0.0,1.795936609961089
Mairtown,36,19,960,3.8889836855491566,3.6411741851532575,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,4,3,4,2,2,2.6637523068437168,7.8009109968299875,0.0,0.0,0.0,0.0,0.0,0.0,1.9714431196690767
Bader,36,5,783,2.471466139077423,1.514591380007818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,1,1,1.1850050149550444,2.2001304399983077,0.0,0.0,2.3972765246241394,0.0,0.0,0.0,1.2353719560976015
Whanganui East-Williams Domain,36,20,771,2.852700236643913,1.687538548197086,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,6,6,4,6,3,2,2.805142017654134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0851723908686965
Musselburgh,36,11,735,2.730112921545631,1.8816618913993195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,2,1,2.9202308059434605,3.302297425404402,0.0,0.0,0.0,0.0,0.0,0.0,1.4082466898947945
Maitlands,36,2,1002,3.5498674361978972,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,-990,-990,2.6535321182818707,4.526058409178709,0.0,0.0,5.1672732927347775,0.0,0.0,0.0,1.56036712690506
Allenton North,36,29,1239,6.025927868516496,3.3290938311034273,9,6,0,0,6,0,0,0,72,9,6,0,0,6,0,0,0,72,0,0,0,0,0,0,0,0,0,7,4,4,7,5,3,1.2031274787778043,28.888132516892124,0.0,0.0,0.0,0.0,0.0,0.0,0.990777768836671
Milford Central,35,60,702,5.298454563267892,4.272873169495599,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,6,4,3,4,3,2,1.6254101658726618,8.395030452034613,0.0,0.0,0.0,0.0,0.0,0.0,1.1918340806538144
Rongomai East,35,23,594,5.297955999457402,1.446685538445516,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,4,2,2,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.49555850731561,0.6257002152205252
Marewa West,35,4,705,4.169682512659087,0.8187966805644231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,-990,1.6826850882415672,9.277993455732254,0.0,0.0,0.0,0.0,0.0,0.0,1.2658426409942525
Botany East,35,3,756,7.675827976155447,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,-990,-990,0.0,7.978040349668897,0.0,0.0,0.0,0.0,0.0,16.34407848040102,0.9455483682758518
Motueka East,35,29,1281,8.811496501727985,5.928119657176403,81,0,0,0,0,0,0,0,78,81,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,8,8,3,8,6,5,1.0342113719040082,22.612976031335705,0.0,0.0,0.0,0.0,0.0,0.0,1.4464125927273697
Kimbolton South,35,25,885,7.1232066539448455,3.157141802998469,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,6,5,3,6,3,3,1.398845028612378,12.72870784686042,0.0,0.0,0.0,0.0,0.0,0.0,0.9294789891451867
Porirua East,35,10,645,5.363574381918372,0.9849432012269667,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,5,3,5,1,1,0.0,2.5150820474563957,0.0,0.0,0.0,0.0,0.0,16.300700769720834,1.454409867590753
Matamata South,35,58,2031,11.937201437499937,12.384409975009703,87,351,0,0,0,0,0,0,378,87,351,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,10,5,3,10,8,4,0.41425926588676304,18.307624274344054,0.0,0.0,0.0,0.0,0.0,0.0,0.41425926588676304
Waikuku,35,6,681,11.97407787805901,1.898849317290822,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,1,1,0.0,6.557365092861364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normanby ,35,6,585,3.518516686942518,0.5690324648111087,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,7,6,4,4,1,1,4.482710963583083,4.482710963583083,0.0,0.0,0.0,0.0,0.0,0.0,2.1040778253375456
Taupaki,35,13,639,10.409430959701016,3.3533761881439923,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,2,2,6,2,1,0.0,10.814882208810078,0.0,0.0,0.0,0.0,0.0,19.402154226750298,0.0
Bay View,35,28,1068,9.370666180038336,9.096732267641816,0,114,0,0,0,0,0,0,15,0,114,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,3,2,6,3,3,0.0,5.593782350270624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Brook,35,4,990,3.286963962481796,0.6916788905435145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,3,1,-990,2.8048859876358123,3.5251425917881303,0.0,0.0,2.3399287993544835,0.0,0.0,0.0,2.573981953753419
Onepoto,35,4,753,8.817452104511615,1.0023384693230604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,1,-990,2.405649422124129,5.872584854124622,0.0,0.0,0.0,0.0,0.0,20.299807017382218,1.68097709485973
Glenholme South,35,9,864,1.7657846315924148,1.6357803023798843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,1,1,1.535828208310637,4.054133934142741,0.0,0.0,0.0,0.0,0.0,0.0,1.5294095119265985
Warkworth East,35,29,1425,19.338275222914866,11.332968733232459,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,5,5,2,5,3,3,0.0,2.332471957151504,0.0,0.0,0.0,0.0,0.0,0.0,1.5549813047676693
Bush Road,35,6,1011,8.15710925820246,0.6465236194176308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,2,1,0.0,12.165873378040704,0.0,0.0,1.457587120355038,0.0,0.0,0.0,1.1285073573154853
Papakowhai,35,31,1032,8.179101558006145,4.641333449190704,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,6,4,3,6,3,2,4.584595930394891,7.140000050922966,0.0,0.0,0.0,0.0,0.0,19.3457760899345,0.489277963211366
Whakatane Central,35,67,1443,4.900582575430431,12.835433729974008,81,0,0,0,6,0,0,0,180,81,0,0,0,6,0,0,0,180,0,0,0,0,0,0,0,0,0,10,6,5,10,6,5,1.0692442768672068,2.8555467960061645,0.0,0.0,0.0,0.0,0.0,0.0,1.4643027508129152
Sunshine Bay-Fernhill,35,10,1923,6.02586138284464,6.237263574016913,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,9,6,5,4,1,1,2.0804382200523484,2.6300645240277225,0.0,0.0,0.0,0.0,0.0,0.0,1.8351418170269485
Ngongotaha East,35,9,756,7.612405396845649,2.4714366014469995,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,3,5,1,1,0.0,8.264708970438756,0.0,0.0,0.0,0.0,0.0,0.0,0.9912164932766699
Crofton Downs,35,21,810,3.5175457697559085,2.5681465143488205,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,7,6,3,6,2,2,3.2595792627196603,4.008500727851194,0.0,0.0,3.2595792627196603,0.0,0.0,3.022991092816581,1.0865264209065535
Whitikahu,35,9,1059,16.117267873473775,4.395069772789282,0,48,0,0,48,0,0,0,18,0,48,0,0,48,0,0,0,18,0,0,0,0,0,0,0,0,0,7,3,3,7,1,1,0.0,16.819427058692398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaitake,35,12,999,12.839733806646802,3.6761471528727916,12,81,0,0,9,0,0,0,57,12,81,0,0,9,0,0,0,57,0,0,0,0,0,0,0,0,0,9,4,3,9,3,-990,0.0,12.63190845260802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokorangi,35,14,1056,13.755789221526387,6.329306638358703,0,66,0,0,0,0,0,0,21,0,66,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,4,2,6,2,2,0.0,9.199884015193065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mangarara,35,15,1113,23.956103333537346,9.191738924950986,0,48,0,0,21,0,0,0,36,0,48,0,0,21,0,0,0,36,0,0,0,0,0,0,0,0,0,9,4,3,9,2,1,0.0,23.63542793277146,0.0,0.0,0.0,0.0,0.0,0.0,19.369887525186265
Taieri,35,9,819,9.43450351896886,5.28819193491858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,1,0.0,8.033234515631156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lepperton-Brixton,35,26,975,8.657512636200272,8.63003143021211,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,3,3,6,2,2,0.0,14.57516327644519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clevedon,35,23,726,14.399491338280113,6.750907374450499,0,30,0,0,0,0,0,0,54,0,30,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,7,2,2,7,3,2,0.0,18.72272237362757,0.0,0.0,0.0,0.0,0.0,30.586084233388554,0.0
Te Hapara North,35,69,945,2.1085298287467795,6.394133376280251,36,225,0,0,0,0,0,0,216,36,225,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,7,5,3,7,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019872658433244
Pukehangi South,35,5,1209,3.9841100168376524,0.8150992874670285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,2.176195411353114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surfdale,35,30,1038,10.674332031450987,2.4834329175127237,42,120,6,0,0,0,0,0,120,42,120,6,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,10,5,4,10,5,5,0.0,0.0,22.461471706473795,0.0,2.8486507206886875,0.0,0.0,0.0,0.6760522252756025
Paraparaumu Beach East,35,29,1026,11.701709040133236,2.407752575937796,42,0,0,0,9,0,0,0,231,42,0,0,0,9,0,0,0,231,0,0,0,0,0,0,0,0,0,8,4,4,8,5,4,1.0164469218354817,2.516437809772266,0.0,0.0,0.0,0.0,0.0,46.59497202203223,0.7623351913766112
Wakefield,35,14,1257,13.37551292328287,8.034936783310402,30,27,0,0,0,0,0,0,72,30,27,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,7,4,3,7,3,3,0.0,18.182049910516085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whakatane West,35,32,1413,4.428367398142079,5.3873908153960635,51,78,0,0,0,0,0,0,120,51,78,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,7,6,5,7,4,4,1.6373625736710322,2.225024101773485,0.0,0.0,0.0,0.0,0.0,0.0,0.8704447729917584
Park West,35,2,693,3.2636530480862853,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,-990,-990,3.4968218183228537,3.8077228429848735,0.0,0.0,0.0,0.0,0.0,0.0,0.9761620081449316
Greenmeadows South,35,24,807,4.516148846334168,2.8247686399277776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,2,2,2.43359250028536,5.551745875543356,0.0,0.0,0.0,0.0,0.0,0.0,1.374292060951357
Morningside (Whangarei District),35,36,999,3.3589102037673655,5.9116961883173325,0,9,0,0,0,0,0,0,42,0,9,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,6,6,3,6,3,2,0.0,5.975089371113027,0.0,0.0,0.0,0.0,0.0,0.0,0.9206097796661338
Tikorangi,35,42,999,14.674890407169674,17.59150655178695,0,57,0,0,12,0,0,0,30,0,57,0,0,12,0,0,0,30,0,0,0,0,0,0,0,0,0,8,4,3,8,3,3,0.0,15.666935607417889,0.0,0.0,0.0,0.0,0.0,0.0,3.3214515724879488
Toi Toi,35,2,741,2.863334123378878,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,2,-990,-990,2.096107967464758,0.0,0.0,0.0,2.2118888949460187,0.0,0.0,0.0,1.6993110072949034
Massey Road South,35,2,441,4.364070420960423,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,-990,-990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.201327045748837,0.9984744946276485
Huntly West,35,25,852,11.890376358924371,4.87081392965125,6,87,0,0,0,0,0,0,213,6,87,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,10,5,4,10,5,4,1.550101638564067,5.6609110333872925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fordlands,35,6,666,3.3670923258272962,0.0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,3,3,6,-990,-990,0.0,2.229724162531584,0.0,0.0,0.0,0.0,0.0,0.0,1.047572240250115
Mayfield,35,15,771,6.892206800136172,5.549157381168717,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,5,4,5,2,1,1.6945151460031063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077943214883207
Milson North,35,8,1023,4.197044882252318,2.9076234358941013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,2,1,1.334868365477501,8.839890704632761,0.0,0.0,3.1551014275129723,0.0,0.0,0.0,1.4936107665685234
Bombay Hills,34,31,951,16.02820561429687,6.610807670981425,0,27,0,0,0,0,0,0,39,0,27,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,7,3,3,7,3,3,0.0,8.60385870173754,0.0,0.0,0.0,0.0,0.0,41.54681222023019,0.0
Mona Vale,34,42,558,2.4497873754521424,4.079522969573792,75,39,0,0,0,0,0,0,177,75,39,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,5,5,3,5,3,2,1.8300818195736852,3.1624621304838723,0.0,0.0,0.0,0.0,0.0,0.0,0.8180222398145226
Kumeu Rural West,34,7,648,14.171012176721497,4.046203550168529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,1,0.0,16.386468016259272,0.0,0.0,0.0,0.0,0.0,23.071790849117473,0.0
Titoki,34,24,960,3.1570996097208495,3.684557428729663,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,5,4,5,2,2,2.254199907015431,0.0,0.0,0.0,3.1593889215731066,0.0,0.0,0.0,1.6906499302615734
Otara Central,34,297,678,3.393916085441244,7.577157241401497,0,375,0,0,0,0,0,63,249,0,375,0,0,0,0,0,63,249,0,0,0,0,0,0,0,0,0,8,3,3,8,6,5,0.0,0.0,0.0,0.0,2.1726285242983816,0.0,0.0,15.058665727517793,0.33860943681309924
Allenton South,34,14,1119,3.880741692612068,3.0229031272095326,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,5,4,4,2,1,1.35477239745562,0.0,0.0,0.0,1.3936169159704161,0.0,0.0,0.0,1.4402911792167565
Green Bay North,34,65,567,7.810788784475136,3.3577047115746703,0,294,0,0,0,0,0,0,504,0,294,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,5,2,2,5,5,4,0.0,11.172164410246012,0.0,0.0,0.0,0.0,0.0,12.05980472102396,0.0
Concord,34,6,726,3.6523498674385406,0.31304044714936996,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,4,3,4,1,1,0.0,2.5639125919239323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Rural,34,9,996,10.217529153129927,2.466639905049624,6,27,0,0,0,0,0,0,6,6,27,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,5,3,7,1,1,5.78403368900436,9.177513167244168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pukerua Bay,34,7,891,14.32002630945553,0.0,24,0,0,0,0,0,0,0,84,24,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,7,3,3,7,-990,-990,0.0,16.940483043995705,0.0,0.0,0.0,0.0,0.0,23.416961154165946,0.0
Kawaha,34,16,822,3.1558209584559362,1.2719491802398226,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,6,4,3,6,2,2,3.3480159499395024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7227951483140118
Ngaruawahia South,34,10,696,9.294455453381113,1.0123507253462924,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,6,3,2,6,2,1,0.0,13.816402879600492,0.0,0.0,0.0,0.0,0.0,0.0,0.7515888458384072
Whangaruru,34,10,1092,18.015825542724052,4.57670876745159,0,51,0,0,6,0,0,0,21,0,51,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,8,3,3,8,1,1,0.0,19.18600208470475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plimmerton,34,34,912,13.435892211564548,3.8926762397609016,18,12,0,0,0,0,0,0,138,18,12,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,7,3,3,7,4,4,0.0,12.17485301983834,0.0,0.0,0.0,0.0,0.0,22.304318365652403,0.0
Mount Cargill,34,8,1011,8.239428592827895,2.8493742831667115,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,4,3,6,1,1,0.0,9.216492022913783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huntly Rural,34,23,957,13.991142240708326,6.9152981163051255,0,72,0,0,24,0,0,0,6,0,72,0,0,24,0,0,0,6,0,0,0,0,0,0,0,0,0,8,4,4,8,4,4,0.0,14.08281553433177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deanwell,34,21,807,2.9562302757553383,1.9539458609495093,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,5,5,4,5,3,3,0.6407639582985851,3.9595905648004712,0.0,0.0,0.0,0.0,0.0,0.0,1.7372068807630512
Westgate South,34,32,504,8.868871010541255,2.597167215142965,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,5,2,2,5,3,3,0.0,9.634666254808673,0.0,0.0,0.0,0.0,0.0,0.0,1.3113541910887123
