SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
Epsom North,North Harbour,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,Epsom North,-36.87695838,174.77070996,North Harbour,-36.74630474,174.71502975,15.350369999215904,Waitakere,Waitakere,Auckland,Auckland,21946
Petone Central,Thorndon,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,21,Petone Central,-41.22362356,174.86969444,Thorndon,-41.27246445,174.77422734,9.65382593696916,Hutt city,Wellington,Wellington,Wellington,3868
Whitiora,Te Rapa South,-999,78,9,6,-999,-999,-999,-999,-999,-999,105,Whitiora,-37.77756896,175.27048029,Te Rapa South,-37.76141322,175.24114614,3.1425026248441603,Hamilton,Hamilton,Waikato,Waikato,1678
Matapihi,Tauranga Central,-999,21,-999,-999,-999,-999,9,-999,-999,-999,36,Matapihi,-37.69819147,176.19717384,Tauranga Central,-37.67947411,176.16704264,3.3706572016958543,Western Bay of Plenty,,Bay of Plenty,,1000
Omahu-Pakowhai,Karamu,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Omahu-Pakowhai,-39.56659265,176.82024777,Karamu,-39.62823535,176.88383629,8.755913170799197,Hastings city,Hastings city,Hawke's Bay,Hawke's Bay,1232
Holmwood,Jellie Park,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Holmwood,-43.519344,172.6084094,Jellie Park,-43.51329391,172.58360326,2.110370664015825,Christchurch,Christchurch,Canterbury,Canterbury,6019
Kenmure,Dunedin Central,-999,174,24,30,18,-999,-999,21,-999,-999,270,Kenmure,-45.88684127,170.46858497,Dunedin Central,-45.87712471,170.50291221,2.868430433313536,Dunedin,Dunedin,Otago,Otago,1041
