lat,lon
-39.70091534,175.16952733
-35.46801387,173.48438703
-44.5949764,170.59314374
-40.86935481,172.57195655
-40.91709663,175.45136445
-45.89093509,168.02614043
-39.84344675,174.90288293
-44.68367445,169.18201076
-46.19250679,168.05347842
-36.03330412,174.45082085
-45.0524266,169.7255609
-44.85372568,171.00103288
-45.5465414,168.37465706
-39.94160872,176.31273142
-41.49668834,173.12155468
-35.54715526,173.80536516
-42.78693668,170.96082934
-36.08477059,174.14649781
-39.11630156,175.37193356
-37.36416985,174.87549359
-45.62493912,170.53249892
-40.00817686,175.69603871
-45.06213909,170.69741781
-41.24935169,172.85150896
-46.60724545,168.33224564
-40.65364269,175.79396455
-43.8561873,171.06857118
-39.53843359,174.44896319
-38.51214377,175.78064218
-36.59353204,174.31227374
-38.45839327,175.27657366
-46.24535244,168.33027044
-41.21981971,175.45862537
-35.12407747,173.44813792
-38.4322622,178.15682921
-39.19745874,176.64300698
-41.3212678,174.04011823
-46.12386918,168.92050206
-41.76073382,171.60950019
-42.19710797,173.64408497
-38.92321069,174.62433902
-46.14486071,168.32382512
-39.43904821,174.49347034
-41.71793751,173.30406264
-37.85617143,177.78942872
-41.12544913,172.99560963
-46.94043601,167.85855017
-35.36879174,174.22606034
-46.48269183,168.60409879
-35.12178170000001,173.26717397
-46.00268489,168.31789888
-36.12486297,174.57648718
-39.24071688,174.62972523
-36.31614337,174.47831639
-37.81138720000001,174.8538483
-35.87696287,173.97089153
-36.98413362,175.15196852
-45.2810906,169.25086935
-42.53316595,172.49761343
-45.93568773,170.20271369
-38.68443198,176.26217734
-39.11310251,174.87225419
-44.72202963,171.04779397
-35.65301955,174.0023164
-38.3265856,176.19950049
-38.59477922,176.83164675
-40.21019552,176.10213546
-35.89588695,174.21595621
-44.72734758,168.35593395
-39.59566818,175.89442958
-38.07908632,178.14017739
-36.46348663,174.48881947
-37.23726446,175.66087396
-37.88322634,174.93821165
-42.43145547,171.68813975
-35.93920158,173.86524045
-45.27731871,170.70534409
-39.31360193,173.87159509999995
-37.17526649,175.83010048
-44.09890946,168.84205126
-36.25433822,174.62638047
-43.39853546,172.28813683
-41.37490301,175.45793738
-38.25985712,175.35339708
-43.93299669,170.30583782
-35.72900181,173.65124289
-45.06411975,169.17047641
-41.25619764,173.62635385
-43.84175281,172.95321591
-35.49406405,173.95266307
-34.91627744,173.13744282
-43.66455634,171.77355459
-39.61067493,174.74556695
-44.06044997,171.05797729
-42.09611412,173.2944504
-36.75575844,175.49571548
-37.94949244,176.66958968
-38.45166436,174.80364536
-39.47575154,176.49801476
-37.57098670000001,175.31718590000003
-37.27897408,175.21484861
-42.87811794,171.30442912
-45.96604044,168.98043741
-36.20109801,175.42316367
-38.67842084,177.63331484
-42.98563474,172.94683521
-35.0629133,173.84991312
-45.48147258,170.70954359
-44.47627247,169.40951568
-36.82143931,175.6736582
-35.28834375,173.61780248
-38.71838874,176.47059091
-39.78384701,174.57529167
-38.28225314,177.02173872
-43.78081842,172.72633833
-38.52137003,176.09477746
-38.79568211,177.34997241
-46.14666172,169.61562874
-43.65857485,172.03741575
-40.07201708,175.91250803
-39.41156448,175.41465037
-39.67806733,175.79677339
-46.47283276,168.99193119999995
-39.62634976,176.29699518
-42.4127248,173.67667951
-40.47250224,175.97682513
-40.11138214,176.15105007
-41.7281935,171.86681611
-44.49962787,170.93976175
-40.20716661,176.53337716
-35.15410315,173.74331968
-37.11354894,175.27611278
-45.39244142,170.55159550000005
-37.99001963,175.59740495
-45.25282329,170.02086908
-40.89750912,172.92321196
-44.89434996,170.50210901
-44.47471306,169.95056342
-40.30073659,176.21621287
-38.07790098,174.95930582
-38.98042026,177.71581946
-46.12167234,169.96750182
-43.34568833,171.90320308
-41.88459953,172.4650349
-39.36236325,175.16766499
-34.50545276,172.77554997
-38.20378355,177.38215021
-45.63286905,170.1227055
-40.0113956,175.25773896
-38.45393088,176.70638789
-38.28518422,175.55136504
-35.29006863,173.46362668
-42.79494631,173.22267123
-42.6790058,171.13822806
-39.1604937,174.39053007
-37.89305456,176.49614474
-41.29229662,172.26451215
-40.91901694,175.98994746
-45.83535422,169.21290702
-41.50890922,172.78826525
-38.09897589,175.54852216
-41.21809101,175.86448451
-45.88283856,169.71507443
-37.87153608,175.87306966
-39.46984453,175.67763799
-43.12462587,172.56403398
-42.17196452,171.99565878
-42.64453066,172.95870738
-45.26618632,167.98136027
-35.47825535,174.14132759999995
-44.94314357,169.28090388
-38.11299371,176.04767789
-43.48288665,171.78713574
-37.46326144,174.78022151
-36.97215776,175.71637026
-45.58227059,169.42667896
-43.68469309,170.89087582
-46.37009983,168.01257180000005
-44.83712994,168.71544041
-36.10952458,174.34693916
-43.63301935,171.64267984
-37.86680632,178.19588547
-45.74921739,168.61002109
-35.48716638,173.62952632
-42.66149957,171.69470271
-42.55654451,171.28646793
-44.26855663,170.09376847
-39.42926305,175.27603962
-46.23295914,169.36302838
-42.52300220000001,172.82303493
-38.542289200000006,175.02022119
-43.09058185,170.78199705
-39.01763369,177.54176403
-43.06891577,171.67275517
-45.44172667,167.75405657
-38.43903714,176.350431
-43.77987148,-176.36796277
-38.9717569,177.05706012
-39.18581719,175.74164069
-42.93387941,172.54733326
-43.25841799,170.43905254
-39.45132365,173.85878435
-44.09701087,170.82535345
-43.61327906,169.84261384
-37.68457303,178.25309634
