SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
Bruce,Dunedin Central,-999,36,6,-999,-999,-999,-999,-999,-999,-999,45,Bruce,-46.07247342,170.08655606,Dunedin Central,-45.87712471,170.50291221,38.8208950115636,Clutha,Dunedin,Otago,Otago,13
Milton,Dunedin Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Milton,-46.12167234,169.96750182,Dunedin Central,-45.87712471,170.50291221,49.49549208758371,Clutha,Dunedin,Otago,Otago,10
Benhar-Stirling,Balclutha South,-999,66,18,6,-999,-999,-999,-999,-999,-999,93,Benhar-Stirling,-46.23721671,169.77798335,Balclutha South,-46.24449018,169.72255412,4.3388610613363285,Clutha,Clutha,Otago,Otago,32
Lindis-Nevis Valleys,Lindis-Nevis Valleys,381,123,48,9,-999,-999,-999,15,-999,-999,576,Lindis-Nevis Valleys,-44.94314357,169.28090388,Lindis-Nevis Valleys,-44.94314357,169.28090388,0.0,Central Otago,Central Otago,Otago,Otago,14
Cromwell West,Lindis-Nevis Valleys,-999,114,30,9,-999,-999,-999,9,-999,-999,165,Cromwell West,-45.06411975,169.17047641,Lindis-Nevis Valleys,-44.94314357,169.28090388,16.010357508606827,Central Otago,Central Otago,Otago,Otago,22
Alexandra North,Lindis-Nevis Valleys,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Alexandra North,-45.24363835,169.38984744,Lindis-Nevis Valleys,-44.94314357,169.28090388,34.490519231177764,Central Otago,Central Otago,Otago,Otago,38
Albert Town,Queenstown Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Albert Town,-44.68367445,169.18201076,Queenstown Central,-45.0327315,168.65460343,56.873379209780644,Queenstown-Lakes,Queenstown-Lakes,Otago,Otago,75
Outer Wakatipu,Queenstown Central,-999,69,-999,-999,-999,-999,-999,-999,-999,-999,78,Outer Wakatipu,-44.83712994,168.71544041,Queenstown Central,-45.0327315,168.65460343,22.27085746304133,Queenstown-Lakes,Queenstown-Lakes,Otago,Otago,7
Kingston,Queenstown Central,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,Kingston,-45.19619152,168.51305704,Queenstown Central,-45.0327315,168.65460343,21.30095866854467,Queenstown-Lakes,Queenstown-Lakes,Otago,Otago,6
Frankton,Queenstown Central,-999,192,30,9,60,-999,18,15,-999,9,336,Frankton,-45.01825697,168.74585281,Queenstown Central,-45.0327315,168.65460343,7.349834294886826,Queenstown-Lakes,Queenstown-Lakes,Otago,Otago,176
Glenorchy,Warren Park,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Glenorchy,-44.72734758,168.35593395,Warren Park,-45.02264371,168.66173004,40.728164756408574,Queenstown-Lakes,Queenstown-Lakes,Otago,Otago,4
Lumsden-Balfour,Frankton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Lumsden-Balfour,-45.74921739,168.61002109,Frankton,-45.01825697,168.74585281,81.9684012616098,Southland,Queenstown-Lakes,Southland,Otago,8
Manuherikia-Ida Valleys,Cromwell West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Manuherikia-Ida Valleys,-45.0524266,169.7255609,Cromwell West,-45.06411975,169.17047641,43.619339968382434,Central Otago,Central Otago,Otago,Otago,8
Earnscleugh,Cromwell West,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Earnscleugh,-45.2810906,169.25086935,Cromwell West,-45.06411975,169.17047641,24.935540139535338,Central Otago,Central Otago,Otago,Otago,6
Teviot Valley,Cromwell West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Teviot Valley,-45.58227059,169.42667896,Cromwell West,-45.06411975,169.17047641,60.998194845914966,Central Otago,Central Otago,Otago,Otago,5
Outer Wanaka,Wanaka Central,-999,24,9,-999,-999,-999,-999,-999,-999,-999,36,Outer Wanaka,-44.47627247,169.40951568,Wanaka Central,-44.70519427,169.14994952,32.717304693119004,Queenstown-Lakes,Queenstown-Lakes,Otago,Otago,5
Cardrona,Wanaka Central,-999,39,15,-999,-999,-999,-999,-999,-999,-999,60,Cardrona,-44.78255502,169.04972633,Wanaka Central,-44.70519427,169.14994952,11.689716621069934,Queenstown-Lakes,Queenstown-Lakes,Otago,Otago,6
West Otago,West Otago,552,225,72,15,-999,-999,6,57,-999,27,954,West Otago,-45.83535422,169.21290702,West Otago,-45.83535422,169.21290702,0.0,Clutha,Clutha,Otago,Otago,10
Waikaka,West Otago,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Waikaka,-45.96604044,168.98043741,West Otago,-45.83535422,169.21290702,23.12492858424089,Gore,Clutha,Southland,Otago,12
Gore South,Gore Main,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Gore South,-46.12386918,168.92050206,Gore Main,-46.10427676,168.9374566,2.5405136975362463,Gore,Gore,Southland,Southland,65
Riversdale-Piano Flat,Gore Main,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Riversdale-Piano Flat,-45.48645863,169.03162811,Gore Main,-46.10427676,168.9374566,69.08508774502185,Southland,Gore,Southland,Southland,8
Wyndham-Catlins,Gore Main,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Wyndham-Catlins,-46.47283276,168.99193119999995,Gore Main,-46.10427676,168.9374566,41.194761083340985,Southland,Gore,Southland,Southland,11
Waimumu-Kaiwera,Gore Main,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Waimumu-Kaiwera,-46.20791261,169.07308711,Gore Main,-46.10427676,168.9374566,15.554224617681935,Gore,Gore,Southland,Southland,12
Te Anau,Invercargill Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Anau,-45.4135156,167.72303047,Invercargill Central,-46.41489239,168.32850731,120.79824507556488,Southland,Invercargill,Southland,Southland,11
Longwood Forest,Invercargill Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Longwood Forest,-46.01707924,167.67301087,Invercargill Central,-46.41489239,168.32850731,67.08401541773108,Southland,Invercargill,Southland,Southland,7
Ohai-Nightcaps,Invercargill Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Ohai-Nightcaps,-45.89093509,168.02614043,Invercargill Central,-46.41489239,168.32850731,62.74425158994335,Southland,Invercargill,Southland,Southland,8
Oreti River,Invercargill Central,-999,30,9,-999,-999,-999,-999,-999,-999,-999,42,Oreti River,-46.00268489,168.31789888,Invercargill Central,-46.41489239,168.32850731,45.84265134240301,Southland,Invercargill,Southland,Southland,12
Otautau,Invercargill Central,-999,54,12,-999,-999,-999,-999,-999,-999,-999,69,Otautau,-46.19250679,168.05347842,Invercargill Central,-46.41489239,168.32850731,32.52428648340005,Southland,Invercargill,Southland,Southland,13
Hedgehope,Invercargill Central,-999,21,6,-999,-999,-999,-999,-999,-999,-999,30,Hedgehope,-46.12903119,168.56584014,Invercargill Central,-46.41489239,168.32850731,36.6487684932082,Southland,Invercargill,Southland,Southland,7
Winton,Invercargill Central,-999,51,21,-999,-999,-999,-999,-999,-999,-999,75,Winton,-46.14486071,168.32382512,Invercargill Central,-46.41489239,168.32850731,30.02830883902681,Southland,Invercargill,Southland,Southland,16
Waianiwa,Invercargill Central,-999,57,15,-999,-999,-999,-999,-999,-999,-999,72,Waianiwa,-46.24535244,168.33027044,Invercargill Central,-46.41489239,168.32850731,18.85246834669649,Southland,Invercargill,Southland,Southland,10
Riverton,Invercargill Central,-999,45,12,-999,-999,-999,-999,-999,-999,-999,57,Riverton,-46.37009983,168.01257180000005,Invercargill Central,-46.41489239,168.32850731,24.736561514952363,Southland,Invercargill,Southland,Southland,7
Edendale-Woodlands,Invercargill Central,-999,57,18,-999,-999,-999,-999,-999,-999,-999,81,Edendale-Woodlands,-46.3334381,168.67007113,Invercargill Central,-46.41489239,168.32850731,27.725377409048942,Southland,Invercargill,Southland,Southland,11
Awarua Plains,Invercargill Central,-999,33,12,-999,-999,-999,-999,-999,-999,-999,45,Awarua Plains,-46.48269183,168.60409879,Invercargill Central,-46.41489239,168.32850731,22.419598800217344,Southland,Invercargill,Southland,Southland,6
Bluff,Invercargill Central,-999,87,18,-999,-999,-999,-999,-999,-999,-999,114,Bluff,-46.60724545,168.33224564,Invercargill Central,-46.41489239,168.32850731,21.390597495827024,Invercargill,Invercargill,Southland,Southland,7
Clinton,Gore Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Clinton,-46.23295914,169.36302838,Gore Central,-46.09988752,168.94520063,35.41599635076549,Clutha,Gore,Otago,Southland,4
Clutha Valley,Clinton,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Clutha Valley,-46.14666172,169.61562874,Clinton,-46.23295914,169.36302838,21.683302700169314,Clutha,Clutha,Otago,Otago,6
Catlins,Clinton,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Catlins,-46.45964433,169.46517021,Clinton,-46.23295914,169.36302838,26.397396074944506,Clutha,Clutha,Otago,Otago,5
Mararoa,Fiordland,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mararoa,-45.26618632,167.98136027,Fiordland,-45.35169124,167.36187219,49.36898607833393,Southland,Southland,Southland,Southland,5
Mossburn,Te Anau,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Mossburn,-45.5465414,168.37465706,Te Anau,-45.4135156,167.72303047,52.91355569248848,Southland,Southland,Southland,Southland,4
