SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2
Balclutha North,Balclutha South,DRIVE_COMPANY_VEHICLE,54,EDUCATION,Balclutha North,-46.23245645,169.75291719999996,Balclutha South,-46.24449018,169.72255412,2.6913939760874017,Clutha,Clutha
Summerland North,Penrose,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Summerland North,-36.87595448,174.61345826,Penrose,-36.91999811,174.82258914,19.230651097413887,Waitakere,Waitakere
Bellevue,Bellevue,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Bellevue,-37.67938337,176.1292392,Bellevue,-37.67938337,176.1292392,0.0,Western Bay of Plenty,Western Bay of Plenty
Cashmere West,Cashmere West,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Cashmere West,-43.57398844,172.62274596,Cashmere West,-43.57398844,172.62274596,0.0,Christchurch,Christchurch
Hauraki,North Harbour,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Hauraki,-36.80062296,174.77694957,North Harbour,-36.74630474,174.71502975,8.179036056024662,Waitakere,Waitakere
Westport Rural,Westport South,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Westport Rural,-41.78172508,171.64675725,Westport South,-41.76073382,171.60950019,3.8722892356272216,Buller,Buller
Rolleston North West,Hornby Central,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Rolleston North West,-43.60086348,172.36340669999996,Hornby Central,-43.53921804,172.53566342,15.47830930782951,Selwyn,Christchurch
Takanini South,Newmarket,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Takanini South,-37.04157360000001,174.93888309,Newmarket,-36.86853889,174.77706299,24.019769457668644,Franklin,Waitakere
Cockle Bay,Newmarket,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Cockle Bay,-36.89765568,174.94328238,Newmarket,-36.86853889,174.77706299,15.134016728996425,Manukau,Waitakere
Te Marua,Upper Hutt Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Te Marua,-41.08870706,175.14335145,Upper Hutt Central,-41.12711172,175.07626489999996,7.058912500765555,Upper Hutt,Upper Hutt
Papakura Kelvin,Manukau Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Papakura Kelvin,-37.05933436,174.96239449,Manukau Central,-36.99138991,174.86947528,11.18583672414509,Franklin,Manukau
Point Chevalier West,Ellerslie West,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Point Chevalier West,-36.86564859,174.70246177,Ellerslie West,-36.89897117,174.80612464,9.936616662214359,Waitakere,Waitakere
Bethlehem North,Tauriko,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Bethlehem North,-37.69058759,176.10753065,Tauriko,-37.75604256,176.09165915,7.410918552738838,Western Bay of Plenty,Western Bay of Plenty
New Windsor South,North Harbour,DRIVE_COMPANY_VEHICLE,6,EDUCATION,New Windsor South,-36.90852211,174.71637156,North Harbour,-36.74630474,174.71502975,18.038143921303238,Waitakere,Waitakere
Waiorohi,Tauranga Central,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Waiorohi,-37.87712037,176.14775568,Tauranga Central,-37.67947411,176.16704264,22.042533542392874,Western Bay of Plenty,
Rolleston South East,Rolleston Izone,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Rolleston South East,-43.61058176,172.40183653,Rolleston Izone,-43.58400200000001,172.37100014,3.860234293418813,Selwyn,Selwyn
Wilkes Park,Brightwater,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Wilkes Park,-41.34753186,173.18668242,Brightwater,-41.37680724,173.09986171,7.943453815740062,Tasman,Tasman
Pokeno,Pukekohe Central,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Pokeno,-37.24416888,175.02021530000005,Pukekohe Central,-37.20891954,174.91332549999996,10.243456594540042,Franklin,Franklin
Mangapapa South,Hexton,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Mangapapa South,-38.64907911,178.0142546,Hexton,-38.62021616,177.96813152,5.133231282808786,Gisborne,Gisborne
Oaklands West,Sydenham Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Oaklands West,-43.56943685,172.54947090000005,Sydenham Central,-43.54360725,172.6376644,7.6652659322456,Christchurch,Christchurch
Fraser Street,Te Awamutu North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Fraser Street,-38.02172341,175.32426247,Te Awamutu North,-37.99873125,175.32167082,2.566674305969524,Waipa,Waipa
Papanui North,Middleton,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Papanui North,-43.48926229,172.5969871,Middleton,-43.54208461,172.58331091,5.9762073741935575,Christchurch,Christchurch
Mangere Bridge,Auckland Airport,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Mangere Bridge,-36.94356976,174.78854005,Auckland Airport,-36.9891029,174.77400859,5.2250612876655405,Manukau,Manukau
Helensburgh,Dunedin Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Helensburgh,-45.84936353,170.48340641,Dunedin Central,-45.87712471,170.50291221,3.436606269826786,Dunedin,Dunedin
Glendale,Wainuiomata Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Glendale,-41.2429916,174.95473935,Wainuiomata Central,-41.26139998,174.94068073,2.3603261210281157,Hutt city,Hutt city
Pukekohe West,Manukau Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Pukekohe West,-37.20097025,174.88803986,Manukau Central,-36.99138991,174.86947528,23.362364225222997,Franklin,Manukau
Karori South,Pipitea-Kaiwharawhara,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Karori South,-41.28902351,174.73328551,Pipitea-Kaiwharawhara,-41.27624822,174.78772639,4.76566740733437,Wellington,Wellington
Malvern,Hornby Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Malvern,-43.5022149,172.63050731,Hornby Central,-43.53921804,172.53566342,8.683928952521889,Christchurch,Christchurch
Paeroa Rural,Paeroa Rural,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Paeroa Rural,-37.39345524,175.57864603,Paeroa Rural,-37.39345524,175.57864603,0.0,Hauraki,Hauraki
Arakura,Hutt Central North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Arakura,-41.23870795,174.94479641,Hutt Central North,-41.20872236,174.90664869,4.6147846220823645,Hutt city,Hutt city
Waitohi (Marlborough District),Waitohi (Marlborough District),DRIVE_COMPANY_VEHICLE,54,EDUCATION,Waitohi (Marlborough District),-41.2943994,173.99961791,Waitohi (Marlborough District),-41.2943994,173.99961791,0.0,Marlborough,Marlborough
St Albans North,St Albans North,DRIVE_COMPANY_VEHICLE,9,EDUCATION,St Albans North,-43.5100332,172.63729113,St Albans North,-43.5100332,172.63729113,0.0,Christchurch,Christchurch
Baverstock,East Tamaki,DRIVE_COMPANY_VEHICLE,30,EDUCATION,Baverstock,-36.95525862,174.91670173,East Tamaki,-36.93823242,174.88712871,3.2389721132680185,Manukau,Manukau
Pihauatua,Palmerston North Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Pihauatua,-40.45284951,175.60466791,Palmerston North Central,-40.35537702,175.61010962,10.8482362631541,Palmerston North,Palmerston North
Hokowhitu South,Tremaine,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Hokowhitu South,-40.36620394,175.64166717,Tremaine,-40.33969042,175.59865691,4.687743931158901,Palmerston North,Palmerston North
Bryndwr South,Christchurch Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Bryndwr South,-43.5066813,172.59635325,Christchurch Central,-43.53243368,172.63601635,4.292752048810971,Christchurch,Christchurch
Ararimu,Pukekohe Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Ararimu,-37.14686222,175.08246983,Pukekohe Central,-37.20891954,174.91332549999996,16.497935193297288,Franklin,Franklin
Bayview East,Bayview East,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Bayview East,-36.76999591,174.71337437,Bayview East,-36.76999591,174.71337437,0.0,Waitakere,Waitakere
Wellsford,Silverdale Central (Auckland),DRIVE_COMPANY_VEHICLE,9,EDUCATION,Wellsford,-36.2928483,174.52152782,Silverdale Central (Auckland),-36.62402013,174.67493059999995,39.29719017366868,Rodney,Rodney
Waiatarua,Henderson Central,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Waiatarua,-36.92234659,174.59471127,Henderson Central,-36.88968581,174.62928426,4.75803811462183,Waitakere,Waitakere
Mount Wellington West,Mount Wellington West,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Mount Wellington West,-36.91116791,174.82771093,Mount Wellington West,-36.91116791,174.82771093,0.0,Waitakere,Waitakere
Takaka Hills,Motueka West,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Takaka Hills,-41.05045126,172.92413331,Motueka West,-41.12544913,172.99560963,10.267845634856275,Tasman,Tasman
Te Awamutu Stadium,Frankton Junction ,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Te Awamutu Stadium,-38.0160303,175.31531928,Frankton Junction,-37.79650916,175.26255885,24.844661361457707,Waipa,Hamilton
Totara Park,Petone Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Totara Park,-41.1093256,175.08443163,Petone Central,-41.22362356,174.86969444,22.014366406992846,Upper Hutt,Hutt city
Springvale East,Whanganui Central,DRIVE_COMPANY_VEHICLE,33,EDUCATION,Springvale East,-39.92557706,175.02322505,Whanganui Central,-39.93513676,175.04701799,2.290369390762002,Wanganui,Wanganui
Kopurererua,Tauranga Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Kopurererua,-37.77550916,176.10390836,Tauranga Central,-37.67947411,176.16704264,12.035900906793525,Western Bay of Plenty,
Britannia,Nelson Central-Trafalgar,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Britannia,-41.26846575,173.27030449999995,Nelson Central-Trafalgar,-41.27273863,173.28210878,1.094985883634707,Nelson,Nelson
Bell Block East,Waiwhakaiho-Bell Block South,DRIVE_COMPANY_VEHICLE,42,EDUCATION,Bell Block East,-39.0162041,174.17002393,Waiwhakaiho-Bell Block South,-39.03639644,174.16426596,2.2997180602128378,New Plymouth,New Plymouth
Makino,Palmerston North Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Makino,-40.20622477,175.56555066,Palmerston North Central,-40.35537702,175.61010962,17.010258223760008,Manawatu,Palmerston North
Crawshaw,Te Rapa North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Crawshaw,-37.77209972,175.23499752,Te Rapa North,-37.73226423,175.22072362,4.603842728926606,Hamilton,Hamilton
Donovan Park,Avenal,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Donovan Park,-46.37529256,168.35657113,Avenal,-46.40074343,168.35272935,2.8453063333989466,Invercargill,Invercargill
Waikouaiti,Waikouaiti,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Waikouaiti,-45.60312292,170.66725767,Waikouaiti,-45.60312292,170.66725767,0.0,Dunedin,Dunedin
Hauraki,Wairau Valley ,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Hauraki,-36.80062296,174.77694957,Wairau Valley,-36.77355541,174.73453173,4.829858080941965,Waitakere,Waitakere
Acacia Bay,Acacia Bay,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Acacia Bay,-38.70123976,176.01956806,Acacia Bay,-38.70123976,176.01956806,0.0,Taupo,Taupo
Victory,Nelson Central-Trafalgar,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Victory,-41.28580137,173.26988584,Nelson Central-Trafalgar,-41.27273863,173.28210878,1.7756752454128968,Nelson,Nelson
Bayview East,North Harbour,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Bayview East,-36.76999591,174.71337437,North Harbour,-36.74630474,174.71502975,2.638462416382485,Waitakere,Waitakere
Rolleston South East,Sockburn South,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Rolleston South East,-43.61058176,172.40183653,Sockburn South,-43.5449149,172.56350496,14.930373857700653,Selwyn,Christchurch
Lake Manuwai-Kapiro,Kerikeri Central,DRIVE_COMPANY_VEHICLE,33,EDUCATION,Lake Manuwai-Kapiro,-35.18267324,173.86535013,Kerikeri Central,-35.22507309,173.95096304,9.095869218805976,Far North,Far North
Mount Cargill,Mount Cargill,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Mount Cargill,-45.78374853,170.56970937,Mount Cargill,-45.78374853,170.56970937,0.0,Dunedin,Dunedin
Welcome Bay South,Gate Pa,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Welcome Bay South,-37.73637425,176.19743547,Gate Pa,-37.71588753,176.13556748,5.898842686419338,Western Bay of Plenty,Western Bay of Plenty
Longlands-Pukahu,Omahu Strip,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Longlands-Pukahu,-39.67130041,176.82499355,Omahu Strip,-39.61309296,176.78725679,7.2341077609581586,Hastings,Hastings city
The Wood,The Wood,DRIVE_COMPANY_VEHICLE,6,EDUCATION,The Wood,-41.26709294,173.29239874,The Wood,-41.26709294,173.29239874,0.0,Nelson,Nelson
Massey South,Kumeu-Huapai,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Massey South,-36.84994988,174.61625895,Kumeu-Huapai,-36.76998293,174.54286666,11.034343067638568,Waitakere,Rodney
Belmont (Auckland),Wairau Valley ,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Belmont (Auckland),-36.80517747,174.78818395,Wairau Valley,-36.77355541,174.73453173,5.932138184972754,Waitakere,Waitakere
Blockhouse Bay North,New Lynn Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Blockhouse Bay North,-36.91452187,174.69660926,New Lynn Central,-36.90748467,174.68596571,1.227919510240522,Waitakere,Waitakere
Matawaia-Taumarere,Matawaia-Taumarere,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Matawaia-Taumarere,-35.49406405,173.95266307,Matawaia-Taumarere,-35.49406405,173.95266307,0.0,Far North,Far North
Burwood,Burwood,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Burwood,-43.49555459,172.68488895,Burwood,-43.49555459,172.68488895,0.0,Christchurch,Christchurch
Kimbolton South,Tremaine,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Kimbolton South,-40.22630659,175.57801558,Tremaine,-40.33969042,175.59865691,12.72870784686042,Manawatu,Palmerston North
Waitikiri,Lancaster Park,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Waitikiri,-43.46773853,172.6744824,Lancaster Park,-43.5413884,172.6534567,8.363216105174835,Christchurch,Christchurch
Leamington Central,Te Rapa North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Leamington Central,-37.91053559,175.47246285,Te Rapa North,-37.73226423,175.22072362,29.696337451502263,Waipa,Hamilton
Mount Holdsworth,Masterton Central,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Mount Holdsworth,-40.91709663,175.45136445,Masterton Central,-40.95047108,175.66167048,18.052138966756576,Carterton,Masterton
Te Aroha East,Te Aroha West,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Te Aroha East,-37.53376025,175.70924175,Te Aroha West,-37.55101925,175.70065739,2.0629652053807974,Matamata-Piako,Matamata-Piako
Eastern Bays ,Alicetown-Melling,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Eastern Bays,-41.28078028,174.90926531,Alicetown-Melling,-41.21402786,174.89365185,7.536437755368844,Hutt city,Hutt city
Nayland,Nelson Central-Trafalgar,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Nayland,-41.30432817,173.23648616,Nelson Central-Trafalgar,-41.27273863,173.28210878,5.183476232911013,Nelson,Nelson
Waimairi Beach,Bromley North,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Waimairi Beach,-43.48124273,172.71946258,Bromley North,-43.53482145,172.70629272,6.051615961397332,Christchurch,Christchurch
Brookfield East,Mount Maunganui Central,DRIVE_COMPANY_VEHICLE,27,EDUCATION,Brookfield East,-37.68730456,176.14143485,Mount Maunganui Central,-37.66423891,176.19448097,5.3266533019316435,Western Bay of Plenty,Western Bay of Plenty
Orewa North,Penrose,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Orewa North,-36.58108865,174.67586463,Penrose,-36.91999811,174.82258914,39.88791711797379,Rodney,Waitakere
Stokes Valley North,Gracefield,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Stokes Valley North,-41.166931700000006,174.99312135,Gracefield,-41.24017306,174.91075379,10.668181987828918,Hutt city,Hutt city
Shotover Country,Frankton,DRIVE_COMPANY_VEHICLE,63,EDUCATION,Shotover Country,-45.00679253,168.77572546,Frankton,-45.01825697,168.74585281,2.6719794073943968,Queenstown-Lakes,Queenstown-Lakes
Gate Pa,Greerton South,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Gate Pa,-37.71588753,176.13556748,Greerton South,-37.72765679,176.12518714,1.5956840156020025,Western Bay of Plenty,Western Bay of Plenty
Sunnyhills East,Manukau Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Sunnyhills East,-36.90137998,174.89140685,Manukau Central,-36.99138991,174.86947528,10.196645512650619,Manukau,Manukau
Ladbrooks,Sockburn South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Ladbrooks,-43.63935048,172.52476378,Sockburn South,-43.5449149,172.56350496,10.954468099084199,Selwyn,Christchurch
Dairy Flat West,Dairy Flat West,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Dairy Flat West,-36.67100483,174.61891208,Dairy Flat West,-36.67100483,174.61891208,0.0,Rodney,Rodney
Travis Wetlands,Middleton,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Travis Wetlands,-43.48560388,172.68870014,Middleton,-43.54208461,172.58331091,10.567309677120939,Christchurch,Christchurch
West Harbour West,Whenuapai,DRIVE_COMPANY_VEHICLE,6,EDUCATION,West Harbour West,-36.81872701,174.62254037,Whenuapai,-36.79162758,174.62143068,3.0149383158541747,Waitakere,Waitakere
Welbourn,Welbourn,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Welbourn,-39.08571024,174.09311599999995,Welbourn,-39.08571024,174.09311599999995,0.0,New Plymouth,New Plymouth
Maraetai,Penrose,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Maraetai,-36.88774867,175.03797111,Penrose,-36.91999811,174.82258914,19.483816889047013,Manukau,Waitakere
Henderson Valley,Penrose,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Henderson Valley,-36.90641583,174.56917384,Penrose,-36.91999811,174.82258914,22.58056692229791,Waitakere,Waitakere
Mount Wellington Central,East Tamaki,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Mount Wellington Central,-36.90833619,174.84460805,East Tamaki,-36.93823242,174.88712871,5.033693684715253,Waitakere,Manukau
Sydenham North,Middleton,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Sydenham North,-43.55054464,172.64356518,Middleton,-43.54208461,172.58331091,4.946530460991361,Christchurch,Christchurch
Pegasus,Middleton,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Pegasus,-43.31136296,172.6965139,Middleton,-43.54208461,172.58331091,27.235178734206013,Waimakariri,Christchurch
Rolleston South West,Sockburn South,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Rolleston South West,-43.6149097,172.37458523,Sockburn South,-43.5449149,172.56350496,17.092517858942056,Selwyn,Christchurch
Regents Park,Sockburn South,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Regents Park,-43.47061675,172.60263602,Sockburn South,-43.5449149,172.56350496,8.843804994442664,Christchurch,Christchurch
Parkvale,Omahu Strip,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Parkvale,-39.64945934,176.86097554,Omahu Strip,-39.61309296,176.78725679,7.4971965595224335,Hastings city,Hastings city
Jellie Park,Lancaster Park,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Jellie Park,-43.51329391,172.58360326,Lancaster Park,-43.5413884,172.6534567,6.440109277296392,Christchurch,Christchurch
Hornby West,Sockburn South,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Hornby West,-43.54456745,172.5156459,Sockburn South,-43.5449149,172.56350496,3.857545384953009,Christchurch,Christchurch
Templemore,Nelson Airport,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Templemore,-41.34152248,173.20418736,Nelson Airport,-41.2956675,173.22975091,5.527741248312644,Tasman,Nelson
Kauri,Kamo West,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Kauri,-35.62944367,174.28665672,Kamo West,-35.67006476,174.29507452,4.5804511019908585,Whangarei,Whangarei
Acacia Bay,Tauhara,DRIVE_COMPANY_VEHICLE,42,EDUCATION,Acacia Bay,-38.70123976,176.01956806,Tauhara,-38.67355739999999,176.11357314,8.720509522295663,Taupo,Taupo
Atawhai,Port Nelson,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Atawhai,-41.24786852,173.31976671,Port Nelson,-41.26152211,173.27796148,3.8102332468322766,Nelson,Nelson
Waitara East,Waitara West,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Waitara East,-38.99532406,174.24390005,Waitara West,-38.9975014,174.2265459,1.5191462681442232,New Plymouth,New Plymouth
Brightwater,Appleby,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Brightwater,-41.37680724,173.09986171,Appleby,-41.33424814,173.13744640000004,5.6776879107868155,Tasman,Tasman
Te Manatu,Te Manatu,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Te Manatu,-37.72619876,175.28195734,Te Manatu,-37.72619876,175.28195734,0.0,Hamilton,Hamilton
Tareha Reserve,Hastings Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Tareha Reserve,-39.54400792,176.85143036,Hastings Central,-39.63962329,176.84642759,10.640582476501251,Hastings,Hastings city
Mount St John,Mount St John,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Mount St John,-36.88236812,174.78035947,Mount St John,-36.88236812,174.78035947,0.0,Waitakere,Waitakere
Ravensbourne-St Leonards,Harbourside,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Ravensbourne-St Leonards,-45.85250406,170.56534806,Harbourside,-45.86782727,170.53130076,3.1391839252257845,Dunedin,Dunedin
Awaruku,Penrose,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Awaruku,-36.69990012,174.72732927,Penrose,-36.91999811,174.82258914,25.9014639451587,Waitakere,Waitakere
Bethlehem South,Greerton South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Bethlehem South,-37.72532991,176.1067655,Greerton South,-37.72765679,176.12518714,1.6406872253341065,Western Bay of Plenty,Western Bay of Plenty
Takaro South,Palmerston North Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Takaro South,-40.35685753,175.59360268,Palmerston North Central,-40.35537702,175.61010962,1.4083598550225516,Palmerston North,Palmerston North
Ngongotaha East,Ngapuna,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Ngongotaha East,-38.06283551,176.21388396,Ngapuna,-38.14682269,176.27047436,10.570403090973716,Rotorua,Rotorua
Parnell West,Parnell West,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Parnell West,-36.85679261,174.77798053,Parnell West,-36.85679261,174.77798053,0.0,Waitakere,Waitakere
Saint Andrews East,Frankton Junction ,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Saint Andrews East,-37.75334806,175.26167671,Frankton Junction,-37.79650916,175.26255885,4.799921570505734,Hamilton,Hamilton
Normandale,Alicetown-Melling,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Normandale,-41.20345009,174.89320848,Alicetown-Melling,-41.21402786,174.89365185,1.1767789935639363,Hutt city,Hutt city
Rototuna Central,Te Rapa South,DRIVE_COMPANY_VEHICLE,54,EDUCATION,Rototuna Central,-37.72662295,175.26539165,Te Rapa South,-37.76141322,175.24114614,4.417024349966169,Hamilton,Hamilton
Saint Johns West,East Tamaki,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Saint Johns West,-36.88206283,174.83365741,East Tamaki,-36.93823242,174.88712871,7.849266284986822,Waitakere,Manukau
Mount Roskill White Swan,Penrose,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Mount Roskill White Swan,-36.91484469,174.72598544,Penrose,-36.91999811,174.82258914,8.607220212103964,Waitakere,Waitakere
Stratford North,Stratford Central,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Stratford North,-39.32802895,174.28261319,Stratford Central,-39.3375964,174.28910646,1.2015257510911064,Stratford,Stratford
Riverview,Kaikohe,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Riverview,-35.20805962,173.9624342,Kaikohe,-35.40792422,173.79767516,26.78467541682587,Far North,Far North
Wembley Park,Whanganui Central,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Wembley Park,-39.90764024,175.06400242,Whanganui Central,-39.93513676,175.04701799,3.3831957496885936,Wanganui,Wanganui
Sovereign Palms,Southbrook,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Sovereign Palms,-43.36711702,172.66837672,Southbrook,-43.32718073,172.59765801,7.240203771056534,Waimakariri,Waimakariri
Te Manatu,Kirikiriroa,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Te Manatu,-37.72619876,175.28195734,Kirikiriroa,-37.7819599,175.27469286,6.233161551938426,Hamilton,Hamilton
Mahora,Onekawa West,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Mahora,-39.62404962,176.84888085,Onekawa West,-39.49700088,176.88218064,14.412707550071149,Hastings city,Hastings
Merrilands,Waiwhakaiho-Bell Block South,DRIVE_COMPANY_VEHICLE,39,EDUCATION,Merrilands,-39.06454623,174.10205958,Waiwhakaiho-Bell Block South,-39.03639644,174.16426596,6.217142416127162,New Plymouth,New Plymouth
Tauranga Central,Tauranga Central,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Tauranga Central,-37.67947411,176.16704264,Tauranga Central,-37.67947411,176.16704264,0.0,,
Nawton West,Te Rapa South,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Nawton West,-37.78502392,175.23357387,Te Rapa South,-37.76141322,175.24114614,2.708436790773319,Hamilton,Hamilton
Taihape,Taihape,DRIVE_COMPANY_VEHICLE,51,EDUCATION,Taihape,-39.67806733,175.79677339,Taihape,-39.67806733,175.79677339,0.0,Rangitikei,Rangitikei
Highlands Park (New Plymouth District),Waiwhakaiho-Bell Block South,DRIVE_COMPANY_VEHICLE,39,EDUCATION,Highlands Park (New Plymouth District),-39.08069461,174.10443117,Waiwhakaiho-Bell Block South,-39.03639644,174.16426596,7.138188021130611,New Plymouth,New Plymouth
South Hill,South Hill,DRIVE_COMPANY_VEHICLE,6,EDUCATION,South Hill,-45.10579567,170.96138565,South Hill,-45.10579567,170.96138565,0.0,Waitaki,Waitaki
Henderson North,Eden Terrace,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Henderson North,-36.87606154,174.62534230000003,Eden Terrace,-36.86462613,174.75964083,12.014061322434545,Waitakere,Waitakere
Greenhithe West,North Harbour,DRIVE_COMPANY_VEHICLE,51,EDUCATION,Greenhithe West,-36.77353411,174.67354745,North Harbour,-36.74630474,174.71502975,4.7773818092632405,Waitakere,Waitakere
Orewa Central,Silverdale Central (Auckland),DRIVE_COMPANY_VEHICLE,9,EDUCATION,Orewa Central,-36.58726477,174.69445280000005,Silverdale Central (Auckland),-36.62402013,174.67493059999995,4.443007606895337,Rodney,Rodney
Millwater North,Silverdale Central (Auckland),DRIVE_COMPANY_VEHICLE,12,EDUCATION,Millwater North,-36.6014983,174.67227556,Silverdale Central (Auckland),-36.62402013,174.67493059999995,2.51550025530891,Rodney,Rodney
