SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2
Fairview Heights,Albany Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Fairview Heights,-36.71007322,174.71678985,Albany Central,-36.72820186,174.70483518,2.280101673579616,Waitakere,Waitakere
Beach Haven West,Penrose,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Beach Haven West,-36.79327636,174.68619139,Penrose,-36.91999811,174.82258914,18.59626748033972,Waitakere,Waitakere
Geraldine,Washdyke,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Geraldine,-44.09410338,171.23854167,Washdyke,-44.35333362,171.24781336,28.83455410217475,Timaru,Timaru
Albany Heights,East Tamaki,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Albany Heights,-36.71796472,174.69401393,East Tamaki,-36.93823242,174.88712871,29.921893429959358,Waitakere,Manukau
Roslyn (Dunedin City),Hillside-Portsmouth Drive,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Roslyn (Dunedin City),-45.86711907,170.4917572,Hillside-Portsmouth Drive,-45.89228448,170.50432869999997,2.962657319872628,Dunedin,Dunedin
Northcote South (Auckland),Wairau Valley ,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Northcote South (Auckland),-36.80649304,174.7385397,Wairau Valley,-36.77355541,174.73453173,3.679846211462373,Waitakere,Waitakere
Hauraki Plains South,Hauraki Plains South,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Hauraki Plains South,-37.355292,175.48248555,Hauraki Plains South,-37.355292,175.48248555,0.0,Hauraki,Hauraki
Waikanae East,Newlands South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Waikanae East,-40.86699218,175.07883134,Newlands South,-41.23454859,174.82124819,46.22695262805345,Kapiti Coast,Wellington
Motueka North,Nelson Airport,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Motueka North,-41.1058919,173.01318855,Nelson Airport,-41.2956675,173.22975091,27.81319279471421,Tasman,Nelson
Waiopehu,Tararua,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Waiopehu,-40.63216009,175.29899841,Tararua,-40.64205371,175.30927003,1.4005253640089226,Horowhenua,Horowhenua
Wainoni,Sockburn South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Wainoni,-43.51845163,172.68982292,Sockburn South,-43.5449149,172.56350496,10.599826096076344,Christchurch,Christchurch
Northcote Tuff Crater,North Harbour,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Northcote Tuff Crater,-36.8075236,174.75090118,North Harbour,-36.74630474,174.71502975,7.519670210730243,Waitakere,Waitakere
Papatoetoe East,Penrose,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Papatoetoe East,-36.97237736,174.87353637,Penrose,-36.91999811,174.82258914,7.377063382021593,Manukau,Waitakere
Maoribank,Alicetown-Melling,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Maoribank,-41.10626518,175.10879212,Alicetown-Melling,-41.21402786,174.89365185,21.632514761595512,Upper Hutt,Hutt city
Kumeu Rural West,North Harbour,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Kumeu Rural West,-36.79039063,174.52133836,North Harbour,-36.74630474,174.71502975,17.93578704210455,Rodney,Waitakere
Tinwald North,Tinwald South,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Tinwald North,-43.91264327,171.72370365,Tinwald South,-43.92478814,171.71822146,1.4200428983883984,Ashburton,Ashburton
Bombay Hills,Wiri West,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Bombay Hills,-37.17536804,175.0022561,Wiri West,-37.00828264,174.8624367,22.337836775769052,Franklin,Franklin
Mararoa,Te Anau,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Mararoa,-45.26618632,167.98136027,Te Anau,-45.4135156,167.72303047,26.000867110917287,Southland,Southland
Te Kowhai,Te Kowhai,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Te Kowhai,-37.72194588,175.16334028,Te Kowhai,-37.72194588,175.16334028,0.0,Waikato,Waikato
Ellerslie Central,Ellerslie West,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Ellerslie Central,-36.89200686,174.80750671,Ellerslie West,-36.89897117,174.80612464,0.7840880099737888,Waitakere,Waitakere
Huntly West,Huntly East,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Huntly West,-37.53603123,175.13873674,Huntly East,-37.55408564,175.16553246,3.100203277128134,Waikato,Waikato
Taita South,Alicetown-Melling,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Taita South,-41.18492338,174.95918534,Alicetown-Melling,-41.21402786,174.89365185,6.36674735588033,Hutt city,Hutt city
Postgate,Porirua Central,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Postgate,-41.11331454,174.88235004,Porirua Central,-41.14584359,174.82583047,5.957500898205062,Porirua,Porirua
Maungatautari,Maungatautari,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Maungatautari,-37.99001963,175.59740495,Maungatautari,-37.99001963,175.59740495,0.0,Waipa,Waipa
Woodend,Bromley North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Woodend,-43.32176017,172.66587597,Bromley North,-43.53482145,172.70629272,23.9150921502904,Waimakariri,Christchurch
Linden,Linden,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Linden,-41.15666441,174.83380144,Linden,-41.15666441,174.83380144,0.0,Porirua,Porirua
Fitzroy-Glen Avon,New Plymouth Central,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Fitzroy-Glen Avon,-39.07427128,174.12360445,New Plymouth Central,-39.05700192,174.07537454,4.585358308177256,New Plymouth,New Plymouth
Point Chevalier East,Mount Wellington Industrial,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Point Chevalier East,-36.86700191,174.71414708,Mount Wellington Industrial,-36.92046064,174.85162182,13.593932426819984,Waitakere,Waitakere
Waitikiri,Tower Junction,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Waitikiri,-43.46773853,172.6744824,Tower Junction,-43.53882448,172.60794226,9.554105976746444,Christchurch,Christchurch
Waihou-Manawaru,Te Aroha East,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Waihou-Manawaru,-37.59772787,175.76835054,Te Aroha East,-37.53376025,175.70924175,8.816743807147994,Matamata-Piako,Matamata-Piako
Redcliffs,Redcliffs,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Redcliffs,-43.56567241,172.73175646,Redcliffs,-43.56567241,172.73175646,0.0,Christchurch,Christchurch
Brooklands-Spencerville,Brooklands-Spencerville,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Brooklands-Spencerville,-43.39599786,172.68638006,Brooklands-Spencerville,-43.39599786,172.68638006,0.0,Christchurch,Christchurch
Starvation Hill-Cust,Hornby Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Starvation Hill-Cust,-43.29262485,172.36275322,Hornby Central,-43.53921804,172.53566342,30.771727527189842,Waimakariri,Christchurch
Freemans Bay,North Harbour,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Freemans Bay,-36.85220128,174.7504171,North Harbour,-36.74630474,174.71502975,12.18942277979556,Waitakere,Waitakere
Hoon Hay West,Hornby Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Hoon Hay West,-43.56060632,172.59043228,Hornby Central,-43.53921804,172.53566342,5.013839539348758,Christchurch,Christchurch
Paparangi,Johnsonville Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Paparangi,-41.21674369,174.81983715,Johnsonville Central,-41.22372125,174.80743127,1.2956137595565336,Wellington,Wellington
Prebbleton,Sockburn South,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Prebbleton,-43.57865333,172.50783629,Sockburn South,-43.5449149,172.56350496,5.847562469720542,Selwyn,Christchurch
Rutland,Middleton,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Rutland,-43.50650406,172.62267483,Middleton,-43.54208461,172.58331091,5.072032162229551,Christchurch,Christchurch
Heathcote Valley,Tower Junction,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Heathcote Valley,-43.57763059,172.71241055,Tower Junction,-43.53882448,172.60794226,9.459568400262807,Christchurch,Christchurch
Sutton Park,Otahuhu Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Sutton Park,-36.95872645,174.82205607,Otahuhu Central,-36.94175556,174.83604598,2.2597664886256634,Manukau,Waitakere
Avenal,Invercargill Central,DRIVE_COMPANY_VEHICLE,39,EDUCATION,Avenal,-46.40074343,168.35272935,Invercargill Central,-46.41489239,168.32850731,2.433966412516063,Invercargill,Invercargill
Owhata West,Mangakakahi Central,DRIVE_COMPANY_VEHICLE,33,EDUCATION,Owhata West,-38.1297808,176.29121456,Mangakakahi Central,-38.12824758,176.23058754,5.3056897532868215,Rotorua,Rotorua
Eyrewell,Eyrewell,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Eyrewell,-43.39853546,172.28813683,Eyrewell,-43.39853546,172.28813683,0.0,Waimakariri,Waimakariri
Awapuni North ,Tremaine,DRIVE_COMPANY_VEHICLE,27,EDUCATION,Awapuni North,-40.37027268,175.58870846,Tremaine,-40.33969042,175.59865691,3.5035209153413565,Palmerston North,Palmerston North
Panmure East,Auckland Airport,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Panmure East,-36.9022851,174.86035751,Auckland Airport,-36.9891029,174.77400859,12.332004576225307,Waitakere,Manukau
Taradale Central,Napier Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Taradale Central,-39.5289489,176.84963144,Napier Central,-39.49277802,176.91573492,6.952342261482179,Hastings,Napier
Mount Maunganui North,Mount Maunganui North,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Mount Maunganui North,-37.63000366,176.1731587,Mount Maunganui North,-37.63000366,176.1731587,0.0,,
Jellie Park,Christchurch Central-South,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Jellie Park,-43.51329391,172.58360326,Christchurch Central-South,-43.53815861,172.64240289,5.487978418516231,Christchurch,Christchurch
One Tree Hill,Mount Wellington Industrial,DRIVE_COMPANY_VEHICLE,6,EDUCATION,One Tree Hill,-36.90124562,174.78219928,Mount Wellington Industrial,-36.92046064,174.85162182,6.531584577837074,Waitakere,Waitakere
South New Brighton,Woolston South,DRIVE_COMPANY_VEHICLE,12,EDUCATION,South New Brighton,-43.53129617,172.73917693,Woolston South,-43.56123026,172.68421207,5.541076854232099,,Christchurch
Rototuna North,Te Rapa South,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Rototuna North,-37.71737955,175.26505049,Te Rapa South,-37.76141322,175.24114614,5.328443259988188,Hamilton,Hamilton
Lucknow,Hastings Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Lucknow,-39.67069160000001,176.87014438,Hastings Central,-39.63962329,176.84642759,4.007108814829794,Hastings city,Hastings city
Hoon Hay South,Hoon Hay South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Hoon Hay South,-43.5718849,172.6115739,Hoon Hay South,-43.5718849,172.6115739,0.0,Christchurch,Christchurch
Red Hill,Mount Wellington Industrial,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Red Hill,-37.06738541,174.97729374,Mount Wellington Industrial,-36.92046064,174.85162182,19.78577022391234,Franklin,Waitakere
Parnell East,Parnell West,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Parnell East,-36.85621249,174.78751844,Parnell West,-36.85679261,174.77798053,0.8510506987885089,Waitakere,Waitakere
Takanini North,East Tamaki,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Takanini North,-37.02622521,174.93229242,East Tamaki,-36.93823242,174.88712871,10.574828080232402,Franklin,Manukau
Silverdale South (Auckland),Silverdale Central (Auckland),DRIVE_COMPANY_VEHICLE,12,EDUCATION,Silverdale South (Auckland),-36.62799753,174.69160348,Silverdale Central (Auckland),-36.62402013,174.67493059999995,1.5522134549793791,Rodney,Rodney
Te Hapara South,Hexton,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Te Hapara South,-38.6565594,178.00431578,Hexton,-38.62021616,177.96813152,5.119391462230894,Gisborne,Gisborne
Massey Central,Massey Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Massey Central,-36.83909835,174.60602048,Massey Central,-36.83909835,174.60602048,0.0,Waitakere,Waitakere
Waikowhai South,Auckland Airport,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Waikowhai South,-36.92997876,174.74691198,Auckland Airport,-36.9891029,174.77400859,7.001277392468031,Waitakere,Manukau
Glendale,Newlands South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Glendale,-41.2429916,174.95473935,Newlands South,-41.23454859,174.82124819,11.201293202946058,Hutt city,Wellington
Albany South,Penrose,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Albany South,-36.73882334,174.70949248,Penrose,-36.91999811,174.82258914,22.52050039712523,Waitakere,Waitakere
Mellons Bay,Mellons Bay,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Mellons Bay,-36.88715946,174.93040248,Mellons Bay,-36.88715946,174.93040248,0.0,Manukau,Manukau
Paihia,Paihia,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Paihia,-35.28609895,174.09311792,Paihia,-35.28609895,174.09311792,0.0,Far North,Far North
Halswell North,Hornby Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Halswell North,-43.57394904,172.5780119,Hornby Central,-43.53921804,172.53566342,5.1536177569073045,Christchurch,Christchurch
Westport South,Charleston (Buller District),DRIVE_COMPANY_VEHICLE,9,EDUCATION,Westport South,-41.76073382,171.60950019,Charleston (Buller District),-41.92259823,171.58436369999995,18.118552828591103,Buller,Buller
Greenmeadows South,Onekawa West,DRIVE_COMPANY_VEHICLE,36,EDUCATION,Greenmeadows South,-39.5259049,176.86737772,Onekawa West,-39.49700088,176.88218064,3.455762710435467,Hastings,Hastings
Kawakawa Bay-Orere,Kawakawa Bay-Orere,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Kawakawa Bay-Orere,-36.98413362,175.15196852,Kawakawa Bay-Orere,-36.98413362,175.15196852,0.0,Manukau,Manukau
Burnside Park,Tower Junction,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Burnside Park,-43.50169208,172.56281526,Tower Junction,-43.53882448,172.60794226,5.5034284658003445,Christchurch,Christchurch
Roseneath-Sawyers Bay,Roseneath-Sawyers Bay,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Roseneath-Sawyers Bay,-45.8281024,170.59128669,Roseneath-Sawyers Bay,-45.8281024,170.59128669,0.0,Dunedin,Dunedin
Eastbourne,Gracefield,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Eastbourne,-41.30031562,174.89432219999995,Gracefield,-41.24017306,174.91075379,6.827089882710299,Hutt city,Hutt city
Hamilton East Cook,Te Rapa South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Hamilton East Cook,-37.7913507,175.30343068,Te Rapa South,-37.76141322,175.24114614,6.406856792974416,Hamilton,Hamilton
Highland Park (Auckland),Mount Wellington Industrial,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Highland Park (Auckland),-36.90473104,174.90937089,Mount Wellington Industrial,-36.92046064,174.85162182,5.423993550427603,Manukau,Waitakere
Papakura Massey Park,Manukau Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Papakura Massey Park,-37.0662997,174.95483864,Manukau Central,-36.99138991,174.86947528,11.260741913707385,Franklin,Manukau
Mokorua Bush,Allandale,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Mokorua Bush,-37.96128021,177.00239019999995,Allandale,-37.96801926,176.98635382,1.5930723139785703,Whakatane,Whakatane
Abbotsford,East Taieri,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Abbotsford,-45.89815819,170.42263162,East Taieri,-45.89103385,170.35188942,5.531721661757972,Dunedin,Dunedin
Burnside,Lancaster Park,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Burnside,-43.50309147,172.5759413,Lancaster Park,-43.5413884,172.6534567,7.5627899391216875,Christchurch,Christchurch
Kaiapoi South,Middleton,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Kaiapoi South,-43.39182324,172.64664871,Middleton,-43.54208461,172.58331091,17.472683079911814,Waimakariri,Christchurch
Redwoodtown West,Woodbourne,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Redwoodtown West,-41.5299556,173.94858091,Woodbourne,-41.5308031,173.90363794,3.742284368997306,Marlborough,Marlborough
Tuscany Heights,Onehunga-Te Papapa Industrial,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Tuscany Heights,-36.97921496,174.95509968,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,15.413880584469426,Manukau,Waitakere
Turakina,Marton Rural,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Turakina,-40.0113956,175.25773896,Marton Rural,-40.10983805,175.37739628,14.950678427437387,Rangitikei,Rangitikei
Puhinui North,Penrose,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Puhinui North,-36.98354464,174.86235623,Penrose,-36.91999811,174.82258914,7.900398051500715,Manukau,Waitakere
Muriwai,North Harbour,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Muriwai,-36.82525102,174.42922639,North Harbour,-36.74630474,174.71502975,26.92318545103847,Rodney,Waitakere
Wakefield Rural,Wakefield,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Wakefield Rural,-41.49668834,173.12155468,Wakefield,-41.41061439,173.04424634,11.537507204814613,Tasman,Tasman
Glengarry,Invercargill Central,DRIVE_COMPANY_VEHICLE,66,EDUCATION,Glengarry,-46.40175741,168.38809856,Invercargill Central,-46.41489239,168.32850731,4.796659867364508,Invercargill,Invercargill
Tauranga Hospital,Mount Maunganui Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Tauranga Hospital,-37.70320853,176.14700706,Mount Maunganui Central,-37.66423891,176.19448097,6.019118223109041,Western Bay of Plenty,Western Bay of Plenty
Forrest Hill North,Penrose,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Forrest Hill North,-36.75718347,174.7465398,Penrose,-36.91999811,174.82258914,19.327800539080826,Waitakere,Waitakere
Springfield North,Springfield North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Springfield North,-38.15887997,176.23593548,Springfield North,-38.15887997,176.23593548,0.0,Rotorua,Rotorua
Mangere Mountain View,Auckland Airport,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Mangere Mountain View,-36.95251573,174.78585990000005,Auckland Airport,-36.9891029,174.77400859,4.202335171524022,Manukau,Manukau
Puhinui East,Penrose,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Puhinui East,-36.98223841,174.87178448,Penrose,-36.91999811,174.82258914,8.185846778227432,Manukau,Waitakere
Cloverlea (Palmerston North City),Takaro North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Cloverlea (Palmerston North City),-40.34514220000001,175.58518807,Takaro North,-40.34988583,175.59869127,1.260045914661243,Palmerston North,Palmerston North
Pembroke,Pembroke,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Pembroke,-39.34019567,174.18536541,Pembroke,-39.34019567,174.18536541,0.0,Stratford,Stratford
McJorrow Park,Solway South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,McJorrow Park,-40.96017905,175.66745802,Solway South,-40.96910555,175.63403571,2.976665711977505,Masterton,Masterton
Puketotara,Waipapa,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Puketotara,-35.25176279999999,173.90330753,Waipapa,-35.2099338,173.91841396,4.8493321198074,Far North,Far North
Playford Park,Tararua,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Playford Park,-40.62888671,175.29037198,Tararua,-40.64205371,175.30927003,2.1648424817334897,Horowhenua,Horowhenua
Maraetai,Botany Junction,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Maraetai,-36.88774867,175.03797111,Botany Junction,-36.95962843,174.89641804,14.906957434640589,Manukau,Manukau
Waipawa,Makaretu,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Waipawa,-39.93975904,176.5913431,Makaretu,-39.94160872,176.31273142,23.75369809374129,Central Hawke's Bay,Central Hawke's Bay
Puhoi Valley,Warkworth West,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Puhoi Valley,-36.46850912,174.62475233,Warkworth West,-36.38893228,174.65160073,9.168778535711793,Rodney,Rodney
Rolleston South East,Russley,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Rolleston South East,-43.61058176,172.40183653,Russley,-43.49336565,172.55854726,18.148672583535163,Selwyn,Christchurch
Ashley Forest,Ashley Forest,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Ashley Forest,-43.12462587,172.56403398,Ashley Forest,-43.12462587,172.56403398,0.0,Hurunui,Hurunui
Geraldine,Timaru Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Geraldine,-44.09410338,171.23854167,Timaru Central,-44.39838399,171.2514175,33.85000097516739,Timaru,Timaru
Rototuna South,Frankton Junction ,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Rototuna South,-37.73648973,175.26994776,Frankton Junction,-37.79650916,175.26255885,6.705385637861558,Hamilton,Hamilton
Raetihi,Raetihi,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Raetihi,-39.42926305,175.27603962,Raetihi,-39.42926305,175.27603962,0.0,Ruapehu,Ruapehu
Mangere Mountain View,Penrose,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Mangere Mountain View,-36.95251573,174.78585990000005,Penrose,-36.91999811,174.82258914,4.8714024214296465,Manukau,Waitakere
Richmond South (Tasman District),Nelson Airport,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Richmond South (Tasman District),-41.35692129,173.17156812,Nelson Airport,-41.2956675,173.22975091,8.366341849437248,Tasman,Nelson
Sandspit,North Harbour,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Sandspit,-36.39777901,174.69854725,North Harbour,-36.74630474,174.71502975,38.782234786130935,Rodney,Waitakere
New Lynn North West,New Lynn North West,DRIVE_COMPANY_VEHICLE,6,EDUCATION,New Lynn North West,-36.90794042,174.67168246,New Lynn North West,-36.90794042,174.67168246,0.0,Waitakere,Waitakere
Hillsborough South (Auckland),East Tamaki,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Hillsborough South (Auckland),-36.92611941,174.75558659,East Tamaki,-36.93823242,174.88712871,11.769231852441735,Waitakere,Manukau
Birchville-Brown Owl,Poets Block,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Birchville-Brown Owl,-41.08596013,175.11315290000005,Poets Block,-41.12290419,175.04604601,6.963476680701912,Upper Hutt,Upper Hutt
Boulcott,Petone Central,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Boulcott,-41.19937004,174.92439872,Petone Central,-41.22362356,174.86969444,5.3115914393623465,Hutt city,Hutt city
Beach Haven East,Penrose,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Beach Haven East,-36.79268258,174.69359128,Penrose,-36.91999811,174.82258914,18.22474234573848,Waitakere,Waitakere
Southbridge,Southbridge,DRIVE_COMPANY_VEHICLE,57,EDUCATION,Southbridge,-43.79254412,172.21023844,Southbridge,-43.79254412,172.21023844,0.0,Selwyn,Selwyn
Brookvale,Hastings Central,DRIVE_COMPANY_VEHICLE,33,EDUCATION,Brookvale,-39.65974248,176.8952269,Hastings Central,-39.63962329,176.84642759,4.7392416634131935,Hastings city,Hastings city
Matua North,Matua North,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Matua North,-37.66586707,176.12333377,Matua North,-37.66586707,176.12333377,0.0,Western Bay of Plenty,Western Bay of Plenty
Meeanee-Awatoto,Meeanee-Awatoto,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Meeanee-Awatoto,-39.54411569,176.89304136,Meeanee-Awatoto,-39.54411569,176.89304136,0.0,Hastings,Hastings
Waianiwa,Waianiwa,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Waianiwa,-46.24535244,168.33027044,Waianiwa,-46.24535244,168.33027044,0.0,Southland,Southland
Ohaeawai-Waimate North,Kerikeri Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Ohaeawai-Waimate North,-35.33520904,173.85992372,Kerikeri Central,-35.22507309,173.95096304,14.773957746695912,Far North,Far North
Coatesville,Coatesville,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Coatesville,-36.72270876,174.64336292,Coatesville,-36.72270876,174.64336292,0.0,Rodney,Rodney
Hingaia,East Tamaki,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Hingaia,-37.07369960000001,174.91419445,East Tamaki,-36.93823242,174.88712871,15.253787859267248,Franklin,Manukau
Bay View,Napier Central,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Bay View,-39.44155622,176.85839471,Napier Central,-39.49277802,176.91573492,7.527783099193767,Napier,Napier
Ramarama,Manukau Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Ramarama,-37.15945142,174.93408164,Manukau Central,-36.99138991,174.86947528,19.54679858011765,Franklin,Manukau
Ranui North,Henderson Lincoln East,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Ranui North,-36.86005874,174.60220592,Henderson Lincoln East,-36.85590078,174.63407425,2.8727684439833863,Waitakere,Waitakere
Redwood North,Lancaster Park,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Redwood North,-43.46919569,172.62469572,Lancaster Park,-43.5413884,172.6534567,8.355878021049994,Christchurch,Christchurch
Clive,Karamu,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Clive,-39.58681014,176.91303792,Karamu,-39.62823535,176.88383629,5.241751591716081,Hastings city,Hastings city
Greenlane North,Auckland Airport,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Greenlane North,-36.89157675,174.7929571,Auckland Airport,-36.9891029,174.77400859,10.974390211800694,Waitakere,Manukau
Springlands,Riverlands,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Springlands,-41.50422292,173.93617831,Riverlands,-41.52671731,173.97907819999998,4.360555192272374,Marlborough,Marlborough
Weymouth South,Penrose,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Weymouth South,-37.04682412,174.86299551,Penrose,-36.91999811,174.82258914,14.5519456117219,Franklin,Waitakere
Kaiapoi North West,Kaiapoi North West,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Kaiapoi North West,-43.37053744,172.65771293,Kaiapoi North West,-43.37053744,172.65771293,0.0,Waimakariri,Waimakariri
Sunshine Bay-Fernhill,Queenstown Central,DRIVE_COMPANY_VEHICLE,39,EDUCATION,Sunshine Bay-Fernhill,-45.04130323,168.63106873,Queenstown Central,-45.0327315,168.65460343,2.0804382200523484,Queenstown-Lakes,Queenstown-Lakes
Leabank,Penrose,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Leabank,-37.03219654,174.88734352,Penrose,-36.91999811,174.82258914,13.738142442357557,Franklin,Waitakere
New Lynn Seabrook,Onehunga-Te Papapa Industrial,DRIVE_COMPANY_VEHICLE,6,EDUCATION,New Lynn Seabrook,-36.91793217,174.6718063,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,10.979013216105681,Waitakere,Waitakere
Winchmore-Wakanui,Ashburton North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Winchmore-Wakanui,-43.96318598,171.82829097,Ashburton North,-43.89179707,171.78945866,8.525519312940105,Ashburton,Ashburton
Te Atatu Peninsula West,North Harbour,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Te Atatu Peninsula West,-36.84872236,174.64698422,North Harbour,-36.74630474,174.71502975,12.899715896249788,Waitakere,Waitakere
