SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2
Belmont (Auckland),Shortland Street,FERRY,18,EDUCATION,Belmont (Auckland),-36.80517747,174.78818395,Shortland Street,-36.84736853,174.76823915,5.016068389611658,Waitakere,Waitakere
Cheltenham,Queen Street South West,FERRY,9,EDUCATION,Cheltenham,-36.82539766,174.80659852,Queen Street South West,-36.85433303,174.76134796,5.154407411134269,Waitakere,Waitakere
Stanley Point,Auckland-University,FERRY,12,EDUCATION,Stanley Point,-36.82656718,174.7841077,Auckland-University,-36.85143057,174.76906469,3.0717430292645767,,Waitakere
Gulf Harbour South,Hobson Ridge North,FERRY,6,EDUCATION,Gulf Harbour South,-36.62319574,174.79598006,Hobson Ridge North,-36.84707104,174.76276914,25.0691012750588,Rodney,Waitakere
Cheltenham,Shortland Street,FERRY,27,EDUCATION,Cheltenham,-36.82539766,174.80659852,Shortland Street,-36.84736853,174.76823915,4.197910581595096,Waitakere,Waitakere
Ostend,Grafton,FERRY,6,EDUCATION,Ostend,-36.79263832,175.05220466,Grafton,-36.86013178,174.76828549,26.361531368285274,Auckland,Waitakere
Oneroa East-Palm Beach,Shortland Street,FERRY,9,EDUCATION,Oneroa East-Palm Beach,-36.77927556,175.05218612,Shortland Street,-36.84736853,174.76823915,26.387089924747205,Auckland,Waitakere
Bayswater,Victoria Park ,FERRY,12,EDUCATION,Bayswater,-36.81411659,174.77797900000004,Victoria Park,-36.84857807,174.75659124,4.278690913541509,,Waitakere
Army Bay,Shortland Street,FERRY,9,EDUCATION,Army Bay,-36.60509803,174.82325733,Shortland Street,-36.84736853,174.76823915,27.381860403582056,Rodney,Waitakere
Devonport,Parnell West,FERRY,18,EDUCATION,Devonport,-36.82716648,174.79688282,Parnell West,-36.85679261,174.77798053,3.6988729143622687,Waitakere,Waitakere
Bayswater,Wynyard-Viaduct,FERRY,18,EDUCATION,Bayswater,-36.81411659,174.77797900000004,Wynyard-Viaduct,-36.8433094,174.75788827,3.7060229313316047,,Waitakere
Half Moon Bay North East,Quay Street-Customs Street,FERRY,9,EDUCATION,Half Moon Bay North East,-36.88645568,174.90494659,Quay Street-Customs Street,-36.84601989,174.77646293,12.282492737854168,Manukau,Waitakere
Eastern Beach,Quay Street-Customs Street,FERRY,9,EDUCATION,Eastern Beach,-36.87674433,174.91349074,Quay Street-Customs Street,-36.84601989,174.77646293,12.660461445146623,Manukau,Waitakere
Northcote Point (Auckland),Queen Street,FERRY,15,EDUCATION,Northcote Point (Auckland),-36.81611854,174.74451838,Queen Street,-36.84774104,174.76524972,3.970951988919103,Waitakere,Waitakere
Bayswater,Queen Street,FERRY,27,EDUCATION,Bayswater,-36.81411659,174.77797900000004,Queen Street,-36.84774104,174.76524972,3.9067440328357965,,Waitakere
Devonport,Symonds Street North West,FERRY,9,EDUCATION,Devonport,-36.82716648,174.79688282,Symonds Street North West,-36.85498533,174.76593774,4.14149001171769,Waitakere,Waitakere
Bucklands Beach North,Wynyard-Viaduct,FERRY,9,EDUCATION,Bucklands Beach North,-36.86068628,174.9037907,Wynyard-Viaduct,-36.8433094,174.75788827,13.124934550807351,,Waitakere
Narrow Neck,Wynyard-Viaduct,FERRY,36,EDUCATION,Narrow Neck,-36.81569367,174.79661047,Wynyard-Viaduct,-36.8433094,174.75788827,4.615948715121191,Waitakere,Waitakere
Narrow Neck,Newmarket,FERRY,9,EDUCATION,Narrow Neck,-36.81569367,174.79661047,Newmarket,-36.86853889,174.77706299,6.1281839431580485,Waitakere,Waitakere
Te Puru,Wynyard-Viaduct,FERRY,18,EDUCATION,Te Puru,-36.89631822,175.00316112,Wynyard-Viaduct,-36.8433094,174.75788827,22.600653831585397,Manukau,Waitakere
Surfdale,Parnell West,FERRY,6,EDUCATION,Surfdale,-36.79613493,175.02985004,Parnell West,-36.85679261,174.77798053,23.41068021638673,Auckland,Waitakere
Devonport,Hobson Ridge North,FERRY,36,EDUCATION,Devonport,-36.82716648,174.79688282,Hobson Ridge North,-36.84707104,174.76276914,3.757049574400374,Waitakere,Waitakere
Birkenhead South,Shortland Street,FERRY,15,EDUCATION,Birkenhead South,-36.81601936,174.73031198,Shortland Street,-36.84736853,174.76823915,4.852371201172727,Waitakere,Waitakere
Gulf Harbour North,Hobson Ridge North,FERRY,9,EDUCATION,Gulf Harbour North,-36.60949658,174.79413674,Hobson Ridge North,-36.84707104,174.76276914,26.564574423187686,Rodney,Waitakere
Hauraki,Queen Street,FERRY,9,EDUCATION,Hauraki,-36.80062296,174.77694957,Queen Street,-36.84774104,174.76524972,5.341785793686178,Waitakere,Waitakere
Devonport,Grafton,FERRY,9,EDUCATION,Devonport,-36.82716648,174.79688282,Grafton,-36.86013178,174.76828549,4.46232215479363,Waitakere,Waitakere
Cheltenham,Queen Street,FERRY,30,EDUCATION,Cheltenham,-36.82539766,174.80659852,Queen Street,-36.84774104,174.76524972,4.440012231719871,Waitakere,Waitakere
Onetangi,Parnell West,FERRY,9,EDUCATION,Onetangi,-36.79584373,175.07839806,Parnell West,-36.85679261,174.77798053,27.58464241462782,Auckland,Waitakere
Hobsonville,Quay Street-Customs Street,FERRY,6,EDUCATION,Hobsonville,-36.80986626,174.62812848,Quay Street-Customs Street,-36.84601989,174.77646293,13.800958924849894,Waitakere,Waitakere
Oneroa East-Palm Beach,Wynyard-Viaduct,FERRY,6,EDUCATION,Oneroa East-Palm Beach,-36.77927556,175.05218612,Wynyard-Viaduct,-36.8433094,174.75788827,27.14989362676351,Auckland,Waitakere
Waiheke East,Queen Street,FERRY,12,EDUCATION,Waiheke East,-36.79798055,175.12796937,Queen Street,-36.84774104,174.76524972,32.756599137986484,Auckland,Waitakere
Cheltenham,Parnell West,FERRY,9,EDUCATION,Cheltenham,-36.82539766,174.80659852,Parnell West,-36.85679261,174.77798053,4.321165914983921,Waitakere,Waitakere
Eastbourne,Wellington Central,FERRY,102,EDUCATION,Eastbourne,-41.30031562,174.89432219999995,Wellington Central,-41.2849345,174.77572593,10.054794877323538,Hutt city,Wellington
West Harbour Luckens Point,Shortland Street,FERRY,6,EDUCATION,West Harbour Luckens Point,-36.81802341,174.63695983,Shortland Street,-36.84736853,174.76823915,12.130852001638159,Waitakere,Waitakere
Sunkist Bay,Wynyard-Viaduct,FERRY,12,EDUCATION,Sunkist Bay,-36.88262674,174.99783159,Wynyard-Viaduct,-36.8433094,174.75788827,21.789412434038038,Manukau,Waitakere
Devonport,Quay Street-Customs Street,FERRY,66,EDUCATION,Devonport,-36.82716648,174.79688282,Quay Street-Customs Street,-36.84601989,174.77646293,2.774409731736716,Waitakere,Waitakere
Birkdale South,Queen Street,FERRY,6,EDUCATION,Birkdale South,-36.80042176,174.70764062,Queen Street,-36.84774104,174.76524972,7.347030381602467,Waitakere,Waitakere
Surfdale,Auckland-University,FERRY,9,EDUCATION,Surfdale,-36.79613493,175.02985004,Auckland-University,-36.85143057,174.76906469,24.012921337476158,Auckland,Waitakere
Narrow Neck,Quay Street-Customs Street,FERRY,51,EDUCATION,Narrow Neck,-36.81569367,174.79661047,Quay Street-Customs Street,-36.84601989,174.77646293,3.8192439123338633,Waitakere,Waitakere
Beach Haven West,Shortland Street,FERRY,6,EDUCATION,Beach Haven West,-36.79327636,174.68619139,Shortland Street,-36.84736853,174.76823915,9.461326904522627,Waitakere,Waitakere
Gulf Harbour South,Wynyard-Viaduct,FERRY,9,EDUCATION,Gulf Harbour South,-36.62319574,174.79598006,Wynyard-Viaduct,-36.8433094,174.75788827,24.70979705086731,Rodney,Waitakere
Bucklands Beach North,Quay Street-Customs Street,FERRY,6,EDUCATION,Bucklands Beach North,-36.86068628,174.9037907,Quay Street-Customs Street,-36.84601989,174.77646293,11.445791401776875,,Waitakere
